"scenario","orthogonal","SNR","seed","method","factor.name","factor.number","err"
1,1,8.5,1,"iHOSVD","W",1,0.0545305222658936
1,1,8.5,1,"iHOSVD","u",2,0.122099058058268
1,1,8.5,1,"iHOSVD","V",2,0.0975596580689187
1,1,8.5,1,"iHOSVD","W",2,0.108938576974911
1,1,8.5,1,"iHOOI","u",1,0.0442775372470561
1,1,8.5,1,"iHOOI","V",1,0.0483925372134483
1,1,8.5,1,"iHOOI","W",1,0.0508151654617368
1,1,8.5,1,"iHOOI","u",2,0.11274731520917
1,1,8.5,1,"iHOOI","V",2,0.0840547418557498
1,1,8.5,1,"iHOOI","W",2,0.0902205908861897
1,0,8.5,1,"JisstPCA0 (BIC)","u",1,0.0553580621431998
1,0,8.5,1,"JisstPCA0 (BIC)","V",1,0.0418627574254195
1,0,8.5,1,"JisstPCA0 (BIC)","W",1,0.0463914942870474
1,0,8.5,1,"JisstPCA0 (BIC)","u",2,0.107178214806503
1,0,8.5,1,"JisstPCA0 (BIC)","V",2,0.0762852456662262
1,0,8.5,1,"JisstPCA0 (BIC)","W",2,0.0930085234439088
1,0,8.5,1,"JisstPCA0 (oracle)","u",1,0.0553580621431998
1,0,8.5,1,"JisstPCA0 (oracle)","V",1,0.0418627574254195
1,0,8.5,1,"JisstPCA0 (oracle)","W",1,0.0463914942870474
1,0,8.5,1,"JisstPCA0 (oracle)","u",2,0.107178214806503
1,0,8.5,1,"JisstPCA0 (oracle)","V",2,0.0762852456662262
1,0,8.5,1,"JisstPCA0 (oracle)","W",2,0.0930085234439088
1,0,8.5,1,"G-JisstPCA0 (BIC)","u",1,0.0554794363087047
1,0,8.5,1,"G-JisstPCA0 (BIC)","V",1,0.0418598961624502
1,0,8.5,1,"G-JisstPCA0 (BIC)","W",1,0.0463961089088842
1,0,8.5,1,"G-JisstPCA0 (BIC)","u",2,0.107058285199878
1,0,8.5,1,"G-JisstPCA0 (BIC)","V",2,0.0763674317453166
1,0,8.5,1,"G-JisstPCA0 (BIC)","W",2,0.0930360919261691
1,0,8.5,1,"G-JisstPCA0 (oracle)","u",1,0.0554794363087047
1,0,8.5,1,"G-JisstPCA0 (oracle)","V",1,0.0418598961624502
1,0,8.5,1,"G-JisstPCA0 (oracle)","W",1,0.0463961089088842
1,0,8.5,1,"G-JisstPCA0 (oracle)","u",2,0.107058285199878
1,0,8.5,1,"G-JisstPCA0 (oracle)","V",2,0.0763674317453166
1,0,8.5,1,"G-JisstPCA0 (oracle)","W",2,0.0930360919261691
1,0,8.5,1,"JisstPCA1 (BIC)","u",1,0.0553580621431998
1,0,8.5,1,"JisstPCA1 (BIC)","V",1,0.0418627574254195
1,0,8.5,1,"JisstPCA1 (BIC)","W",1,0.0463914942870474
1,0,8.5,1,"JisstPCA1 (BIC)","u",2,0.128868888330997
1,0,8.5,1,"JisstPCA1 (BIC)","V",2,0.26985713320702
1,0,8.5,1,"JisstPCA1 (BIC)","W",2,0.504727788142023
1,0,8.5,1,"JisstPCA1 (oracle)","u",1,0.0553580621431998
1,0,8.5,1,"JisstPCA1 (oracle)","V",1,0.0418627574254195
1,0,8.5,1,"JisstPCA1 (oracle)","W",1,0.0463914942870474
1,0,8.5,1,"JisstPCA1 (oracle)","u",2,0.128868888330997
1,0,8.5,1,"JisstPCA1 (oracle)","V",2,0.26985713320702
1,0,8.5,1,"JisstPCA1 (oracle)","W",2,0.504727788142023
1,0,8.5,1,"G-JisstPCA1 (BIC)","u",1,0.0554794363087047
1,0,8.5,1,"G-JisstPCA1 (BIC)","V",1,0.0418598961624502
1,0,8.5,1,"G-JisstPCA1 (BIC)","W",1,0.0463961089088842
1,0,8.5,1,"G-JisstPCA1 (BIC)","u",2,0.128309521728811
1,0,8.5,1,"G-JisstPCA1 (BIC)","V",2,0.26984911680082
1,0,8.5,1,"G-JisstPCA1 (BIC)","W",2,0.504748078574117
1,0,8.5,1,"G-JisstPCA1 (oracle)","u",1,0.0554794363087047
1,0,8.5,1,"G-JisstPCA1 (oracle)","V",1,0.0418598961624502
1,0,8.5,1,"G-JisstPCA1 (oracle)","W",1,0.0463961089088842
1,0,8.5,1,"G-JisstPCA1 (oracle)","u",2,0.128309521728811
1,0,8.5,1,"G-JisstPCA1 (oracle)","V",2,0.26984911680082
1,0,8.5,1,"G-JisstPCA1 (oracle)","W",2,0.504748078574117
1,0,8.5,1,"iHOSVD","u",1,0.062134336786622
1,0,8.5,1,"iHOSVD","V",1,0.0943486325414866
1,0,8.5,1,"iHOSVD","W",1,0.133737085997019
1,0,8.5,1,"iHOSVD","u",2,0.131450490349702
1,0,8.5,1,"iHOSVD","V",2,0.351322819416122
1,0,8.5,1,"iHOSVD","W",2,0.602247429752865
1,0,8.5,1,"iHOOI","u",1,0.0623792147329491
1,0,8.5,1,"iHOOI","V",1,0.0959820723071972
1,0,8.5,1,"iHOOI","W",1,0.131751083802235
1,0,8.5,1,"iHOOI","u",2,0.121415414697275
1,0,8.5,1,"iHOOI","V",2,0.346526574562785
1,0,8.5,1,"iHOOI","W",2,0.597692748352948
1,1,12.5,1,"JisstPCA0 (BIC)","u",1,0.0300592023538218
1,1,12.5,1,"JisstPCA0 (BIC)","V",1,0.0315728173100323
1,1,12.5,1,"JisstPCA0 (BIC)","W",1,0.0296756589322367
