factor,dim,SNR,seed,iteration,stat_err,optim_loss
W,90,3,7,5,0.151293015683109,1474495.46011155
u,90,3,7,6,0.114118504908569,1474495.46011155
V,90,3,7,6,0.176535018751206,1474495.46011155
W,90,3,7,6,0.151293019470769,1474495.46011155
u,90,3,7,7,0.114118504911564,1474495.46011155
V,90,3,7,7,0.176535018577938,1474495.46011155
W,90,3,7,7,0.151293019814744,1474495.46011155
u,90,3,7,8,0.114118504911046,1474495.46011155
V,90,3,7,8,0.176535018571678,1474495.46011155
W,90,3,7,8,0.151293019843722,1474495.46011155
u,90,3,7,9,0.114118504910949,1474495.46011155
V,90,3,7,9,0.176535018571555,1474495.46011155
W,90,3,7,9,0.151293019846054,1474495.46011155
u,90,3,7,10,0.114118504910936,1474495.46011156
V,90,3,7,10,0.176535018571558,1474495.46011156
W,90,3,7,10,0.151293019846236,1474495.46011156
u,90,3,8,0,0.135063765007365,NaN
u,90,3,8,1,0.114662115206838,1470994.53044241
V,90,3,8,1,0.174351174901839,1470994.53044241
W,90,3,8,1,0.142963758356249,1470994.53044241
u,90,3,8,2,0.114946662366748,1470990.83692413
V,90,3,8,2,0.173201746739008,1470990.83692413
W,90,3,8,2,0.142062066710811,1470990.83692413
u,90,3,8,3,0.114961296489521,1470990.82926299
V,90,3,8,3,0.173230299534443,1470990.82926299
W,90,3,8,3,0.14206633836775,1470990.82926299
u,90,3,8,4,0.114962138651265,1470990.82923791
V,90,3,8,4,0.173233781899538,1470990.82923791
W,90,3,8,4,0.142067481693568,1470990.82923791
u,90,3,8,5,0.114962193210898,1470990.82923782
V,90,3,8,5,0.173234067969948,1470990.82923782
W,90,3,8,5,0.142067572324882,1470990.82923782
u,90,3,8,6,0.114962196961872,1470990.82923783
V,90,3,8,6,0.173234089470983,1470990.82923783
W,90,3,8,6,0.142067578435969,1470990.82923783
u,90,3,8,7,0.114962197226621,1470990.82923782
V,90,3,8,7,0.173234091030381,1470990.82923782
W,90,3,8,7,0.142067578831189,1470990.82923782
u,90,3,8,8,0.114962197245504,1470990.82923783
V,90,3,8,8,0.17323409114144,1470990.82923783
W,90,3,8,8,0.142067578856674,1470990.82923783
u,90,3,8,9,0.114962197246859,1470990.82923782
V,90,3,8,9,0.173234091149267,1470990.82923782
W,90,3,8,9,0.142067578858332,1470990.82923782
u,90,3,8,10,0.114962197246957,1470990.82923782
V,90,3,8,10,0.173234091149812,1470990.82923782
W,90,3,8,10,0.142067578858445,1470990.82923782
u,90,3,9,0,0.141194984322064,NaN
u,90,3,9,1,0.110995079501955,1475785.10411831
V,90,3,9,1,0.171799625217962,1475785.10411831
W,90,3,9,1,0.131253502142534,1475785.10411831
u,90,3,9,2,0.110737524061624,1475781.81394674
V,90,3,9,2,0.172822805700255,1475781.81394674
W,90,3,9,2,0.130953439691358,1475781.81394674
u,90,3,9,3,0.110724721138976,1475781.8084763
V,90,3,9,3,0.172894418251735,1475781.8084763
W,90,3,9,3,0.130971154596702,1475781.8084763
u,90,3,9,4,0.110724053102095,1475781.80845969
V,90,3,9,4,0.172898897871527,1475781.80845969
W,90,3,9,4,0.130971853130292,1475781.80845969
u,90,3,9,5,0.110724019010541,1475781.80845961
V,90,3,9,5,0.172899186250445,1475781.80845961
W,90,3,9,5,0.130971878501582,1475781.80845961
u,90,3,9,6,0.110724017288082,1475781.80845961
V,90,3,9,6,0.172899204891238,1475781.80845961
W,90,3,9,6,0.130971879502746,1475781.80845961
u,90,3,9,7,0.110724017201861,1475781.80845961
V,90,3,9,7,0.172899206104067,1475781.80845961
W,90,3,9,7,0.130971879548008,1475781.80845961
u,90,3,9,8,0.110724017197632,1475781.8084596
V,90,3,9,8,0.172899206183734,1475781.8084596
W,90,3,9,8,0.130971879550275,1475781.8084596
u,90,3,9,9,0.110724017197436,1475781.80845961
V,90,3,9,9,0.17289920618902,1475781.80845961
W,90,3,9,9,0.130971879550374,1475781.80845961
u,90,3,9,10,0.110724017197426,1475781.80845961
V,90,3,9,10,0.172899206189381,1475781.80845961
W,90,3,9,10,0.130971879550392,1475781.80845961
u,90,3,10,0,0.137706572692453,NaN
u,90,3,10,1,0.112521996311912,1475275.8069949
V,90,3,10,1,0.165689465682049,1475275.8069949
W,90,3,10,1,0.148037006037666,1475275.8069949
u,90,3,10,2,0.112413697843756,1475272.55355851
V,90,3,10,2,0.164142880023877,1475272.55355851
W,90,3,10,2,0.147432242997414,1475272.55355851
u,90,3,10,3,0.112409618191585,1475272.54700848
V,90,3,10,3,0.164106852207572,1475272.54700848
W,90,3,10,3,0.147423982467339,1475272.54700848
u,90,3,10,4,0.112409471204313,1475272.54698712
V,90,3,10,4,0.16410470800038,1475272.54698712
W,90,3,10,4,0.147424047005037,1475272.54698712
u,90,3,10,5,0.112409469812156,1475272.54698705
V,90,3,10,5,0.164104569953423,1475272.54698705
W,90,3,10,5,0.147424089493493,1475272.54698705
u,90,3,10,6,0.112409470226573,1475272.54698704
V,90,3,10,6,0.164104561163549,1475272.54698704
W,90,3,10,6,0.147424094554948,1475272.54698704
u,90,3,10,7,0.112409470283631,1475272.54698704
V,90,3,10,7,0.164104560609765,1475272.54698704
W,90,3,10,7,0.147424095019132,1475272.54698704
u,90,3,10,8,0.112409470289141,1475272.54698704
V,90,3,10,8,0.164104560575126,1475272.54698704
W,90,3,10,8,0.147424095057519,1475272.54698704
u,90,3,10,9,0.112409470289608,1475272.54698704
V,90,3,10,9,0.164104560572969,1475272.54698704
W,90,3,10,9,0.14742409506054,1475272.54698704
u,90,3,10,10,0.112409470289646,1475272.54698704
V,90,3,10,10,0.164104560572843,1475272.54698704
W,90,3,10,10,0.147424095060772,1475272.54698704
u,90,3,11,0,0.140118034007656,NaN
u,90,3,11,1,0.111399269537678,1476303.17147907
V,90,3,11,1,0.198137617137225,1476303.17147907
W,90,3,11,1,0.14702339969826,1476303.17147907
u,90,3,11,2,0.111286736208854,1476300.00059246
V,90,3,11,2,0.196769556507516,1476300.00059246
W,90,3,11,2,0.145936020676958,1476300.00059246
u,90,3,11,3,0.111282629996112,1476299.99543758
V,90,3,11,3,0.196719499046218,1476299.99543758
W,90,3,11,3,0.145952484686506,1476299.99543758
u,90,3,11,4,0.111282403106212,1476299.99542362
V,90,3,11,4,0.196716694945829,1476299.99542362
W,90,3,11,4,0.145954351258439,1476299.99542362
u,90,3,11,5,0.111282390138355,1476299.99542358
V,90,3,11,5,0.196716527929376,1476299.99542358
W,90,3,11,5,0.145954471424339,1476299.99542358
u,90,3,11,6,0.111282389397582,1476299.99542357
V,90,3,11,6,0.196716517480553,1476299.99542357
W,90,3,11,6,0.145954478431073,1476299.99542357
u,90,3,11,7,0.111282389355719,1476299.99542357
V,90,3,11,7,0.196716516798466,1476299.99542357
W,90,3,11,7,0.145954478831826,1476299.99542357
u,90,3,11,8,0.111282389353396,1476299.99542358
V,90,3,11,8,0.196716516752329,1476299.99542358
W,90,3,11,8,0.145954478854838,1476299.99542358
u,90,3,11,9,0.111282389353273,1476299.99542358
V,90,3,11,9,0.196716516749111,1476299.99542358
W,90,3,11,9,0.14595447885617,1476299.99542358
u,90,3,11,10,0.111282389353262,1476299.99542358
V,90,3,11,10,0.196716516748881,1476299.99542358
W,90,3,11,10,0.14595447885625,1476299.99542358
u,90,3,12,0,0.134939051341757,NaN
u,90,3,12,1,0.111292412253778,1472006.14808317
V,90,3,12,1,0.192047880454218,1472006.14808317
W,90,3,12,1,0.137236941871835,1472006.14808317
u,90,3,12,2,0.111387091665498,1472002.98917707
V,90,3,12,2,0.191145749477544,1472002.98917707
W,90,3,12,2,0.135104004314515,1472002.98917707
u,90,3,12,3,0.11139273623417,1472002.9826232
V,90,3,12,3,0.191111631205921,1472002.9826232
W,90,3,12,3,0.135007213667158,1472002.9826232
u,90,3,12,4,0.111392959245683,1472002.98260072
V,90,3,12,4,0.191110200265108,1472002.98260072
W,90,3,12,4,0.134999777938178,1472002.98260072
u,90,3,12,5,0.11139296699932,1472002.98260063
V,90,3,12,5,0.191110148528906,1472002.98260063
W,90,3,12,5,0.13499920390667,1472002.98260063
u,90,3,12,6,0.111392967224865,1472002.98260062
V,90,3,12,6,0.191110147161444,1472002.98260062
W,90,3,12,6,0.134999160625363,1472002.98260062
u,90,3,12,7,0.111392967229154,1472002.98260063
V,90,3,12,7,0.191110147170751,1472002.98260063
W,90,3,12,7,0.134999157415128,1472002.98260063
u,90,3,12,8,0.111392967229132,1472002.98260063
V,90,3,12,8,0.191110147176301,1472002.98260063
W,90,3,12,8,0.134999157179285,1472002.98260063
u,90,3,12,9,0.11139296722913,1472002.98260062
V,90,3,12,9,0.191110147176912,1472002.98260062
W,90,3,12,9,0.134999157162045,1472002.98260062
u,90,3,12,10,0.111392967229132,1472002.98260061
V,90,3,12,10,0.191110147176966,1472002.98260061
W,90,3,12,10,0.134999157160789,1472002.98260061
u,90,3,13,0,0.137936942001604,NaN
u,90,3,13,1,0.113882536339431,1474896.12535841
V,90,3,13,1,0.1795328851087,1474896.12535841
W,90,3,13,1,0.156776679223671,1474896.12535841
u,90,3,13,2,0.113724341492515,1474893.73005586
V,90,3,13,2,0.178603003667354,1474893.73005586
W,90,3,13,2,0.157225852409798,1474893.73005586
u,90,3,13,3,0.113716547027123,1474893.72583886
V,90,3,13,3,0.178574465039908,1474893.72583886
W,90,3,13,3,0.157262431504577,1474893.72583886
u,90,3,13,4,0.113716036482228,1474893.72582738
V,90,3,13,4,0.178573041782278,1474893.72582738
W,90,3,13,4,0.157263868452554,1474893.72582738
u,90,3,13,5,0.113716002764753,1474893.72582733
V,90,3,13,5,0.178572962223667,1474893.72582733
W,90,3,13,5,0.157263924910116,1474893.72582733
u,90,3,13,6,0.113716000553333,1474893.72582733
V,90,3,13,6,0.178572957354982,1474893.72582733
W,90,3,13,6,0.157263927202596,1474893.72582733
u,90,3,13,7,0.113716000408596,1474893.72582734
V,90,3,13,7,0.178572957036516,1474893.72582734
W,90,3,13,7,0.157263927296622,1474893.72582734
u,90,3,13,8,0.113716000399108,1474893.72582734
V,90,3,13,8,0.178572957014654,1474893.72582734
W,90,3,13,8,0.157263927300303,1474893.72582734
u,90,3,13,9,0.113716000398487,1474893.72582733
V,90,3,13,9,0.178572957013095,1474893.72582733
W,90,3,13,9,0.157263927300418,1474893.72582733
u,90,3,13,10,0.113716000398443,1474893.72582733
V,90,3,13,10,0.178572957012981,1474893.72582733
W,90,3,13,10,0.157263927300422,1474893.72582733
u,90,3,14,0,0.133135687413611,NaN
u,90,3,14,1,0.105529387662996,1473321.86933705
V,90,3,14,1,0.164446072843184,1473321.86933705
W,90,3,14,1,0.141571833907904,1473321.86933705
u,90,3,14,2,0.105045706992712,1473319.58828691
V,90,3,14,2,0.163162097199314,1473319.58828691
W,90,3,14,2,0.141124306539738,1473319.58828691
u,90,3,14,3,0.105021970464346,1473319.58394066
V,90,3,14,3,0.163107164940133,1473319.58394066
W,90,3,14,3,0.141111543271771,1473319.58394066
u,90,3,14,4,0.10502070301364,1473319.58392727
V,90,3,14,4,0.163103856647046,1473319.58392727
W,90,3,14,4,0.141111029581213,1473319.58392727
u,90,3,14,5,0.105020632461673,1473319.5839272
V,90,3,14,5,0.163103648490061,1473319.5839272
W,90,3,14,5,0.141111004777682,1473319.5839272
u,90,3,14,6,0.105020628392139,1473319.5839272
V,90,3,14,6,0.163103634737891,1473319.5839272
W,90,3,14,6,0.141111003072816,1473319.5839272
u,90,3,14,7,0.105020628149891,1473319.58392721
V,90,3,14,7,0.163103633790196,1473319.58392721
W,90,3,14,7,0.141111002924959,1473319.58392721
u,90,3,14,8,0.105020628135054,1473319.5839272
V,90,3,14,8,0.163103633722828,1473319.5839272
W,90,3,14,8,0.141111002911357,1473319.5839272
u,90,3,14,9,0.105020628134121,1473319.58392721
V,90,3,14,9,0.163103633717938,1473319.58392721
W,90,3,14,9,0.141111002910124,1473319.58392721
u,90,3,14,10,0.105020628134057,1473319.58392721
V,90,3,14,10,0.163103633717581,1473319.58392721
W,90,3,14,10,0.141111002910009,1473319.58392721
u,90,3,15,0,0.127312801128543,NaN
u,90,3,15,1,0.1074603272624,1468811.67264609
V,90,3,15,1,0.182424737684069,1468811.67264609
W,90,3,15,1,0.147634873290921,1468811.67264609
u,90,3,15,2,0.107461676602776,1468809.44340785
V,90,3,15,2,0.182583421262697,1468809.44340785
W,90,3,15,2,0.14797335511561,1468809.44340785
u,90,3,15,3,0.107463601587515,1468809.4387168
V,90,3,15,3,0.182635011637936,1468809.4387168
W,90,3,15,3,0.147993426429076,1468809.4387168
u,90,3,15,4,0.107463684221741,1468809.43869918
V,90,3,15,4,0.182638291223482,1468809.43869918
W,90,3,15,4,0.147994099141428,1468809.43869918
u,90,3,15,5,0.107463683561202,1468809.43869911
V,90,3,15,5,0.182638493393456,1468809.43869911
W,90,3,15,5,0.147994120932168,1468809.43869911
u,90,3,15,6,0.107463683000857,1468809.4386991
V,90,3,15,6,0.18263850600218,1468809.4386991
W,90,3,15,6,0.147994121409502,1468809.4386991
u,90,3,15,7,0.10746368292415,1468809.43869911
V,90,3,15,7,0.182638506794364,1468809.43869911
W,90,3,15,7,0.147994121379418,1468809.43869911
u,90,3,15,8,0.107463682916068,1468809.4386991
V,90,3,15,8,0.18263850684419,1468809.4386991
W,90,3,15,8,0.147994121372386,1468809.4386991
u,90,3,15,9,0.107463682915302,1468809.4386991
V,90,3,15,9,0.182638506847307,1468809.4386991
W,90,3,15,9,0.147994121371487,1468809.4386991
u,90,3,15,10,0.107463682915236,1468809.4386991
V,90,3,15,10,0.182638506847498,1468809.4386991
W,90,3,15,10,0.147994121371391,1468809.4386991
u,90,3,16,0,0.134772919642552,NaN
u,90,3,16,1,0.106528244169398,1471436.30105845
V,90,3,16,1,0.167693835566881,1471436.30105845
W,90,3,16,1,0.156022470801448,1471436.30105845
u,90,3,16,2,0.106740471078186,1471432.40468893
V,90,3,16,2,0.165645076923955,1471432.40468893
W,90,3,16,2,0.156599849360715,1471432.40468893
u,90,3,16,3,0.106758376001929,1471432.39629717
V,90,3,16,3,0.165636049585511,1471432.39629717
W,90,3,16,3,0.156653788279402,1471432.39629717
u,90,3,16,4,0.106759468270844,1471432.39627001
V,90,3,16,4,0.165636878218239,1471432.39627001
W,90,3,16,4,0.156657055269902,1471432.39627001
u,90,3,16,5,0.106759531766876,1471432.3962699
V,90,3,16,5,0.165636947921581,1471432.3962699
W,90,3,16,5,0.156657256426546,1471432.3962699
u,90,3,16,6,0.106759535395295,1471432.3962699
V,90,3,16,6,0.165636951844233,1471432.3962699
W,90,3,16,6,0.156657268941423,1471432.3962699
u,90,3,16,7,0.106759535600865,1471432.39626991
V,90,3,16,7,0.165636952012228,1471432.39626991
W,90,3,16,7,0.156657269720898,1471432.39626991
u,90,3,16,8,0.106759535612437,1471432.39626991
V,90,3,16,8,0.165636952015647,1471432.39626991
W,90,3,16,8,0.156657269769166,1471432.39626991
u,90,3,16,9,0.10675953561308,1471432.39626991
V,90,3,16,9,0.165636952015279,1471432.39626991
W,90,3,16,9,0.156657269772117,1471432.39626991
u,90,3,16,10,0.106759535613115,1471432.39626991
V,90,3,16,10,0.165636952015219,1471432.39626991
W,90,3,16,10,0.156657269772298,1471432.39626991
u,90,3,17,0,0.128931536032106,NaN
u,90,3,17,1,0.110351637895114,1473997.83751194
V,90,3,17,1,0.154312933125714,1473997.83751194
W,90,3,17,1,0.14067709818318,1473997.83751194
u,90,3,17,2,0.11066309034437,1473994.8416318
V,90,3,17,2,0.153526261835651,1473994.8416318
W,90,3,17,2,0.141825890992047,1473994.8416318
u,90,3,17,3,0.110681569207171,1473994.83527604
V,90,3,17,3,0.153475115673501,1473994.83527604
W,90,3,17,3,0.141903781557119,1473994.83527604
u,90,3,17,4,0.110682669331177,1473994.83525501
V,90,3,17,4,0.153471944959003,1473994.83525501
W,90,3,17,4,0.141908148473879,1473994.83525501
u,90,3,17,5,0.11068273761697,1473994.83525493
V,90,3,17,5,0.15347178127972,1473994.83525493
W,90,3,17,5,0.141908415314732,1473994.83525493
u,90,3,17,6,0.110682741953302,1473994.83525492
V,90,3,17,6,0.153471773884006,1473994.83525492
W,90,3,17,6,0.141908432482783,1473994.83525492
u,90,3,17,7,0.110682742233264,1473994.83525492
V,90,3,17,7,0.153471773607881,1473994.83525492
W,90,3,17,7,0.141908433621686,1473994.83525492
u,90,3,17,8,0.110682742251618,1473994.83525493
V,90,3,17,8,0.153471773602247,1473994.83525493
W,90,3,17,8,0.141908433698721,1473994.83525493
u,90,3,17,9,0.110682742252848,1473994.83525492
V,90,3,17,9,0.153471773602614,1473994.83525492
W,90,3,17,9,0.141908433703991,1473994.83525492
u,90,3,17,10,0.110682742252925,1473994.83525492
V,90,3,17,10,0.153471773602685,1473994.83525492
W,90,3,17,10,0.141908433704363,1473994.83525492
u,90,3,18,0,0.121167251150876,NaN
u,90,3,18,1,0.103512255407775,1474190.31201535
V,90,3,18,1,0.184077758868944,1474190.31201535
W,90,3,18,1,0.136558257753442,1474190.31201535
u,90,3,18,2,0.103725671955867,1474187.35932182
V,90,3,18,2,0.183279158354149,1474187.35932182
W,90,3,18,2,0.137585754943401,1474187.35932182
u,90,3,18,3,0.103734109482684,1474187.35319918
V,90,3,18,3,0.183297745778848,1474187.35319918
W,90,3,18,3,0.137673612038509,1474187.35319918
u,90,3,18,4,0.103734492652346,1474187.35317848
V,90,3,18,4,0.183299108758538,1474187.35317848
W,90,3,18,4,0.137678149865597,1474187.35317848
u,90,3,18,5,0.103734513012298,1474187.35317839
V,90,3,18,5,0.183299180837613,1474187.35317839
W,90,3,18,5,0.137678370443652,1474187.35317839
u,90,3,18,6,0.103734514160694,1474187.35317838
V,90,3,18,6,0.183299184498331,1474187.35317838
W,90,3,18,6,0.137678380664576,1474187.35317838
u,90,3,18,7,0.103734514224501,1474187.35317838
V,90,3,18,7,0.183299184684829,1474187.35317838
W,90,3,18,7,0.137678381092972,1474187.35317838
u,90,3,18,8,0.103734514227754,1474187.35317839
V,90,3,18,8,0.183299184694384,1474187.35317839
W,90,3,18,8,0.137678381106427,1474187.35317839
u,90,3,18,9,0.103734514227878,1474187.35317838
V,90,3,18,9,0.18329918469487,1474187.35317838
W,90,3,18,9,0.137678381106365,1474187.35317838
u,90,3,18,10,0.103734514227885,1474187.35317838
V,90,3,18,10,0.183299184694892,1474187.35317838
W,90,3,18,10,0.137678381106303,1474187.35317838
u,90,3,19,0,0.13593095232357,NaN
u,90,3,19,1,0.103710976501783,1475207.57366135
V,90,3,19,1,0.185032458318169,1475207.57366135
W,90,3,19,1,0.14905301914245,1475207.57366135
u,90,3,19,2,0.103729556333708,1475204.7560903
V,90,3,19,2,0.18385676077628,1475204.7560903
W,90,3,19,2,0.147991212781514,1475204.7560903
u,90,3,19,3,0.103735255975329,1475204.75119534
V,90,3,19,3,0.18383291653928,1475204.75119534
W,90,3,19,3,0.147983243761282,1475204.75119534
u,90,3,19,4,0.103735636547127,1475204.75118063
V,90,3,19,4,0.183832343966349,1475204.75118063
W,90,3,19,4,0.147983606831363,1475204.75118063
u,90,3,19,5,0.103735660932307,1475204.75118057
V,90,3,19,5,0.183832343709494,1475204.75118057
W,90,3,19,5,0.147983647249421,1475204.75118057
u,90,3,19,6,0.103735662492488,1475204.75118057
V,90,3,19,6,0.18383234513846,1475204.75118057
W,90,3,19,6,0.147983649962525,1475204.75118057
u,90,3,19,7,0.103735662592112,1475204.75118058
V,90,3,19,7,0.183832345290382,1475204.75118058
W,90,3,19,7,0.147983650115879,1475204.75118058
u,90,3,19,8,0.103735662598466,1475204.75118058
V,90,3,19,8,0.183832345302918,1475204.75118058
W,90,3,19,8,0.147983650123492,1475204.75118058
u,90,3,19,9,0.103735662598864,1475204.75118057
V,90,3,19,9,0.183832345303863,1475204.75118057
W,90,3,19,9,0.147983650123802,1475204.75118057
u,90,3,19,10,0.103735662598894,1475204.75118057
V,90,3,19,10,0.183832345303933,1475204.75118057
W,90,3,19,10,0.147983650123811,1475204.75118057
u,90,3,20,0,0.138268668664302,NaN
u,90,3,20,1,0.11035344625526,1471897.22676044
V,90,3,20,1,0.170219508863664,1471897.22676044
W,90,3,20,1,0.125112667172658,1471897.22676044
u,90,3,20,2,0.110229318180092,1471893.95690791
V,90,3,20,2,0.166653147304775,1471893.95690791
W,90,3,20,2,0.124849274661727,1471893.95690791
u,90,3,20,3,0.110226855185571,1471893.94967765
V,90,3,20,3,0.166501319651481,1471893.94967765
W,90,3,20,3,0.124896750978935,1471893.94967765
u,90,3,20,4,0.110226845379473,1471893.94965286
V,90,3,20,4,0.166493682227833,1471893.94965286
W,90,3,20,4,0.124899951405478,1471893.94965286
u,90,3,20,5,0.110226849547769,1471893.94965276
V,90,3,20,5,0.166493287084622,1471893.94965276
W,90,3,20,5,0.124900150198968,1471893.94965276
u,90,3,20,6,0.110226849929017,1471893.94965277
V,90,3,20,6,0.166493266224693,1471893.94965277
W,90,3,20,6,0.124900162662336,1471893.94965277
u,90,3,20,7,0.110226849952156,1471893.94965276
V,90,3,20,7,0.166493265104085,1471893.94965276
W,90,3,20,7,0.124900163467219,1471893.94965276
u,90,3,20,8,0.110226849953129,1471893.94965277
V,90,3,20,8,0.16649326504285,1471893.94965277
W,90,3,20,8,0.124900163521135,1471893.94965277
u,90,3,20,9,0.110226849953131,1471893.94965276
V,90,3,20,9,0.166493265039441,1471893.94965276
W,90,3,20,9,0.124900163524886,1471893.94965276
u,90,3,20,10,0.110226849953127,1471893.94965277
V,90,3,20,10,0.166493265039243,1471893.94965277
W,90,3,20,10,0.124900163525156,1471893.94965277
u,90,6,1,0,0.059243004398237,NaN
u,90,6,1,1,0.0565354675570778,1476515.76194415
V,90,6,1,1,0.0848025194346621,1476515.76194415
W,90,6,1,1,0.0683492764876711,1476515.76194415
u,90,6,1,2,0.0565451693073197,1476515.60144757
V,90,6,1,2,0.0847916117915371,1476515.60144757
W,90,6,1,2,0.0682689010350778,1476515.60144757
u,90,6,1,3,0.0565453241213035,1476515.60142958
V,90,6,1,3,0.0847914556696649,1476515.60142958
W,90,6,1,3,0.0682683366718503,1476515.60142958
u,90,6,1,4,0.0565453265287822,1476515.60142958
V,90,6,1,4,0.0847914543870206,1476515.60142958
W,90,6,1,4,0.0682683274347583,1476515.60142958
u,90,6,1,5,0.0565453265659158,1476515.60142959
V,90,6,1,5,0.0847914543934825,1476515.60142959
W,90,6,1,5,0.0682683272666445,1476515.60142959
u,90,6,1,6,0.0565453265664823,1476515.60142958
V,90,6,1,6,0.0847914543939691,1476515.60142958
W,90,6,1,6,0.0682683272636153,1476515.60142958
u,90,6,1,7,0.056545326566496,1476515.60142958
V,90,6,1,7,0.0847914543939848,1476515.60142958
W,90,6,1,7,0.0682683272635553,1476515.60142958
u,90,6,1,8,0.0565453265665019,1476515.60142958
V,90,6,1,8,0.08479145439399,1476515.60142958
W,90,6,1,8,0.0682683272635439,1476515.60142958
u,90,6,1,9,0.0565453265664941,1476515.60142958
V,90,6,1,9,0.0847914543939913,1476515.60142958
W,90,6,1,9,0.0682683272635537,1476515.60142958
u,90,6,1,10,0.0565453265664941,1476515.60142958
V,90,6,1,10,0.0847914543939874,1476515.60142958
W,90,6,1,10,0.068268327263552,1476515.60142958
u,90,6,2,0,0.0596190863714208,NaN
u,90,6,2,1,0.0539876576930603,1474825.45182468
V,90,6,2,1,0.0816817227188642,1474825.45182468
W,90,6,2,1,0.0726207563951981,1474825.45182468
u,90,6,2,2,0.0539750799378548,1474825.272078
V,90,6,2,2,0.0817898561647782,1474825.272078
W,90,6,2,2,0.0724609618465661,1474825.272078
u,90,6,2,3,0.0539749138565531,1474825.27205776
V,90,6,2,3,0.081790452779323,1474825.27205776
W,90,6,2,3,0.0724602981554634,1474825.27205776
u,90,6,2,4,0.0539749109956932,1474825.27205776
V,90,6,2,4,0.0817904635170039,1474825.27205776
W,90,6,2,4,0.0724602896825349,1474825.27205776
u,90,6,2,5,0.0539749109442424,1474825.27205776
V,90,6,2,5,0.0817904637467816,1474825.27205776
W,90,6,2,5,0.0724602895199378,1474825.27205776
u,90,6,2,6,0.0539749109433058,1474825.27205777
V,90,6,2,6,0.0817904637512203,1474825.27205777
W,90,6,2,6,0.072460289516883,1474825.27205777
u,90,6,2,7,0.0539749109432914,1474825.27205777
V,90,6,2,7,0.0817904637513123,1474825.27205777
W,90,6,2,7,0.072460289516825,1474825.27205777
u,90,6,2,8,0.0539749109432894,1474825.27205777
V,90,6,2,8,0.0817904637512988,1474825.27205777
W,90,6,2,8,0.0724602895168219,1474825.27205777
u,90,6,2,9,0.0539749109432873,1474825.27205777
V,90,6,2,9,0.0817904637512974,1474825.27205777
W,90,6,2,9,0.0724602895168173,1474825.27205777
u,90,6,2,10,0.0539749109432873,1474825.27205777
V,90,6,2,10,0.081790463751296,1474825.27205777
W,90,6,2,10,0.0724602895168249,1474825.27205777
u,90,6,3,0,0.0587201582117855,NaN
u,90,6,3,1,0.0533083584169975,1472504.66599354
V,90,6,3,1,0.0930373612725947,1472504.66599354
W,90,6,3,1,0.0625045971172443,1472504.66599354
u,90,6,3,2,0.0532856034549766,1472504.48487743
V,90,6,3,2,0.0930651124676383,1472504.48487743
W,90,6,3,2,0.0625934062752982,1472504.48487743
u,90,6,3,3,0.0532853449933339,1472504.48485133
V,90,6,3,3,0.0930668813565754,1472504.48485133
W,90,6,3,3,0.0625930070004979,1472504.48485133
u,90,6,3,4,0.0532853415344875,1472504.48485132
V,90,6,3,4,0.093066910826926,1472504.48485132
W,90,6,3,4,0.0625929845519084,1472504.48485132
u,90,6,3,5,0.0532853414829182,1472504.48485133
V,90,6,3,5,0.0930669112485105,1472504.48485133
W,90,6,3,5,0.0625929840086625,1472504.48485133
u,90,6,3,6,0.0532853414820901,1472504.48485133
V,90,6,3,6,0.0930669112542794,1472504.48485133
W,90,6,3,6,0.0625929839971825,1472504.48485133
u,90,6,3,7,0.0532853414820776,1472504.48485132
V,90,6,3,7,0.0930669112543459,1472504.48485132
W,90,6,3,7,0.0625929839969559,1472504.48485132
u,90,6,3,8,0.053285341482086,1472504.48485132
V,90,6,3,8,0.0930669112543578,1472504.48485132
W,90,6,3,8,0.0625929839969417,1472504.48485132
u,90,6,3,9,0.0532853414820818,1472504.48485132
V,90,6,3,9,0.0930669112543459,1472504.48485132
W,90,6,3,9,0.0625929839969452,1472504.48485132
u,90,6,3,10,0.0532853414820818,1472504.48485132
V,90,6,3,10,0.0930669112543459,1472504.48485132
W,90,6,3,10,0.0625929839969452,1472504.48485132
u,90,6,4,0,0.0559254211708818,NaN
u,90,6,4,1,0.0517240250685263,1474234.83978281
V,90,6,4,1,0.0881534391247306,1474234.83978281
W,90,6,4,1,0.0792022650895906,1474234.83978281
u,90,6,4,2,0.0517195881020384,1474234.67160348
V,90,6,4,2,0.0882783656179158,1474234.67160348
W,90,6,4,2,0.0792785689958463,1474234.67160348
u,90,6,4,3,0.0517195430139693,1474234.67158241
V,90,6,4,3,0.0882816056069121,1474234.67158241
W,90,6,4,3,0.0792802357875973,1474234.67158241
u,90,6,4,4,0.0517195424078565,1474234.6715824
V,90,6,4,4,0.0882816657439465,1474234.6715824
W,90,6,4,4,0.0792802660492642,1474234.6715824
u,90,6,4,5,0.0517195423986941,1474234.6715824
V,90,6,4,5,0.0882816667885202,1474234.6715824
W,90,6,4,5,0.0792802665692028,1474234.6715824
u,90,6,4,6,0.051719542398544,1474234.67158239
V,90,6,4,6,0.0882816668063408,1474234.67158239
W,90,6,4,6,0.0792802665780826,1474234.67158239
u,90,6,4,7,0.0517195423985462,1474234.6715824
V,90,6,4,7,0.0882816668066527,1474234.6715824
W,90,6,4,7,0.0792802665782292,1474234.6715824
u,90,6,4,8,0.0517195423985462,1474234.6715824
V,90,6,4,8,0.088281666806659,1474234.6715824
