factor,dim,SNR,seed,iteration,stat_err,optim_loss
W,60,6,3,10,0.072984686342144,437508.843026381
u,60,6,4,0,0.052522397410325,NaN
u,60,6,4,1,0.0500736611782837,439937.750826725
V,60,6,4,1,0.0868614897420688,439937.750826725
W,60,6,4,1,0.067761095463156,439937.750826725
u,60,6,4,2,0.0500769656541522,439937.677455836
V,60,6,4,2,0.0869173723911398,439937.677455836
W,60,6,4,2,0.0677145483085276,439937.677455836
u,60,6,4,3,0.0500770072475213,439937.677449398
V,60,6,4,3,0.0869178366559843,439937.677449398
W,60,6,4,3,0.0677143747080998,439937.677449398
u,60,6,4,4,0.0500770078130141,439937.677449396
V,60,6,4,4,0.0869178422237531,439937.677449396
W,60,6,4,4,0.0677143697381526,439937.677449396
u,60,6,4,5,0.0500770078208127,439937.677449398
V,60,6,4,5,0.0869178423089107,439937.677449398
W,60,6,4,5,0.067714369619987,439937.677449398
u,60,6,4,6,0.0500770078209146,439937.677449397
V,60,6,4,6,0.0869178423104695,439937.677449397
W,60,6,4,6,0.0677143696175562,439937.677449397
u,60,6,4,7,0.0500770078209235,439937.677449397
V,60,6,4,7,0.0869178423105013,439937.677449397
W,60,6,4,7,0.0677143696175235,439937.677449397
u,60,6,4,8,0.0500770078209212,439937.677449397
V,60,6,4,8,0.0869178423105077,439937.677449397
W,60,6,4,8,0.0677143696175202,439937.677449397
u,60,6,4,9,0.0500770078209279,439937.677449397
V,60,6,4,9,0.0869178423105013,439937.677449397
W,60,6,4,9,0.0677143696175202,439937.677449397
u,60,6,4,10,0.0500770078209212,439937.677449397
V,60,6,4,10,0.0869178423105038,439937.677449397
W,60,6,4,10,0.0677143696175251,439937.677449397
u,60,6,5,0,0.0522706412296099,NaN
u,60,6,5,1,0.0505751004191919,438463.753850567
V,60,6,5,1,0.0911087152399575,438463.753850567
W,60,6,5,1,0.0696986755990959,438463.753850567
u,60,6,5,2,0.0505767038593782,438463.675815784
V,60,6,5,2,0.0913603218777397,438463.675815784
W,60,6,5,2,0.0695650593434222,438463.675815784
u,60,6,5,3,0.050576647597969,438463.675806846
V,60,6,5,3,0.091362441142715,438463.675806846
W,60,6,5,3,0.0695631674114785,438463.675806846
u,60,6,5,4,0.0505766460552178,438463.675806845
V,60,6,5,4,0.0913624639564292,438463.675806845
W,60,6,5,4,0.0695631366108245,438463.675806845
u,60,6,5,5,0.0505766460234028,438463.675806844
V,60,6,5,5,0.0913624642537188,438463.675806844
W,60,6,5,5,0.0695631360917465,438463.675806844
u,60,6,5,6,0.0505766460227934,438463.675806847
V,60,6,5,6,0.091362464258057,438463.675806847
W,60,6,5,6,0.0695631360828147,438463.675806847
u,60,6,5,7,0.0505766460227802,438463.675806847
V,60,6,5,7,0.091362464258126,438463.675806847
W,60,6,5,7,0.0695631360826618,438463.675806847
u,60,6,5,8,0.0505766460227824,438463.675806847
V,60,6,5,8,0.0913624642581296,438463.675806847
W,60,6,5,8,0.069563136082665,438463.675806847
u,60,6,5,9,0.0505766460227824,438463.675806846
V,60,6,5,9,0.0913624642581369,438463.675806846
W,60,6,5,9,0.0695631360826682,438463.675806846
u,60,6,5,10,0.0505766460227846,438463.675806846
V,60,6,5,10,0.091362464258132,438463.675806846
W,60,6,5,10,0.0695631360826666,438463.675806846
u,60,6,6,0,0.0537739506097105,NaN
u,60,6,6,1,0.0547385923858686,437342.235206683
V,60,6,6,1,0.0831763384602774,437342.235206683
W,60,6,6,1,0.0908606480979447,437342.235206683
u,60,6,6,2,0.0547524687620788,437342.159305417
V,60,6,6,2,0.0832567811924301,437342.159305417
W,60,6,6,2,0.0910726647648381,437342.159305417
u,60,6,6,3,0.0547525301423425,437342.159296061
V,60,6,6,3,0.0832555469994807,437342.159296061
W,60,6,6,3,0.0910745369586682,437342.159296061
u,60,6,6,4,0.0547525302158158,437342.159296059
V,60,6,6,4,0.0832555094824815,437342.159296059
W,60,6,6,4,0.0910745556954118,437342.159296059
u,60,6,6,5,0.0547525302115882,437342.159296059
V,60,6,6,5,0.0832555087100867,437342.159296059
W,60,6,6,5,0.0910745558853359,437342.159296059
u,60,6,6,6,0.0547525302115012,437342.159296059
V,60,6,6,6,0.0832555086956404,437342.159296059
W,60,6,6,6,0.0910745558870925,437342.159296059
u,60,6,6,7,0.0547525302115032,437342.159296059
V,60,6,6,7,0.0832555086953826,437342.159296059
W,60,6,6,7,0.0910745558871046,437342.159296059
u,60,6,6,8,0.0547525302114951,437342.159296059
V,60,6,6,8,0.0832555086953812,437342.159296059
W,60,6,6,8,0.0910745558870998,437342.159296059
u,60,6,6,9,0.0547525302114951,437342.159296059
V,60,6,6,9,0.0832555086953799,437342.159296059
W,60,6,6,9,0.0910745558870973,437342.159296059
u,60,6,6,10,0.0547525302114951,437342.159296059
V,60,6,6,10,0.0832555086953839,437342.159296059
W,60,6,6,10,0.0910745558870985,437342.159296059
u,60,6,7,0,0.0564663797981498,NaN
u,60,6,7,1,0.0565647653244256,438099.215038362
V,60,6,7,1,0.0927936407213677,438099.215038362
W,60,6,7,1,0.0626270723421005,438099.215038362
u,60,6,7,2,0.0565893072825549,438099.125488546
V,60,6,7,2,0.0928107752639585,438099.125488546
W,60,6,7,2,0.0626141501445142,438099.125488546
u,60,6,7,3,0.0565896096212764,438099.12547721
V,60,6,7,3,0.0928125270446536,438099.12547721
W,60,6,7,3,0.0626149448854007,438099.12547721
u,60,6,7,4,0.0565896135168127,438099.125477208
V,60,6,7,4,0.0928125588408441,438099.125477208
W,60,6,7,4,0.0626149562352998,438099.125477208
u,60,6,7,5,0.0565896135675029,438099.12547721
V,60,6,7,5,0.0928125593493128,438099.12547721
W,60,6,7,5,0.0626149563740235,438099.12547721
u,60,6,7,6,0.0565896135681572,438099.125477209
V,60,6,7,6,0.0928125593571987,438099.125477209
W,60,6,7,6,0.062614956375641,438099.125477209
u,60,6,7,7,0.0565896135681689,438099.12547721
V,60,6,7,7,0.0928125593573202,438099.12547721
W,60,6,7,7,0.0626149563756675,438099.12547721
u,60,6,7,8,0.0565896135681709,438099.12547721
V,60,6,7,8,0.0928125593573214,438099.12547721
W,60,6,7,8,0.0626149563756711,438099.12547721
u,60,6,7,9,0.0565896135681728,438099.12547721
V,60,6,7,9,0.0928125593573225,438099.12547721
W,60,6,7,9,0.0626149563756657,438099.12547721
u,60,6,7,10,0.0565896135681689,438099.12547721
V,60,6,7,10,0.0928125593573273,438099.12547721
W,60,6,7,10,0.0626149563756711,438099.12547721
u,60,6,8,0,0.0589434127129287,NaN
u,60,6,8,1,0.0574993519126519,438594.385017835
V,60,6,8,1,0.0836310532915291,438594.385017835
W,60,6,8,1,0.0694592308232777,438594.385017835
u,60,6,8,2,0.0575074856445819,438594.307046911
V,60,6,8,2,0.0836609258428297,438594.307046911
W,60,6,8,2,0.0692444024787984,438594.307046911
u,60,6,8,3,0.0575076178769827,438594.30703575
V,60,6,8,3,0.0836614183065212,438594.30703575
W,60,6,8,3,0.0692420584299251,438594.30703575
u,60,6,8,4,0.0575076202721759,438594.307035747
V,60,6,8,4,0.0836614276144218,438594.307035747
W,60,6,8,4,0.0692420273773281,438594.307035747
u,60,6,8,5,0.0575076203171183,438594.307035748
V,60,6,8,5,0.08366142779736,438594.307035748
W,60,6,8,5,0.0692420269532468,438594.307035748
u,60,6,8,6,0.057507620317976,438594.307035748
V,60,6,8,6,0.0836614278006884,438594.307035748
W,60,6,8,6,0.069242026947458,438594.307035748
u,60,6,8,7,0.0575076203179876,438594.307035748
V,60,6,8,7,0.0836614278007413,438594.307035748
W,60,6,8,7,0.0692420269473796,438594.307035748
u,60,6,8,8,0.0575076203179876,438594.307035748
V,60,6,8,8,0.083661427800744,438594.307035748
W,60,6,8,8,0.0692420269473812,438594.307035748
u,60,6,8,9,0.0575076203179876,438594.307035748
V,60,6,8,9,0.08366142780074,438594.307035748
W,60,6,8,9,0.0692420269473844,438594.307035748
u,60,6,8,10,0.0575076203179876,438594.307035748
V,60,6,8,10,0.0836614278007413,438594.307035748
W,60,6,8,10,0.0692420269473876,438594.307035748
u,60,6,9,0,0.0524377431840497,NaN
u,60,6,9,1,0.0507559105196305,439738.263305426
V,60,6,9,1,0.0846092957581306,439738.263305426
W,60,6,9,1,0.0735752306677532,439738.263305426
u,60,6,9,2,0.0507646481795309,439738.177011484
V,60,6,9,2,0.0843633854620089,439738.177011484
W,60,6,9,2,0.0736836887083994,439738.177011484
u,60,6,9,3,0.050764786776948,439738.177000784
V,60,6,9,3,0.0843618809101135,439738.177000784
W,60,6,9,3,0.0736850576644465,439738.177000784
u,60,6,9,4,0.0507647895754216,439738.177000781
V,60,6,9,4,0.0843618650889789,439738.177000781
W,60,6,9,4,0.0736850790556864,439738.177000781
u,60,6,9,5,0.0507647896321468,439738.17700078
V,60,6,9,5,0.0843618648701908,439738.17700078
W,60,6,9,5,0.0736850794237361,439738.17700078
u,60,6,9,6,0.0507647896332672,439738.177000781
V,60,6,9,6,0.0843618648667315,439738.177000781
W,60,6,9,6,0.0736850794302514,439738.177000781
u,60,6,9,7,0.0507647896332935,439738.177000781
V,60,6,9,7,0.0843618648666659,439738.177000781
W,60,6,9,7,0.0736850794303641,439738.177000781
u,60,6,9,8,0.0507647896332956,439738.177000781
V,60,6,9,8,0.0843618648666699,439738.177000781
W,60,6,9,8,0.0736850794303641,439738.177000781
u,60,6,9,9,0.0507647896332913,439738.177000781
V,60,6,9,9,0.0843618648666673,439738.177000781
W,60,6,9,9,0.0736850794303641,439738.177000781
u,60,6,9,10,0.0507647896332935,439738.177000781
V,60,6,9,10,0.0843618648666699,439738.177000781
W,60,6,9,10,0.0736850794303716,439738.177000781
u,60,6,10,0,0.0538761884713904,NaN
u,60,6,10,1,0.0512047801733867,437995.799644806
V,60,6,10,1,0.0908471147072722,437995.799644806
W,60,6,10,1,0.0710049250675534,437995.799644806
u,60,6,10,2,0.0511942799864699,437995.734137378
V,60,6,10,2,0.0905517379335051,437995.734137378
W,60,6,10,2,0.0710122142818321,437995.734137378
u,60,6,10,3,0.0511941075537229,437995.734128379
V,60,6,10,3,0.0905484635743568,437995.734128379
W,60,6,10,3,0.0710121728898846,437995.734128379
u,60,6,10,4,0.051194104770674,437995.734128376
V,60,6,10,4,0.0905484249294528,437995.734128376
W,60,6,10,4,0.0710121709685358,437995.734128376
u,60,6,10,5,0.0511941047266452,437995.734128376
V,60,6,10,5,0.0905484244592067,437995.734128376
W,60,6,10,5,0.0710121709300821,437995.734128376
u,60,6,10,6,0.0511941047259478,437995.734128377
V,60,6,10,6,0.09054842445342,437995.734128377
W,60,6,10,6,0.0710121709293772,437995.734128377
u,60,6,10,7,0.0511941047259435,437995.734128378
V,60,6,10,7,0.0905484244533492,437995.734128378
W,60,6,10,7,0.0710121709293679,437995.734128378
u,60,6,10,8,0.0511941047259413,437995.734128378
V,60,6,10,8,0.0905484244533431,437995.734128378
W,60,6,10,8,0.0710121709293694,437995.734128378
u,60,6,10,9,0.0511941047259392,437995.734128378
V,60,6,10,9,0.0905484244533443,437995.734128378
W,60,6,10,9,0.0710121709293757,437995.734128378
u,60,6,10,10,0.0511941047259435,437995.734128378
V,60,6,10,10,0.0905484244533431,437995.734128378
W,60,6,10,10,0.0710121709293741,437995.734128378
u,60,6,11,0,0.0614886866357022,NaN
u,60,6,11,1,0.0585026586425381,438032.806862965
V,60,6,11,1,0.0836556669228075,438032.806862965
W,60,6,11,1,0.0716996114556219,438032.806862965
u,60,6,11,2,0.0584963418199124,438032.734885822
V,60,6,11,2,0.0836403078133763,438032.734885822
W,60,6,11,2,0.0716530388903981,438032.734885822
u,60,6,11,3,0.0584963286154171,438032.734875399
V,60,6,11,3,0.0836427026993748,438032.734875399
W,60,6,11,3,0.0716533871660959,438032.734875399
u,60,6,11,4,0.0584963291999391,438032.734875396
V,60,6,11,4,0.0836427500341778,438032.734875396
W,60,6,11,4,0.071653401065208,438032.734875396
u,60,6,11,5,0.0584963292167261,438032.734875395
V,60,6,11,5,0.0836427508536332,438032.734875395
W,60,6,11,5,0.0716534013738627,438032.734875395
u,60,6,11,6,0.0584963292170671,438032.734875395
V,60,6,11,6,0.083642750867708,438032.734875395
W,60,6,11,6,0.0716534013799796,438032.734875395
u,60,6,11,7,0.0584963292170709,438032.734875395
V,60,6,11,7,0.0836427508679461,438032.734875395
W,60,6,11,7,0.071653401380097,438032.734875395
u,60,6,11,8,0.0584963292170728,438032.734875395
V,60,6,11,8,0.0836427508679487,438032.734875395
W,60,6,11,8,0.0716534013800986,438032.734875395
u,60,6,11,9,0.0584963292170709,438032.734875395
V,60,6,11,9,0.08364275086795,438032.734875395
W,60,6,11,9,0.0716534013800955,438032.734875395
u,60,6,11,10,0.0584963292170747,438032.734875395
V,60,6,11,10,0.0836427508679487,438032.734875395
W,60,6,11,10,0.0716534013801001,438032.734875395
u,60,6,12,0,0.0556183237113624,NaN
u,60,6,12,1,0.051759197094469,438675.781415984
V,60,6,12,1,0.100045988644512,438675.781415984
W,60,6,12,1,0.0710710491889941,438675.781415984
u,60,6,12,2,0.0517487938275235,438675.693395383
V,60,6,12,2,0.100002792422409,438675.693395383
W,60,6,12,2,0.0711138811522579,438675.693395383
u,60,6,12,3,0.0517486514783317,438675.693384546
V,60,6,12,3,0.100003245705052,438675.693384546
W,60,6,12,3,0.0711144971247365,438675.693384546
u,60,6,12,4,0.0517486491297352,438675.693384544
V,60,6,12,4,0.100003258165604,438675.693384544
W,60,6,12,4,0.0711145098870172,438675.693384544
u,60,6,12,5,0.0517486490887762,438675.693384545
V,60,6,12,5,0.100003258404729,438675.693384545
W,60,6,12,5,0.0711145101399399,438675.693384545
u,60,6,12,6,0.0517486490880478,438675.693384544
V,60,6,12,6,0.1000032584089,438675.693384544
W,60,6,12,6,0.0711145101445929,438675.693384544
u,60,6,12,7,0.0517486490880349,438675.693384546
V,60,6,12,7,0.100003258408967,438675.693384546
W,60,6,12,7,0.0711145101446708,438675.693384546
u,60,6,12,8,0.0517486490880413,438675.693384546
V,60,6,12,8,0.100003258408968,438675.693384546
W,60,6,12,8,0.071114510144677,438675.693384546
u,60,6,12,9,0.0517486490880349,438675.693384546
V,60,6,12,9,0.100003258408976,438675.693384546
W,60,6,12,9,0.071114510144677,438675.693384546
u,60,6,12,10,0.0517486490880349,438675.693384546
V,60,6,12,10,0.10000325840897,438675.693384546
W,60,6,12,10,0.0711145101446801,438675.693384546
u,60,6,13,0,0.0584689864049248,NaN
u,60,6,13,1,0.05520745293533,437854.090744469
V,60,6,13,1,0.0835509244057863,437854.090744469
W,60,6,13,1,0.0658345526656438,437854.090744469
u,60,6,13,2,0.0552081783485325,437854.033533836
V,60,6,13,2,0.0837131464672216,437854.033533836
W,60,6,13,2,0.0657270032352878,437854.033533836
u,60,6,13,3,0.0552082242744821,437854.03352624
V,60,6,13,3,0.0837142850261472,437854.03352624
W,60,6,13,3,0.0657255944142033,437854.03352624
u,60,6,13,4,0.055208224896861,437854.03352624
V,60,6,13,4,0.0837142937330596,437854.03352624
W,60,6,13,4,0.065725571598981,437854.03352624
u,60,6,13,5,0.0552082249051456,437854.033526241
V,60,6,13,5,0.0837142938107244,437854.033526241
W,60,6,13,5,0.0657255711944376,437854.033526241
u,60,6,13,6,0.055208224905258,437854.033526237
V,60,6,13,6,0.0837142938114949,437854.033526237
W,60,6,13,6,0.0657255711871022,437854.033526237
u,60,6,13,7,0.0552082249052621,437854.033526237
V,60,6,13,7,0.0837142938115081,437854.033526237
W,60,6,13,7,0.0657255711869774,437854.033526237
u,60,6,13,8,0.05520822490526,437854.033526237
V,60,6,13,8,0.0837142938115055,437854.033526237
W,60,6,13,8,0.0657255711869741,437854.033526237
u,60,6,13,9,0.055208224905258,437854.033526237
V,60,6,13,9,0.0837142938115068,437854.033526237
W,60,6,13,9,0.0657255711869741,437854.033526237
u,60,6,13,10,0.0552082249052621,437854.033526237
V,60,6,13,10,0.0837142938115068,437854.033526237
W,60,6,13,10,0.0657255711869741,437854.033526237
u,60,6,14,0,0.057143997808565,NaN
u,60,6,14,1,0.0569345305730933,438994.358212868
V,60,6,14,1,0.0855312600089691,438994.358212868
W,60,6,14,1,0.0797138783123107,438994.358212868
u,60,6,14,2,0.0569565943645865,438994.27498733
V,60,6,14,2,0.0856456536958497,438994.27498733
W,60,6,14,2,0.0797893214917364,438994.27498733
u,60,6,14,3,0.0569568271471554,438994.274974024
V,60,6,14,3,0.0856483495785512,438994.274974024
W,60,6,14,3,0.0797894824363417,438994.274974024
u,60,6,14,4,0.0569568296941819,438994.27497402
V,60,6,14,4,0.0856483899870007,438994.27497402
W,60,6,14,4,0.0797894731101593,438994.27497402
u,60,6,14,5,0.0569568297239685,438994.27497402
V,60,6,14,5,0.08564839058042,438994.27497402
W,60,6,14,5,0.0797894727932774,438994.27497402
u,60,6,14,6,0.0569568297243402,438994.27497402
V,60,6,14,6,0.0856483905894437,438994.27497402
W,60,6,14,6,0.0797894727857029,438994.27497402
u,60,6,14,7,0.056956829724348,438994.27497402
V,60,6,14,7,0.0856483905895883,438994.27497402
W,60,6,14,7,0.0797894727855393,438994.27497402
u,60,6,14,8,0.056956829724348,438994.27497402
V,60,6,14,8,0.0856483905895832,438994.27497402
W,60,6,14,8,0.0797894727855351,438994.27497402
u,60,6,14,9,0.056956829724348,438994.27497402
V,60,6,14,9,0.0856483905895806,438994.27497402
W,60,6,14,9,0.0797894727855365,438994.27497402
u,60,6,14,10,0.056956829724346,438994.27497402
V,60,6,14,10,0.0856483905895871,438994.27497402
W,60,6,14,10,0.0797894727855393,438994.27497402
u,60,6,15,0,0.0560883662135052,NaN
u,60,6,15,1,0.0529530902927637,438590.865870394
V,60,6,15,1,0.0986923277543635,438590.865870394
W,60,6,15,1,0.0830120980199032,438590.865870394
u,60,6,15,2,0.0529486999182884,438590.775864098
V,60,6,15,2,0.0983561284488751,438590.775864098
W,60,6,15,2,0.0827968437682621,438590.775864098
u,60,6,15,3,0.05294865718148,438590.775851973
V,60,6,15,3,0.0983508440483136,438590.775851973
W,60,6,15,3,0.0827941318650471,438590.775851973
u,60,6,15,4,0.0529486563870041,438590.775851968
V,60,6,15,4,0.0983507639161738,438590.775851968
W,60,6,15,4,0.0827940947056821,438590.775851968
u,60,6,15,5,0.0529486563677365,438590.77585197
V,60,6,15,5,0.0983507626762648,438590.77585197
W,60,6,15,5,0.0827940941692562,438590.77585197
u,60,6,15,6,0.052948656367257,438590.775851969
V,60,6,15,6,0.0983507626564666,438590.775851969
W,60,6,15,6,0.0827940941612088,438590.775851969
u,60,6,15,7,0.0529486563672507,438590.775851969
V,60,6,15,7,0.0983507626561442,438590.775851969
W,60,6,15,7,0.0827940941610818,438590.775851969
u,60,6,15,8,0.0529486563672465,438590.775851969
V,60,6,15,8,0.0983507626561375,438590.775851969
W,60,6,15,8,0.0827940941610765,438590.775851969
u,60,6,15,9,0.0529486563672444,438590.775851969
V,60,6,15,9,0.0983507626561341,438590.775851969
W,60,6,15,9,0.0827940941610751,438590.775851969
u,60,6,15,10,0.0529486563672465,438590.775851969
V,60,6,15,10,0.0983507626561352,438590.775851969
W,60,6,15,10,0.0827940941610791,438590.775851969
u,60,6,16,0,0.0565441571458443,NaN
u,60,6,16,1,0.0550420789449323,439767.161902823
V,60,6,16,1,0.0828571381253655,439767.161902823
W,60,6,16,1,0.071063921634172,439767.161902823
u,60,6,16,2,0.0550497804599261,439767.091261139
V,60,6,16,2,0.0827772303864671,439767.091261139
W,60,6,16,2,0.0711367192456444,439767.091261139
u,60,6,16,3,0.0550498824167797,439767.091253881
V,60,6,16,3,0.0827762271588169,439767.091253881
W,60,6,16,3,0.0711379926953733,439767.091253881
u,60,6,16,4,0.0550498840289862,439767.091253879
V,60,6,16,4,0.0827762066530452,439767.091253879
W,60,6,16,4,0.0711380163659772,439767.091253879
u,60,6,16,5,0.0550498840555227,439767.09125388
V,60,6,16,5,0.0827762062431163,439767.09125388
W,60,6,16,5,0.0711380167890107,439767.09125388
u,60,6,16,6,0.0550498840559556,439767.091253879
V,60,6,16,6,0.0827762062351888,439767.091253879
W,60,6,16,6,0.0711380167963148,439767.091253879
u,60,6,16,7,0.0550498840559637,439767.09125388
V,60,6,16,7,0.0827762062350444,439767.09125388
W,60,6,16,7,0.0711380167964362,439767.09125388
u,60,6,16,8,0.0550498840559717,439767.09125388
V,60,6,16,8,0.0827762062350377,439767.09125388
W,60,6,16,8,0.0711380167964424,439767.09125388
u,60,6,16,9,0.0550498840559677,439767.09125388
V,60,6,16,9,0.0827762062350404,439767.09125388
W,60,6,16,9,0.0711380167964362,439767.09125388
u,60,6,16,10,0.0550498840559657,439767.09125388
V,60,6,16,10,0.0827762062350404,439767.09125388
W,60,6,16,10,0.0711380167964393,439767.09125388
u,60,6,17,0,0.0548494692434723,NaN
u,60,6,17,1,0.0530932296641841,439409.30944693
V,60,6,17,1,0.0888916429663659,439409.30944693
W,60,6,17,1,0.0748325629945048,439409.30944693
u,60,6,17,2,0.0531065355123754,439409.239752274
V,60,6,17,2,0.088821289645582,439409.239752274
W,60,6,17,2,0.074981935551429,439409.239752274
u,60,6,17,3,0.0531066929245434,439409.239741964
V,60,6,17,3,0.0888215136904424,439409.239741964
W,60,6,17,3,0.0749828420564692,439409.239741964
u,60,6,17,4,0.0531066947152089,439409.239741962
V,60,6,17,4,0.0888215287122767,439409.239741962
W,60,6,17,4,0.074982850357199,439409.239741962
u,60,6,17,5,0.0531066947359409,439409.239741962
V,60,6,17,5,0.0888215290825395,439409.239741962
W,60,6,17,5,0.0749828504667928,439409.239741962
u,60,6,17,6,0.0531066947361768,439409.239741959
V,60,6,17,6,0.0888215290901178,439409.239741959
W,60,6,17,6,0.074982850468504,439409.239741959
u,60,6,17,7,0.0531066947361726,439409.23974196
V,60,6,17,7,0.0888215290902685,439409.23974196
W,60,6,17,7,0.0749828504685276,439409.23974196
u,60,6,17,8,0.0531066947361726,439409.239741959
V,60,6,17,8,0.088821529090261,439409.239741959
W,60,6,17,8,0.0749828504685291,439409.239741959
u,60,6,17,9,0.0531066947361726,439409.239741959
V,60,6,17,9,0.0888215290902672,439409.239741959
W,60,6,17,9,0.0749828504685306,439409.239741959
u,60,6,17,10,0.0531066947361684,439409.239741959
V,60,6,17,10,0.0888215290902697,439409.239741959
W,60,6,17,10,0.0749828504685291,439409.239741959
u,60,6,18,0,0.0581221876332556,NaN
u,60,6,18,1,0.0534337894534428,437866.802483926
V,60,6,18,1,0.086123563141993,437866.802483926
W,60,6,18,1,0.0652228115126057,437866.802483926
u,60,6,18,2,0.0534189332551396,437866.729047187
V,60,6,18,2,0.0859815311622152,437866.729047187
W,60,6,18,2,0.0652751784489014,437866.729047187
u,60,6,18,3,0.0534188163031678,437866.729037466
V,60,6,18,3,0.0859809432535547,437866.729037466
W,60,6,18,3,0.0652748094028633,437866.729037466
u,60,6,18,4,0.0534188152815546,437866.729037466
V,60,6,18,4,0.0859809415844701,437866.729037466
W,60,6,18,4,0.0652747958778756,437866.729037466
u,60,6,18,5,0.0534188152724604,437866.729037463
V,60,6,18,5,0.0859809416198748,437866.729037463
W,60,6,18,5,0.0652747955856877,437866.729037463
u,60,6,18,6,0.0534188152723732,437866.729037463
V,60,6,18,6,0.0859809416210699,437866.729037463
W,60,6,18,6,0.0652747955800037,437866.729037463
u,60,6,18,7,0.0534188152723753,437866.729037462
V,60,6,18,7,0.0859809416210982,437866.729037462
W,60,6,18,7,0.065274795579885,437866.729037462
u,60,6,18,8,0.0534188152723794,437866.729037462
V,60,6,18,8,0.0859809416210957,437866.729037462
W,60,6,18,8,0.0652747955798748,437866.729037462
u,60,6,18,9,0.0534188152723794,437866.729037462
V,60,6,18,9,0.0859809416210957,437866.729037462
W,60,6,18,9,0.0652747955798782,437866.729037462
u,60,6,18,10,0.0534188152723774,437866.729037462
V,60,6,18,10,0.0859809416210931,437866.729037462
W,60,6,18,10,0.0652747955798782,437866.729037462
u,60,6,19,0,0.0547378656628686,NaN
u,60,6,19,1,0.052633869321662,440769.76618704
V,60,6,19,1,0.0837116821695862,440769.76618704
W,60,6,19,1,0.0686081784903715,440769.76618704
u,60,6,19,2,0.0526369800240177,440769.704734187
V,60,6,19,2,0.0837430531882034,440769.704734187
W,60,6,19,2,0.0685187403346536,440769.704734187
u,60,6,19,3,0.0526370634637274,440769.704726549
V,60,6,19,3,0.0837430767641653,440769.704726549
W,60,6,19,3,0.0685172395884169,440769.704726549
u,60,6,19,4,0.0526370648622636,440769.704726545
V,60,6,19,4,0.0837430754742932,440769.704726545
W,60,6,19,4,0.0685172131365864,440769.704726545
u,60,6,19,5,0.052637064883002,440769.704726546
V,60,6,19,5,0.083743075437259,440769.704726546
W,60,6,19,5,0.0685172126988284,440769.704726546
u,60,6,19,6,0.0526370648832885,440769.704726547
V,60,6,19,6,0.0837430754364175,440769.704726547
W,60,6,19,6,0.0685172126917091,440769.704726547
u,60,6,19,7,0.0526370648832927,440769.704726547
V,60,6,19,7,0.0837430754364096,440769.704726547
W,60,6,19,7,0.0685172126915927,440769.704726547
u,60,6,19,8,0.0526370648832927,440769.704726547
V,60,6,19,8,0.0837430754363964,440769.704726547
W,60,6,19,8,0.0685172126915943,440769.704726547
u,60,6,19,9,0.0526370648832948,440769.704726547
V,60,6,19,9,0.0837430754364016,440769.704726547
W,60,6,19,9,0.0685172126915943,440769.704726547
u,60,6,19,10,0.0526370648832948,440769.704726547
V,60,6,19,10,0.0837430754363964,440769.704726547
W,60,6,19,10,0.0685172126915943,440769.704726547
u,60,6,20,0,0.0575594980931741,NaN
u,60,6,20,1,0.0599042570832607,438957.972141474
V,60,6,20,1,0.0681002194732052,438957.972141474
W,60,6,20,1,0.0738946047544081,438957.972141474
u,60,6,20,2,0.0599303213277861,438957.894512263
V,60,6,20,2,0.068442883284052,438957.894512263
W,60,6,20,2,0.0740331463276474,438957.894512263
u,60,6,20,3,0.05993048536883,438957.894503398
V,60,6,20,3,0.0684454189215696,438957.894503398
W,60,6,20,3,0.0740337989513052,438957.894503398
u,60,6,20,4,0.0599304863182032,438957.894503396
V,60,6,20,4,0.0684454412559542,438957.894503396
W,60,6,20,4,0.0740338000855934,438957.894503396
u,60,6,20,5,0.059930486320413,438957.894503396
V,60,6,20,5,0.0684454414940459,438957.894503396
W,60,6,20,5,0.0740338000273347,438957.894503396
u,60,6,20,6,0.0599304863203427,438957.894503397
V,60,6,20,6,0.0684454414969555,438957.894503397
W,60,6,20,6,0.0740338000256223,438957.894503397
u,60,6,20,7,0.059930486320339,438957.894503398
V,60,6,20,7,0.068445441496996,438957.894503398
W,60,6,20,7,0.0740338000255834,438957.894503398
u,60,6,20,8,0.0599304863203427,438957.894503398
V,60,6,20,8,0.0684454414970008,438957.894503398
W,60,6,20,8,0.074033800025582,438957.894503398
u,60,6,20,9,0.059930486320339,438957.894503398
V,60,6,20,9,0.0684454414969976,438957.894503398
W,60,6,20,9,0.0740338000255834,438957.894503398
u,60,6,20,10,0.0599304863203427,438957.894503398
V,60,6,20,10,0.0684454414969944,438957.894503398
W,60,6,20,10,0.074033800025579,438957.894503398
u,60,12,1,0,0.0273587434397861,NaN
u,60,12,1,1,0.0273001912585039,440040.026298114
V,60,12,1,1,0.0458351544102781,440040.026298114
W,60,12,1,1,0.0350775307204252,440040.026298114
u,60,12,1,2,0.0273009979744357,440040.021560813
V,60,12,1,2,0.0458012079835199,440040.021560813
W,60,12,1,2,0.0350805175293428,440040.021560813
u,60,12,1,3,0.0273010010596939,440040.021560775
V,60,12,1,3,0.0458011109842989,440040.021560775
W,60,12,1,3,0.0350805284591261,440040.021560775
u,60,12,1,4,0.0273010010724461,440040.021560773
V,60,12,1,4,0.0458011106240261,440040.021560773
W,60,12,1,4,0.035080528494553,440040.021560773
u,60,12,1,5,0.0273010010725152,440040.021560773
