factor,dim,SNR,seed,iteration,stat_err,optim_loss
u,60,12,17,5,0.0280097242028327,439417.405232891
V,60,12,17,5,0.0373097314116859,439417.405232891
W,60,12,17,5,0.0301375628127322,439417.405232891
u,60,12,17,6,0.0280097242028327,439417.405232891
V,60,12,17,6,0.0373097314116978,439417.405232891
W,60,12,17,6,0.0301375628127506,439417.405232891
u,60,12,17,7,0.0280097242028327,439417.405232891
V,60,12,17,7,0.0373097314116919,439417.405232891
W,60,12,17,7,0.0301375628127359,439417.405232891
u,60,12,17,8,0.0280097242028288,439417.405232891
V,60,12,17,8,0.0373097314116889,439417.405232891
W,60,12,17,8,0.0301375628127432,439417.405232891
u,60,12,17,9,0.0280097242028327,439417.405232891
V,60,12,17,9,0.03730973141168,439417.405232891
W,60,12,17,9,0.0301375628127506,439417.405232891
u,60,12,17,10,0.0280097242028288,439417.405232891
V,60,12,17,10,0.0373097314116949,439417.405232891
W,60,12,17,10,0.0301375628127506,439417.405232891
u,60,12,18,0,0.028816294487454,NaN
u,60,12,18,1,0.028016403018254,437872.140027717
V,60,12,18,1,0.0335011578735153,437872.140027717
W,60,12,18,1,0.0264788878759552,437872.140027717
u,60,12,18,2,0.0280154992724154,437872.13733219
V,60,12,18,2,0.0334805058498119,437872.13733219
W,60,12,18,2,0.0264893043995126,437872.13733219
u,60,12,18,3,0.0280154968524488,437872.13734917
V,60,12,18,3,0.0334804758554871,437872.13734917
W,60,12,18,3,0.0264893115269914,437872.13734917
u,60,12,18,4,0.0280154968455996,437872.137349233
V,60,12,18,4,0.033480475810822,437872.137349233
W,60,12,18,4,0.0264893114697637,437872.137349233
u,60,12,18,5,0.02801549684556,437872.137349234
V,60,12,18,5,0.033480475810875,437872.137349234
W,60,12,18,5,0.0264893114692986,437872.137349234
u,60,12,18,6,0.0280154968455838,437872.137349234
V,60,12,18,6,0.0334804758108584,437872.137349234
W,60,12,18,6,0.0264893114692945,437872.137349234
u,60,12,18,7,0.0280154968455758,437872.137349233
V,60,12,18,7,0.033480475810875,437872.137349233
W,60,12,18,7,0.0264893114692777,437872.137349233
u,60,12,18,8,0.0280154968455719,437872.137349234
V,60,12,18,8,0.0334804758108651,437872.137349234
W,60,12,18,8,0.0264893114692819,437872.137349234
u,60,12,18,9,0.0280154968455758,437872.137349234
V,60,12,18,9,0.0334804758108419,437872.137349234
W,60,12,18,9,0.0264893114692819,437872.137349234
u,60,12,18,10,0.0280154968455838,437872.137349234
V,60,12,18,10,0.0334804758108485,437872.137349234
W,60,12,18,10,0.0264893114692861,437872.137349234
u,60,12,19,0,0.0279471454433072,NaN
u,60,12,19,1,0.0276082131609427,440772.015093329
V,60,12,19,1,0.0340427620763682,440772.015093329
W,60,12,19,1,0.0278831094665014,440772.015093329
u,60,12,19,2,0.0276086808778339,440772.012623673
V,60,12,19,2,0.0340398903736831,440772.012623673
W,60,12,19,2,0.0278714599982576,440772.012623673
u,60,12,19,3,0.0276086830242273,440772.012634288
V,60,12,19,3,0.0340398501143822,440772.012634288
W,60,12,19,3,0.027871422303465,440772.012634288
u,60,12,19,4,0.0276086830326165,440772.012634322
V,60,12,19,4,0.034039849936425,440772.012634322
W,60,12,19,4,0.0278714221567188,440772.012634322
u,60,12,19,5,0.0276086830326527,440772.012634321
V,60,12,19,5,0.0340398499356655,440772.012634321
W,60,12,19,5,0.0278714221561375,440772.012634321
u,60,12,19,6,0.0276086830326527,440772.012634321
V,60,12,19,6,0.0340398499356459,440772.012634321
W,60,12,19,6,0.0278714221561653,440772.012634321
u,60,12,19,7,0.0276086830326486,440772.012634321
V,60,12,19,7,0.0340398499356166,440772.012634321
W,60,12,19,7,0.0278714221561375,440772.012634321
u,60,12,19,8,0.0276086830326486,440772.012634321
V,60,12,19,8,0.0340398499356329,440772.012634321
W,60,12,19,8,0.0278714221561613,440772.012634321
u,60,12,19,9,0.0276086830326446,440772.012634321
V,60,12,19,9,0.0340398499356524,440772.012634321
W,60,12,19,9,0.0278714221561574,440772.012634321
u,60,12,19,10,0.0276086830326486,440772.012634321
V,60,12,19,10,0.0340398499356263,440772.012634321
W,60,12,19,10,0.0278714221561574,440772.012634321
u,60,12,20,0,0.0299324497387396,NaN
u,60,12,20,1,0.0309188142095267,438966.527714933
V,60,12,20,1,0.0339465349776078,438966.527714933
W,60,12,20,1,0.0330478777446028,438966.527714933
u,60,12,20,2,0.0309212042671318,438966.524183489
V,60,12,20,2,0.0339445123816388,438966.524183489
W,60,12,20,2,0.0330476848750777,438966.524183489
u,60,12,20,3,0.0309212089069856,438966.5241938
V,60,12,20,3,0.0339445345771941,438966.5241938
W,60,12,20,3,0.0330476763011753,438966.5241938
u,60,12,20,4,0.0309212089165927,438966.524193836
V,60,12,20,4,0.0339445347257126,438966.524193836
W,60,12,20,4,0.0330476762626432,438966.524193836
u,60,12,20,5,0.0309212089166107,438966.524193836
V,60,12,20,5,0.0339445347265004,438966.524193836
W,60,12,20,5,0.0330476762624686,438966.524193836
u,60,12,20,6,0.0309212089166107,438966.524193836
V,60,12,20,6,0.0339445347265069,438966.524193836
W,60,12,20,6,0.0330476762624586,438966.524193836
u,60,12,20,7,0.0309212089165999,438966.524193836
V,60,12,20,7,0.0339445347265102,438966.524193836
W,60,12,20,7,0.033047676262472,438966.524193836
u,60,12,20,8,0.0309212089165999,438966.524193836
V,60,12,20,8,0.0339445347265069,438966.524193836
W,60,12,20,8,0.0330476762624686,438966.524193836
u,60,12,20,9,0.0309212089166035,438966.524193836
V,60,12,20,9,0.03394453472652,438966.524193836
W,60,12,20,9,0.0330476762624787,438966.524193836
u,60,12,20,10,0.0309212089166071,438966.524193836
V,60,12,20,10,0.0339445347265004,438966.524193836
W,60,12,20,10,0.033047676262472,438966.524193836
u,60,24,1,0,0.0138609000631673,NaN
u,60,24,1,1,0.014024590802283,440049.052388525
V,60,24,1,1,0.0203303743225619,440049.052388525
W,60,24,1,1,0.0139885644850478,440049.052388525
u,60,24,1,2,0.0140248205497095,440049.05259744
V,60,24,1,2,0.0203270495900169,440049.05259744
W,60,24,1,2,0.0139919648060089,440049.05259744
u,60,24,1,3,0.0140248207691547,440049.052598148
V,60,24,1,3,0.0203270463050288,440049.052598148
W,60,24,1,3,0.0139919667772442,440049.052598148
u,60,24,1,4,0.0140248207693842,440049.052598149
V,60,24,1,4,0.020327046302091,440049.052598149
W,60,24,1,4,0.0139919667786565,440049.052598149
u,60,24,1,5,0.0140248207693842,440049.052598149
V,60,24,1,5,0.0203270463020746,440049.052598149
W,60,24,1,5,0.0139919667786565,440049.052598149
u,60,24,1,6,0.0140248207693763,440049.052598149
V,60,24,1,6,0.0203270463021019,440049.052598149
W,60,24,1,6,0.0139919667787041,440049.052598149
u,60,24,1,7,0.0140248207693842,440049.052598149
V,60,24,1,7,0.0203270463020964,440049.052598149
W,60,24,1,7,0.0139919667786803,440049.052598149
u,60,24,1,8,0.0140248207693922,440049.052598149
V,60,24,1,8,0.0203270463021074,440049.052598149
W,60,24,1,8,0.0139919667786723,440049.052598149
u,60,24,1,9,0.0140248207693842,440049.052598149
V,60,24,1,9,0.0203270463020746,440049.052598149
W,60,24,1,9,0.0139919667787041,440049.052598149
u,60,24,1,10,0.0140248207693842,440049.052598149
V,60,24,1,10,0.020327046302091,440049.052598149
W,60,24,1,10,0.0139919667786644,440049.052598149
u,60,24,2,0,0.014397256424577,NaN
u,60,24,2,1,0.0144579789050642,439475.940891408
V,60,24,2,1,0.0190258737697904,439475.940891408
W,60,24,2,1,0.0160498143085966,439475.940891408
u,60,24,2,2,0.0144580957445588,439475.94104655
V,60,24,2,2,0.0190261097444923,439475.94104655
W,60,24,2,2,0.0160543864994794,439475.94104655
u,60,24,2,3,0.0144580958161494,439475.941047105
V,60,24,2,3,0.0190261096884489,439475.941047105
W,60,24,2,3,0.0160543892839745,439475.941047105
u,60,24,2,4,0.0144580958161878,439475.941047106
V,60,24,2,4,0.0190261096880113,439475.941047106
W,60,24,2,4,0.0160543892860626,439475.941047106
u,60,24,2,5,0.0144580958162108,439475.941047105
V,60,24,2,5,0.0190261096880055,439475.941047105
W,60,24,2,5,0.0160543892860281,439475.941047105
u,60,24,2,6,0.0144580958161955,439475.941047106
V,60,24,2,6,0.0190261096880288,439475.941047106
W,60,24,2,6,0.016054389286035,439475.941047106
u,60,24,2,7,0.0144580958162032,439475.941047105
V,60,24,2,7,0.0190261096880288,439475.941047105
W,60,24,2,7,0.0160543892860281,439475.941047105
u,60,24,2,8,0.0144580958162032,439475.941047105
V,60,24,2,8,0.0190261096880055,439475.941047105
W,60,24,2,8,0.016054389286035,439475.941047105
u,60,24,2,9,0.0144580958162108,439475.941047105
V,60,24,2,9,0.0190261096879938,439475.941047105
W,60,24,2,9,0.016054389286035,439475.941047105
u,60,24,2,10,0.0144580958162108,439475.941047106
V,60,24,2,10,0.0190261096880347,439475.941047106
W,60,24,2,10,0.0160543892860281,439475.941047106
u,60,24,3,0,0.013132459083091,NaN
u,60,24,3,1,0.0131374922942395,437517.020536549
V,60,24,3,1,0.0194554944945054,437517.020536549
W,60,24,3,1,0.0155944435529012,437517.020536549
u,60,24,3,2,0.01313754702476,437517.020771313
V,60,24,3,2,0.0194607942201661,437517.020771313
W,60,24,3,2,0.0155909077025054,437517.020771313
u,60,24,3,3,0.0131375470617289,437517.020772163
V,60,24,3,3,0.0194607956174018,437517.020772163
W,60,24,3,3,0.0155909068741887,437517.020772163
u,60,24,3,4,0.0131375470617458,437517.020772161
V,60,24,3,4,0.0194607956172136,437517.020772161
W,60,24,3,4,0.0155909068746017,437517.020772161
u,60,24,3,5,0.0131375470617374,437517.020772161
V,60,24,3,5,0.0194607956172307,437517.020772161
W,60,24,3,5,0.0155909068745945,437517.020772161
u,60,24,3,6,0.0131375470617627,437517.020772161
V,60,24,3,6,0.0194607956172307,437517.020772161
W,60,24,3,6,0.0155909068745874,437517.020772161
u,60,24,3,7,0.0131375470617627,437517.020772161
V,60,24,3,7,0.0194607956172364,437517.020772161
W,60,24,3,7,0.0155909068746159,437517.020772161
u,60,24,3,8,0.0131375470617881,437517.020772161
V,60,24,3,8,0.0194607956172649,437517.020772161
W,60,24,3,8,0.0155909068745945,437517.020772161
u,60,24,3,9,0.0131375470617712,437517.020772161
V,60,24,3,9,0.0194607956172649,437517.020772161
W,60,24,3,9,0.0155909068745874,437517.020772161
u,60,24,3,10,0.0131375470617627,437517.020772161
V,60,24,3,10,0.019460795617225,437517.020772161
W,60,24,3,10,0.0155909068746373,437517.020772161
u,60,24,4,0,0.0129416939419085,NaN
u,60,24,4,1,0.0130756206475808,439944.427458612
V,60,24,4,1,0.0182621605878663,439944.427458612
W,60,24,4,1,0.0136729382815814,439944.427458612
u,60,24,4,2,0.0130756930981439,439944.427457237
V,60,24,4,2,0.0182636244457366,439944.427457237
W,60,24,4,2,0.0136718581980775,439944.427457237
u,60,24,4,3,0.0130756931381404,439944.427457622
V,60,24,4,3,0.0182636252088485,439944.427457622
W,60,24,4,3,0.0136718586890131,439944.427457622
u,60,24,4,4,0.0130756931381658,439944.427457621
V,60,24,4,4,0.0182636252091524,439944.427457621
W,60,24,4,4,0.0136718586900525,439944.427457621
u,60,24,4,5,0.0130756931381658,439944.427457621
V,60,24,4,5,0.0182636252091524,439944.427457621
W,60,24,4,5,0.0136718586900687,439944.427457621
u,60,24,4,6,0.0130756931381828,439944.427457621
V,60,24,4,6,0.0182636252091464,439944.427457621
W,60,24,4,6,0.0136718586900687,439944.427457621
u,60,24,4,7,0.0130756931381743,439944.427457621
V,60,24,4,7,0.018263625209122,439944.427457621
W,60,24,4,7,0.013671858690085,439944.427457621
u,60,24,4,8,0.0130756931381743,439944.427457621
V,60,24,4,8,0.0182636252092071,439944.427457621
W,60,24,4,8,0.0136718586900525,439944.427457621
u,60,24,4,9,0.0130756931381828,439944.427457621
V,60,24,4,9,0.0182636252091524,439944.427457621
W,60,24,4,9,0.0136718586900525,439944.427457621
u,60,24,4,10,0.0130756931381743,439944.427457621
V,60,24,4,10,0.0182636252091464,439944.427457621
W,60,24,4,10,0.0136718586900606,439944.427457621
u,60,24,5,0,0.0127991955532786,NaN
u,60,24,5,1,0.0129212792723243,438480.205537638
V,60,24,5,1,0.0198003227825121,438480.205537638
W,60,24,5,1,0.0160909769067752,438480.205537638
u,60,24,5,2,0.0129213301084452,438480.205685624
V,60,24,5,2,0.0197992142262477,438480.205685624
W,60,24,5,2,0.0160909550470251,438480.205685624
u,60,24,5,3,0.0129213301257226,438480.205686229
V,60,24,5,3,0.019799214422306,438480.205686229
W,60,24,5,3,0.0160909549595003,438480.205686229
u,60,24,5,4,0.0129213301256968,438480.205686228
V,60,24,5,4,0.0197992144225638,438480.205686228
W,60,24,5,4,0.0160909549592864,438480.205686228
u,60,24,5,5,0.0129213301256968,438480.205686228
V,60,24,5,5,0.0197992144225751,438480.205686228
W,60,24,5,5,0.0160909549592933,438480.205686228
u,60,24,5,6,0.0129213301256968,438480.205686229
V,60,24,5,6,0.0197992144225863,438480.205686229
W,60,24,5,6,0.016090954959314,438480.205686229
u,60,24,5,7,0.012921330125671,438480.205686229
V,60,24,5,7,0.0197992144225863,438480.205686229
W,60,24,5,7,0.0160909549593071,438480.205686229
u,60,24,5,8,0.012921330125671,438480.205686229
V,60,24,5,8,0.0197992144225919,438480.205686229
W,60,24,5,8,0.016090954959314,438480.205686229
u,60,24,5,9,0.012921330125671,438480.205686228
V,60,24,5,9,0.0197992144225582,438480.205686228
W,60,24,5,9,0.0160909549592795,438480.205686228
u,60,24,5,10,0.0129213301256796,438480.205686229
V,60,24,5,10,0.0197992144225751,438480.205686229
W,60,24,5,10,0.016090954959314,438480.205686229
u,60,24,6,0,0.0134986965809078,NaN
u,60,24,6,1,0.0140491121148524,437358.721978023
V,60,24,6,1,0.0176057558057194,437358.721978023
W,60,24,6,1,0.0179274813406197,437358.721978023
u,60,24,6,2,0.0140494494711131,437358.722197963
V,60,24,6,2,0.0176116240347247,437358.722197963
W,60,24,6,2,0.0179333887831577,437358.722197963
u,60,24,6,3,0.0140494497043488,437358.722198635
V,60,24,6,3,0.0176116273978367,437358.722198635
W,60,24,6,3,0.0179333911585196,437358.722198635
u,60,24,6,4,0.0140494497045384,437358.722198637
V,60,24,6,4,0.0176116274002444,437358.722198637
W,60,24,6,4,0.017933391159349,437358.722198637
u,60,24,6,5,0.0140494497045463,437358.722198637
V,60,24,6,5,0.0176116274002696,437358.722198637
W,60,24,6,5,0.017933391159349,437358.722198637
u,60,24,6,6,0.0140494497045384,437358.722198637
V,60,24,6,6,0.0176116274002633,437358.722198637
W,60,24,6,6,0.017933391159349,437358.722198637
u,60,24,6,7,0.0140494497045384,437358.722198637
V,60,24,6,7,0.0176116274002885,437358.722198637
W,60,24,6,7,0.0179333911593552,437358.722198637
u,60,24,6,8,0.0140494497045463,437358.722198637
V,60,24,6,8,0.0176116274002633,437358.722198637
W,60,24,6,8,0.0179333911593738,437358.722198637
u,60,24,6,9,0.0140494497045305,437358.722198637
V,60,24,6,9,0.0176116274002822,437358.722198637
W,60,24,6,9,0.0179333911593366,437358.722198637
u,60,24,6,10,0.0140494497045384,437358.722198637
V,60,24,6,10,0.0176116274002381,437358.722198637
W,60,24,6,10,0.0179333911593366,437358.722198637
u,60,24,7,0,0.014216703566438,NaN
u,60,24,7,1,0.0144055237367555,438113.861246736
V,60,24,7,1,0.019215113728859,438113.861246736
W,60,24,7,1,0.0139092217315875,438113.861246736
u,60,24,7,2,0.0144056670992396,438113.861239787
V,60,24,7,2,0.0192153094651193,438113.861239787
W,60,24,7,2,0.0139132362358015,438113.861239787
u,60,24,7,3,0.0144056672081261,438113.861240367
V,60,24,7,3,0.0192153108838745,438113.861240367
W,60,24,7,3,0.0139132391942612,438113.861240367
u,60,24,7,4,0.0144056672082109,438113.86124037
V,60,24,7,4,0.0192153108857808,438113.86124037
W,60,24,7,4,0.0139132391966868,438113.86124037
u,60,24,7,5,0.0144056672082186,438113.86124037
V,60,24,7,5,0.0192153108857808,438113.86124037
W,60,24,7,5,0.0139132391967267,438113.86124037
u,60,24,7,6,0.0144056672082032,438113.86124037
V,60,24,7,6,0.0192153108857635,438113.86124037
W,60,24,7,6,0.0139132391966868,438113.86124037
u,60,24,7,7,0.0144056672082186,438113.86124037
V,60,24,7,7,0.0192153108857924,438113.86124037
W,60,24,7,7,0.0139132391967027,438113.86124037
u,60,24,7,8,0.0144056672082032,438113.86124037
V,60,24,7,8,0.0192153108857808,438113.86124037
W,60,24,7,8,0.0139132391967107,438113.86124037
u,60,24,7,9,0.0144056672082186,438113.86124037
V,60,24,7,9,0.0192153108857635,438113.86124037
W,60,24,7,9,0.0139132391966628,438113.86124037
u,60,24,7,10,0.0144056672082032,438113.86124037
V,60,24,7,10,0.0192153108857462,438113.86124037
W,60,24,7,10,0.0139132391967027,438113.86124037
u,60,24,8,0,0.0146897854318534,NaN
u,60,24,8,1,0.0147119138125417,438607.329667892
V,60,24,8,1,0.0189966905446765,438607.329667892
W,60,24,8,1,0.0142647537862505,438607.329667892
u,60,24,8,2,0.0147120262651274,438607.329680124
V,60,24,8,2,0.0189935892186218,438607.329680124
W,60,24,8,2,0.0142657361816576,438607.329680124
u,60,24,8,3,0.014712026370418,438607.329680625
V,60,24,8,3,0.0189935876282872,438607.329680625
W,60,24,8,3,0.0142657362314134,438607.329680625
u,60,24,8,4,0.014712026370501,438607.329680623
V,60,24,8,4,0.018993587627282,438607.329680623
W,60,24,8,4,0.0142657362316702,438607.329680623
u,60,24,8,5,0.0147120263705161,438607.329680623
V,60,24,8,5,0.0189935876272878,438607.329680623
W,60,24,8,5,0.0142657362316469,438607.329680623
u,60,24,8,6,0.0147120263705085,438607.329680623
V,60,24,8,6,0.0189935876272761,438607.329680623
W,60,24,8,6,0.014265736231608,438607.329680623
u,60,24,8,7,0.0147120263705161,438607.329680623
V,60,24,8,7,0.0189935876272761,438607.329680623
W,60,24,8,7,0.0142657362316158,438607.329680623
u,60,24,8,8,0.0147120263705085,438607.329680623
V,60,24,8,8,0.0189935876272703,438607.329680623
W,60,24,8,8,0.0142657362316002,438607.329680623
u,60,24,8,9,0.0147120263705085,438607.329680623
V,60,24,8,9,0.0189935876272878,438607.329680623
W,60,24,8,9,0.0142657362316469,438607.329680623
u,60,24,8,10,0.0147120263704934,438607.329680623
V,60,24,8,10,0.0189935876272761,438607.329680623
W,60,24,8,10,0.0142657362316469,438607.329680623
u,60,24,9,0,0.0128600331639731,NaN
u,60,24,9,1,0.0127922856945829,439748.57043372
V,60,24,9,1,0.0190428546759046,439748.57043372
W,60,24,9,1,0.0149103715113863,439748.57043372
u,60,24,9,2,0.0127923694997012,439748.570557243
V,60,24,9,2,0.0190428710653827,439748.570557243
W,60,24,9,2,0.0149104386484757,439748.570557243
u,60,24,9,3,0.0127923696141217,439748.570558056
V,60,24,9,3,0.0190428719524734,439748.570558056
W,60,24,9,3,0.0149104401626412,439748.570558056
u,60,24,9,4,0.0127923696142519,439748.570558056
V,60,24,9,4,0.0190428719541696,439748.570558056
W,60,24,9,4,0.0149104401650758,439748.570558056
u,60,24,9,5,0.0127923696142693,439748.570558056
V,60,24,9,5,0.019042871954123,439748.570558056
W,60,24,9,5,0.0149104401651056,439748.570558056
u,60,24,9,6,0.0127923696142779,439748.570558056
V,60,24,9,6,0.0190428719541871,439748.570558056
W,60,24,9,6,0.0149104401650981,439748.570558056
u,60,24,9,7,0.0127923696142693,439748.570558056
V,60,24,9,7,0.0190428719541521,439748.570558056
W,60,24,9,7,0.0149104401650758,439748.570558056
u,60,24,9,8,0.0127923696142779,439748.570558056
V,60,24,9,8,0.0190428719541871,439748.570558056
W,60,24,9,8,0.0149104401651056,439748.570558056
u,60,24,9,9,0.0127923696142779,439748.570558056
V,60,24,9,9,0.019042871954158,439748.570558056
W,60,24,9,9,0.0149104401651056,439748.570558056
u,60,24,9,10,0.0127923696142693,439748.570558056
V,60,24,9,10,0.0190428719541463,439748.570558056
W,60,24,9,10,0.0149104401650609,439748.570558056
u,60,24,10,0,0.0135476237613704,NaN
u,60,24,10,1,0.0134810202274801,437996.527641634
V,60,24,10,1,0.0189955744278278,437996.527641634
W,60,24,10,1,0.0147408028431854,437996.527641634
u,60,24,10,2,0.0134810062267135,437996.52780741
V,60,24,10,2,0.0189870062814511,437996.52780741
W,60,24,10,2,0.0147388716265941,437996.52780741
u,60,24,10,3,0.0134810061668965,437996.527808073
V,60,24,10,3,0.0189869996220281,437996.527808073
W,60,24,10,3,0.0147388711123529,437996.527808073
u,60,24,10,4,0.0134810061667977,437996.527808073
V,60,24,10,4,0.0189869996161585,437996.527808073
W,60,24,10,4,0.0147388711124734,437996.527808073
u,60,24,10,5,0.0134810061667977,437996.527808073
V,60,24,10,5,0.0189869996161176,437996.527808073
W,60,24,10,5,0.0147388711124659,437996.527808073
u,60,24,10,6,0.0134810061667977,437996.527808073
V,60,24,10,6,0.0189869996161468,437996.527808073
W,60,24,10,6,0.0147388711124659,437996.527808073
u,60,24,10,7,0.013481006166806,437996.527808073
V,60,24,10,7,0.0189869996161117,437996.527808073
W,60,24,10,7,0.0147388711124734,437996.527808073
u,60,24,10,8,0.0134810061667977,437996.527808073
V,60,24,10,8,0.018986999616141,437996.527808073
W,60,24,10,8,0.0147388711124583,437996.527808073
u,60,24,10,9,0.0134810061667977,437996.527808073
V,60,24,10,9,0.0189869996161,437996.527808073
W,60,24,10,9,0.0147388711124357,437996.527808073
u,60,24,10,10,0.0134810061667977,437996.527808073
V,60,24,10,10,0.0189869996161234,437996.527808073
W,60,24,10,10,0.0147388711124508,437996.527808073
u,60,24,11,0,0.0148338311547065,NaN
u,60,24,11,1,0.0149714657039011,438046.520905171
V,60,24,11,1,0.0198654283500024,438046.520905171
W,60,24,11,1,0.0149410667480847,438046.520905171
u,60,24,11,2,0.0149716375444943,438046.521048941
V,60,24,11,2,0.0198637709726021,438046.521048941
W,60,24,11,2,0.0149425534778018,438046.521048941
u,60,24,11,3,0.014971637679308,438046.521049492
V,60,24,11,3,0.0198637697434921,438046.521049492
W,60,24,11,3,0.0149425545825925,438046.521049492
u,60,24,11,4,0.0149716376794415,438046.521049493
V,60,24,11,4,0.0198637697428662,438046.521049493
W,60,24,11,4,0.0149425545837143,438046.521049493
u,60,24,11,5,0.0149716376794489,438046.521049493
V,60,24,11,5,0.0198637697428103,438046.521049493
W,60,24,11,5,0.0149425545837069,438046.521049493
u,60,24,11,6,0.0149716376794415,438046.521049493
V,60,24,11,6,0.0198637697428271,438046.521049493
W,60,24,11,6,0.014942554583692,438046.521049493
u,60,24,11,7,0.0149716376794341,438046.521049493
V,60,24,11,7,0.0198637697428327,438046.521049493
W,60,24,11,7,0.014942554583692,438046.521049493
u,60,24,11,8,0.0149716376794489,438046.521049493
V,60,24,11,8,0.0198637697428159,438046.521049493
W,60,24,11,8,0.0149425545836771,438046.521049493
u,60,24,11,9,0.0149716376794489,438046.521049493
V,60,24,11,9,0.0198637697428662,438046.521049493
W,60,24,11,9,0.0149425545836771,438046.521049493
u,60,24,11,10,0.0149716376794563,438046.521049493
V,60,24,11,10,0.0198637697428327,438046.521049493
W,60,24,11,10,0.0149425545837069,438046.521049493
u,60,24,12,0,0.0136031013244677,NaN
u,60,24,12,1,0.0133331615132525,438681.181335118
V,60,24,12,1,0.0206413002915608,438681.181335118
W,60,24,12,1,0.0150350985569671,438681.181335118
u,60,24,12,2,0.0133330567252418,438681.181441203
V,60,24,12,2,0.0206397347681338,438681.181441203
W,60,24,12,2,0.0150354705232682,438681.181441203
u,60,24,12,3,0.0133330566231637,438681.181441758
V,60,24,12,3,0.0206397331998059,438681.181441758
W,60,24,12,3,0.0150354704619951,438681.181441758
u,60,24,12,4,0.0133330566230805,438681.181441759
V,60,24,12,4,0.0206397331979828,438681.181441759
W,60,24,12,4,0.0150354704619139,438681.181441759
u,60,24,12,5,0.0133330566230805,438681.181441759
V,60,24,12,5,0.0206397331979613,438681.181441759
W,60,24,12,5,0.0150354704618844,438681.181441759
u,60,24,12,6,0.0133330566230638,438681.181441759
V,60,24,12,6,0.0206397331979936,438681.181441759
W,60,24,12,6,0.0150354704619213,438681.181441759
u,60,24,12,7,0.0133330566230888,438681.181441759
V,60,24,12,7,0.0206397331979774,438681.181441759
W,60,24,12,7,0.0150354704618918,438681.181441759
u,60,24,12,8,0.0133330566230638,438681.181441759
V,60,24,12,8,0.0206397331979613,438681.181441759
W,60,24,12,8,0.015035470461877,438681.181441759
u,60,24,12,9,0.0133330566231054,438681.181441759
V,60,24,12,9,0.0206397331979828,438681.181441759
W,60,24,12,9,0.0150354704618918,438681.181441759
u,60,24,12,10,0.0133330566230888,438681.181441759
V,60,24,12,10,0.0206397331980151,438681.181441759
W,60,24,12,10,0.0150354704618696,438681.181441759
u,60,24,13,0,0.0141184185088878,NaN
u,60,24,13,1,0.013918208109256,437859.609804495
V,60,24,13,1,0.0180386906891471,437859.609804495
W,60,24,13,1,0.0131325910867323,437859.609804495
u,60,24,13,2,0.0139182184142608,437859.610004143
V,60,24,13,2,0.0180414005115416,437859.610004143
W,60,24,13,2,0.0131348910928976,437859.610004143
u,60,24,13,3,0.0139182184470102,437859.610004834
V,60,24,13,3,0.018041402355773,437859.610004834
W,60,24,13,3,0.0131348922071331,437859.610004834
u,60,24,13,4,0.0139182184470501,437859.610004835
V,60,24,13,4,0.0180414023572435,437859.610004835
W,60,24,13,4,0.0131348922079191,437859.610004835
u,60,24,13,5,0.0139182184470501,437859.610004835
V,60,24,13,5,0.018041402357225,437859.610004835
W,60,24,13,5,0.0131348922078853,437859.610004835
u,60,24,13,6,0.013918218447058,437859.610004835
V,60,24,13,6,0.0180414023572373,437859.610004835
W,60,24,13,6,0.0131348922078684,437859.610004835
u,60,24,13,7,0.0139182184470501,437859.610004835
V,60,24,13,7,0.0180414023572312,437859.610004835
W,60,24,13,7,0.0131348922078684,437859.610004835
u,60,24,13,8,0.0139182184470501,437859.610004835
V,60,24,13,8,0.018041402357225,437859.610004835
W,60,24,13,8,0.0131348922079022,437859.610004835
u,60,24,13,9,0.0139182184470501,437859.610004835
V,60,24,13,9,0.0180414023572189,437859.610004835
W,60,24,13,9,0.0131348922079022,437859.610004835
u,60,24,13,10,0.0139182184470501,437859.610004835
V,60,24,13,10,0.0180414023572312,437859.610004835
W,60,24,13,10,0.0131348922078684,437859.610004835
u,60,24,14,0,0.0148315431658131,NaN
u,60,24,14,1,0.0148290218448762,438997.767438187
V,60,24,14,1,0.0183463003340792,438997.767438187
W,60,24,14,1,0.0163129032349019,438997.767438187
u,60,24,14,2,0.0148290850862885,438997.767492512
V,60,24,14,2,0.0183484006693763,438997.767492512
W,60,24,14,2,0.0163153652504373,438997.767492512
u,60,24,14,3,0.0148290851253353,438997.767492986
V,60,24,14,3,0.0183484034895673,438997.767492986
W,60,24,14,3,0.0163153662505373,438997.767492986
u,60,24,14,4,0.0148290851253503,438997.767492987
V,60,24,14,4,0.0183484034924652,438997.767492987
W,60,24,14,4,0.016315366250755,438997.767492987
u,60,24,14,5,0.0148290851253652,438997.767492987
V,60,24,14,5,0.0183484034923986,438997.767492987
W,60,24,14,5,0.0163153662507686,438997.767492987
u,60,24,14,6,0.0148290851253503,438997.767492987
V,60,24,14,6,0.0183484034924228,438997.767492987
W,60,24,14,6,0.016315366250755,438997.767492987
u,60,24,14,7,0.0148290851253652,438997.767492987
V,60,24,14,7,0.018348403492441,438997.767492987
W,60,24,14,7,0.0163153662507754,438997.767492987
u,60,24,14,8,0.0148290851253652,438997.767492987
V,60,24,14,8,0.0183484034924773,438997.767492987
W,60,24,14,8,0.0163153662507618,438997.767492987
u,60,24,14,9,0.0148290851253428,438997.767492987
V,60,24,14,9,0.0183484034924228,438997.767492987
