q,N,seed,method,factor name,RI,ARI
50,20,8,JisstPCA0 (oracle),networkX1,1,1
50,20,8,JisstPCA0 (oracle),networkY1,1,1
50,20,8,JisstPCA0 (oracle),networkX2,1,1
50,20,8,JisstPCA0 (oracle),networkY2,1,1
50,20,8,JisstPCA0 (BIC),sample,1,1
50,20,8,JisstPCA0 (BIC),networkX1,0.712658227848101,0.436837774860725
50,20,8,JisstPCA0 (BIC),networkY1,1,1
50,20,8,JisstPCA0 (BIC),networkX2,1,1
50,20,8,JisstPCA0 (BIC),networkY2,1,1
50,20,8,G-JisstPCA0 (oracle),sample,1,1
50,20,8,G-JisstPCA0 (oracle),networkX1,1,1
50,20,8,G-JisstPCA0 (oracle),networkY1,1,1
50,20,8,G-JisstPCA0 (oracle),networkX2,1,1
50,20,8,G-JisstPCA0 (oracle),networkY2,1,1
50,20,8,G-JisstPCA0 (BIC),sample,1,1
50,20,8,G-JisstPCA0 (BIC),networkX1,1,1
50,20,8,G-JisstPCA0 (BIC),networkY1,1,1
50,20,8,G-JisstPCA0 (BIC),networkX2,1,1
50,20,8,G-JisstPCA0 (BIC),networkY2,1,1
50,20,8,JisstPCA2 (oracle),sample,1,1
50,20,8,JisstPCA2 (oracle),networkX1,1,1
50,20,8,JisstPCA2 (oracle),networkY1,1,1
50,20,8,JisstPCA2 (oracle),networkX2,1,1
50,20,8,JisstPCA2 (oracle),networkY2,1,1
50,20,8,JisstPCA2 (BIC),sample,1,1
50,20,8,JisstPCA2 (BIC),networkX1,1,1
50,20,8,JisstPCA2 (BIC),networkY1,1,1
50,20,8,JisstPCA2 (BIC),networkX2,1,1
50,20,8,JisstPCA2 (BIC),networkY2,1,1
50,20,8,G-JisstPCA2 (oracle),sample,1,1
50,20,8,G-JisstPCA2 (oracle),networkX1,1,1
50,20,8,G-JisstPCA2 (oracle),networkY1,1,1
50,20,8,G-JisstPCA2 (oracle),networkX2,1,1
50,20,8,G-JisstPCA2 (oracle),networkY2,1,1
50,20,8,G-JisstPCA2 (BIC),sample,1,1
50,20,8,G-JisstPCA2 (BIC),networkX1,1,1
50,20,8,G-JisstPCA2 (BIC),networkY1,1,1
50,20,8,G-JisstPCA2 (BIC),networkX2,1,1
50,20,8,G-JisstPCA2 (BIC),networkY2,1,1
50,20,8,iHOSVD,sample,1,1
50,20,8,iHOSVD,networkX1,1,1
50,20,8,iHOSVD,networkY1,0.976326530612245,0.947496767042306
50,20,8,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,20,8,iHOSVD,networkY2,0.497142857142857,-0.0150659133709981
50,20,8,iHOOI,sample,1,1
50,20,8,iHOOI,networkX1,0.756962025316456,0.468132854578097
50,20,8,iHOOI,networkY1,0.762448979591837,0.505496792092943
50,20,8,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,20,8,iHOOI,networkY2,0.490612244897959,-0.0183852917665868
50,40,8,JisstPCA0 (oracle),sample,1,1
50,40,8,JisstPCA0 (oracle),networkX1,1,1
50,40,8,JisstPCA0 (oracle),networkY1,1,1
50,40,8,JisstPCA0 (oracle),networkX2,1,1
50,40,8,JisstPCA0 (oracle),networkY2,1,1
50,40,8,JisstPCA0 (BIC),sample,1,1
50,40,8,JisstPCA0 (BIC),networkX1,1,1
50,40,8,JisstPCA0 (BIC),networkY1,1,1
50,40,8,JisstPCA0 (BIC),networkX2,1,1
50,40,8,JisstPCA0 (BIC),networkY2,1,1
50,40,8,G-JisstPCA0 (oracle),sample,1,1
50,40,8,G-JisstPCA0 (oracle),networkX1,1,1
50,40,8,G-JisstPCA0 (oracle),networkY1,1,1
50,40,8,G-JisstPCA0 (oracle),networkX2,1,1
50,40,8,G-JisstPCA0 (oracle),networkY2,1,1
50,40,8,G-JisstPCA0 (BIC),sample,1,1
50,40,8,G-JisstPCA0 (BIC),networkX1,1,1
50,40,8,G-JisstPCA0 (BIC),networkY1,1,1
50,40,8,G-JisstPCA0 (BIC),networkX2,1,1
50,40,8,G-JisstPCA0 (BIC),networkY2,1,1
50,40,8,JisstPCA2 (oracle),sample,1,1
50,40,8,JisstPCA2 (oracle),networkX1,1,1
50,40,8,JisstPCA2 (oracle),networkY1,1,1
50,40,8,JisstPCA2 (oracle),networkX2,1,1
50,40,8,JisstPCA2 (oracle),networkY2,1,1
50,40,8,JisstPCA2 (BIC),sample,1,1
50,40,8,JisstPCA2 (BIC),networkX1,1,1
50,40,8,JisstPCA2 (BIC),networkY1,1,1
50,40,8,JisstPCA2 (BIC),networkX2,1,1
50,40,8,JisstPCA2 (BIC),networkY2,1,1
50,40,8,G-JisstPCA2 (oracle),sample,1,1
50,40,8,G-JisstPCA2 (oracle),networkX1,1,1
50,40,8,G-JisstPCA2 (oracle),networkY1,1,1
50,40,8,G-JisstPCA2 (oracle),networkX2,1,1
50,40,8,G-JisstPCA2 (oracle),networkY2,1,1
50,40,8,G-JisstPCA2 (BIC),sample,1,1
50,40,8,G-JisstPCA2 (BIC),networkX1,1,1
50,40,8,G-JisstPCA2 (BIC),networkY1,1,1
50,40,8,G-JisstPCA2 (BIC),networkX2,1,1
50,40,8,G-JisstPCA2 (BIC),networkY2,1,1
50,40,8,iHOSVD,sample,1,1
50,40,8,iHOSVD,networkX1,1,1
50,40,8,iHOSVD,networkY1,1,1
50,40,8,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,40,8,iHOSVD,networkY2,0.60734693877551,0.214602285980872
50,40,8,iHOOI,sample,1,1
50,40,8,iHOOI,networkX1,0.756962025316456,0.468132854578097
50,40,8,iHOOI,networkY1,1,1
50,40,8,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,40,8,iHOOI,networkY2,0.627755102040816,0.254603682946357
80,20,8,JisstPCA0 (oracle),sample,1,1
80,20,8,JisstPCA0 (oracle),networkX1,1,1
80,20,8,JisstPCA0 (oracle),networkY1,1,1
80,20,8,JisstPCA0 (oracle),networkX2,1,1
80,20,8,JisstPCA0 (oracle),networkY2,1,1
80,20,8,JisstPCA0 (BIC),sample,1,1
80,20,8,JisstPCA0 (BIC),networkX1,1,1
80,20,8,JisstPCA0 (BIC),networkY1,1,1
80,20,8,JisstPCA0 (BIC),networkX2,1,1
80,20,8,JisstPCA0 (BIC),networkY2,1,1
80,20,8,G-JisstPCA0 (oracle),sample,1,1
80,20,8,G-JisstPCA0 (oracle),networkX1,1,1
80,20,8,G-JisstPCA0 (oracle),networkY1,1,1
80,20,8,G-JisstPCA0 (oracle),networkX2,1,1
80,20,8,G-JisstPCA0 (oracle),networkY2,1,1
80,20,8,G-JisstPCA0 (BIC),sample,1,1
80,20,8,G-JisstPCA0 (BIC),networkX1,1,1
80,20,8,G-JisstPCA0 (BIC),networkY1,1,1
80,20,8,G-JisstPCA0 (BIC),networkX2,1,1
80,20,8,G-JisstPCA0 (BIC),networkY2,1,1
80,20,8,JisstPCA2 (oracle),sample,1,1
80,20,8,JisstPCA2 (oracle),networkX1,1,1
80,20,8,JisstPCA2 (oracle),networkY1,1,1
80,20,8,JisstPCA2 (oracle),networkX2,1,1
80,20,8,JisstPCA2 (oracle),networkY2,1,1
80,20,8,JisstPCA2 (BIC),sample,1,1
80,20,8,JisstPCA2 (BIC),networkX1,1,1
80,20,8,JisstPCA2 (BIC),networkY1,1,1
80,20,8,JisstPCA2 (BIC),networkX2,1,1
80,20,8,JisstPCA2 (BIC),networkY2,1,1
80,20,8,G-JisstPCA2 (oracle),sample,1,1
80,20,8,G-JisstPCA2 (oracle),networkX1,1,1
80,20,8,G-JisstPCA2 (oracle),networkY1,1,1
80,20,8,G-JisstPCA2 (oracle),networkX2,1,1
80,20,8,G-JisstPCA2 (oracle),networkY2,1,1
80,20,8,G-JisstPCA2 (BIC),sample,1,1
80,20,8,G-JisstPCA2 (BIC),networkX1,1,1
80,20,8,G-JisstPCA2 (BIC),networkY1,1,1
80,20,8,G-JisstPCA2 (BIC),networkX2,1,1
80,20,8,G-JisstPCA2 (BIC),networkY2,1,1
80,20,8,iHOSVD,sample,1,1
80,20,8,iHOSVD,networkX1,0.752215189873418,0.449660046726893
80,20,8,iHOSVD,networkY1,1,1
80,20,8,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,20,8,iHOSVD,networkY2,0.633227848101266,0.266597887607114
80,20,8,iHOOI,sample,1,1
80,20,8,iHOOI,networkX1,0.752215189873418,0.449660046726893
80,20,8,iHOOI,networkY1,1,1
80,20,8,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,20,8,iHOOI,networkY2,0.661075949367089,0.321805248957567
80,40,8,JisstPCA0 (oracle),sample,1,1
80,40,8,JisstPCA0 (oracle),networkX1,1,1
80,40,8,JisstPCA0 (oracle),networkY1,1,1
80,40,8,JisstPCA0 (oracle),networkX2,1,1
80,40,8,JisstPCA0 (oracle),networkY2,1,1
80,40,8,JisstPCA0 (BIC),sample,1,1
80,40,8,JisstPCA0 (BIC),networkX1,1,1
80,40,8,JisstPCA0 (BIC),networkY1,1,1
80,40,8,JisstPCA0 (BIC),networkX2,1,1
80,40,8,JisstPCA0 (BIC),networkY2,1,1
80,40,8,G-JisstPCA0 (oracle),sample,1,1
80,40,8,G-JisstPCA0 (oracle),networkX1,1,1
80,40,8,G-JisstPCA0 (oracle),networkY1,1,1
80,40,8,G-JisstPCA0 (oracle),networkX2,1,1
80,40,8,G-JisstPCA0 (oracle),networkY2,1,1
80,40,8,G-JisstPCA0 (BIC),sample,1,1
80,40,8,G-JisstPCA0 (BIC),networkX1,1,1
80,40,8,G-JisstPCA0 (BIC),networkY1,1,1
80,40,8,G-JisstPCA0 (BIC),networkX2,1,1
80,40,8,G-JisstPCA0 (BIC),networkY2,1,1
80,40,8,JisstPCA2 (oracle),sample,1,1
80,40,8,JisstPCA2 (oracle),networkX1,1,1
80,40,8,JisstPCA2 (oracle),networkY1,1,1
80,40,8,JisstPCA2 (oracle),networkX2,1,1
80,40,8,JisstPCA2 (oracle),networkY2,1,1
80,40,8,JisstPCA2 (BIC),sample,1,1
80,40,8,JisstPCA2 (BIC),networkX1,1,1
80,40,8,JisstPCA2 (BIC),networkY1,1,1
80,40,8,JisstPCA2 (BIC),networkX2,1,1
80,40,8,JisstPCA2 (BIC),networkY2,1,1
80,40,8,G-JisstPCA2 (oracle),sample,1,1
80,40,8,G-JisstPCA2 (oracle),networkX1,1,1
80,40,8,G-JisstPCA2 (oracle),networkY1,1,1
80,40,8,G-JisstPCA2 (oracle),networkX2,1,1
80,40,8,G-JisstPCA2 (oracle),networkY2,1,1
80,40,8,G-JisstPCA2 (BIC),sample,1,1
80,40,8,G-JisstPCA2 (BIC),networkX1,1,1
80,40,8,G-JisstPCA2 (BIC),networkY1,1,1
80,40,8,G-JisstPCA2 (BIC),networkX2,1,1
80,40,8,G-JisstPCA2 (BIC),networkY2,1,1
80,40,8,iHOSVD,sample,1,1
80,40,8,iHOSVD,networkX1,1,1
80,40,8,iHOSVD,networkY1,1,1
80,40,8,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,40,8,iHOSVD,networkY2,0.675949367088608,0.351715914117745
80,40,8,iHOOI,sample,1,1
80,40,8,iHOOI,networkX1,0.756962025316456,0.468132854578097
80,40,8,iHOOI,networkY1,1,1
80,40,8,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,40,8,iHOOI,networkY2,0.707594936708861,0.415024906879684
50,20,9,JisstPCA0 (oracle),sample,0.9,0.719240939492923
50,20,9,JisstPCA0 (oracle),networkX1,1,1
50,20,9,JisstPCA0 (oracle),networkY1,1,1
50,20,9,JisstPCA0 (oracle),networkX2,0.494936708860759,-0.0102884615384615
50,20,9,JisstPCA0 (oracle),networkY2,0.493061224489796,-0.0156203063983178
50,20,9,JisstPCA0 (BIC),sample,1,1
50,20,9,JisstPCA0 (BIC),networkX1,1,1
50,20,9,JisstPCA0 (BIC),networkY1,1,1
50,20,9,JisstPCA0 (BIC),networkX2,0.494936708860759,-0.0102884615384615
50,20,9,JisstPCA0 (BIC),networkY2,0.493061224489796,-0.0156203063983178
50,20,9,G-JisstPCA0 (oracle),sample,1,1
50,20,9,G-JisstPCA0 (oracle),networkX1,1,1
50,20,9,G-JisstPCA0 (oracle),networkY1,1,1
50,20,9,G-JisstPCA0 (oracle),networkX2,0.496518987341772,-0.00672812757811435
50,20,9,G-JisstPCA0 (oracle),networkY2,0.490612244897959,-0.0186567164179105
50,20,9,G-JisstPCA0 (BIC),sample,1,1
50,20,9,G-JisstPCA0 (BIC),networkX1,1,1
50,20,9,G-JisstPCA0 (BIC),networkY1,1,1
50,20,9,G-JisstPCA0 (BIC),networkX2,0.496518987341772,-0.00672812757811435
50,20,9,G-JisstPCA0 (BIC),networkY2,0.489795918367347,-0.0205271751807791
50,20,9,JisstPCA2 (oracle),sample,1,1
50,20,9,JisstPCA2 (oracle),networkX1,1,1
50,20,9,JisstPCA2 (oracle),networkY1,1,1
50,20,9,JisstPCA2 (oracle),networkX2,1,1
50,20,9,JisstPCA2 (oracle),networkY2,0.96,0.919990669465827
50,20,9,JisstPCA2 (BIC),sample,1,1
50,20,9,JisstPCA2 (BIC),networkX1,1,1
50,20,9,JisstPCA2 (BIC),networkY1,1,1
50,20,9,JisstPCA2 (BIC),networkX2,1,1
50,20,9,JisstPCA2 (BIC),networkY2,0.96,0.919990669465827
50,20,9,G-JisstPCA2 (oracle),sample,1,1
50,20,9,G-JisstPCA2 (oracle),networkX1,1,1
50,20,9,G-JisstPCA2 (oracle),networkY1,1,1
50,20,9,G-JisstPCA2 (oracle),networkX2,1,1
50,20,9,G-JisstPCA2 (oracle),networkY2,0.96,0.919990669465827
50,20,9,G-JisstPCA2 (BIC),sample,1,1
50,20,9,G-JisstPCA2 (BIC),networkX1,1,1
50,20,9,G-JisstPCA2 (BIC),networkY1,1,1
50,20,9,G-JisstPCA2 (BIC),networkX2,1,1
50,20,9,G-JisstPCA2 (BIC),networkY2,0.96,0.919990669465827
50,20,9,iHOSVD,sample,1,1
50,20,9,iHOSVD,networkX1,1,1
50,20,9,iHOSVD,networkY1,1,1
50,20,9,iHOSVD,networkX2,0.607911392405063,0.218458811411598
50,20,9,iHOSVD,networkY2,0.497142857142857,-0.00693888444088595
50,20,9,iHOOI,sample,1,1
50,20,9,iHOOI,networkX1,0.919303797468354,0.817311720888221
50,20,9,iHOOI,networkY1,1,1
50,20,9,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,20,9,iHOOI,networkY2,0.519183673469388,0.0386396189334132
50,40,9,JisstPCA0 (oracle),sample,1,1
50,40,9,JisstPCA0 (oracle),networkX1,1,1
50,40,9,JisstPCA0 (oracle),networkY1,1,1
50,40,9,JisstPCA0 (oracle),networkX2,1,1
50,40,9,JisstPCA0 (oracle),networkY2,1,1
50,40,9,JisstPCA0 (BIC),sample,1,1
50,40,9,JisstPCA0 (BIC),networkX1,1,1
50,40,9,JisstPCA0 (BIC),networkY1,1,1
50,40,9,JisstPCA0 (BIC),networkX2,1,1
50,40,9,JisstPCA0 (BIC),networkY2,1,1
50,40,9,G-JisstPCA0 (oracle),sample,1,1
50,40,9,G-JisstPCA0 (oracle),networkX1,1,1
50,40,9,G-JisstPCA0 (oracle),networkY1,1,1
50,40,9,G-JisstPCA0 (oracle),networkX2,1,1
50,40,9,G-JisstPCA0 (oracle),networkY2,1,1
50,40,9,G-JisstPCA0 (BIC),sample,1,1
50,40,9,G-JisstPCA0 (BIC),networkX1,1,1
50,40,9,G-JisstPCA0 (BIC),networkY1,1,1
50,40,9,G-JisstPCA0 (BIC),networkX2,1,1
50,40,9,G-JisstPCA0 (BIC),networkY2,1,1
50,40,9,JisstPCA2 (oracle),sample,1,1
50,40,9,JisstPCA2 (oracle),networkX1,1,1
50,40,9,JisstPCA2 (oracle),networkY1,1,1
50,40,9,JisstPCA2 (oracle),networkX2,1,1
50,40,9,JisstPCA2 (oracle),networkY2,1,1
50,40,9,JisstPCA2 (BIC),sample,1,1
50,40,9,JisstPCA2 (BIC),networkX1,1,1
50,40,9,JisstPCA2 (BIC),networkY1,1,1
50,40,9,JisstPCA2 (BIC),networkX2,1,1
50,40,9,JisstPCA2 (BIC),networkY2,1,1
50,40,9,G-JisstPCA2 (oracle),sample,1,1
50,40,9,G-JisstPCA2 (oracle),networkX1,1,1
50,40,9,G-JisstPCA2 (oracle),networkY1,1,1
50,40,9,G-JisstPCA2 (oracle),networkX2,1,1
50,40,9,G-JisstPCA2 (oracle),networkY2,1,1
50,40,9,G-JisstPCA2 (BIC),sample,1,1
50,40,9,G-JisstPCA2 (BIC),networkX1,1,1
50,40,9,G-JisstPCA2 (BIC),networkY1,1,1
50,40,9,G-JisstPCA2 (BIC),networkX2,1,1
50,40,9,G-JisstPCA2 (BIC),networkY2,1,1
50,40,9,iHOSVD,sample,1,1
50,40,9,iHOSVD,networkX1,0.756962025316456,0.468132854578097
50,40,9,iHOSVD,networkY1,0.768163265306122,0.519143054595715
50,40,9,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,40,9,iHOSVD,networkY2,0.588571428571429,0.176140912730184
50,40,9,iHOOI,sample,1,1
50,40,9,iHOOI,networkX1,1,1
50,40,9,iHOOI,networkY1,1,1
50,40,9,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,40,9,iHOOI,networkY2,0.60734693877551,0.214078495448331
80,20,9,JisstPCA0 (oracle),sample,0.810526315789474,0.397993311036789
80,20,9,JisstPCA0 (oracle),networkX1,1,1
80,20,9,JisstPCA0 (oracle),networkY1,0.759810126582279,0.500615475331849
80,20,9,JisstPCA0 (oracle),networkX2,0.493987341772152,-0.0121793895882245
80,20,9,JisstPCA0 (oracle),networkY2,0.493670886075949,-0.0125868389346048
80,20,9,JisstPCA0 (BIC),sample,0.731578947368421,0.367576034460253
80,20,9,JisstPCA0 (BIC),networkX1,1,1
80,20,9,JisstPCA0 (BIC),networkY1,1,1
80,20,9,JisstPCA0 (BIC),networkX2,0.493987341772152,-0.0121793895882245
80,20,9,JisstPCA0 (BIC),networkY2,0.493670886075949,-0.0125868389346048
80,20,9,G-JisstPCA0 (oracle),sample,0.810526315789474,0.517562420651714
80,20,9,G-JisstPCA0 (oracle),networkX1,1,1
80,20,9,G-JisstPCA0 (oracle),networkY1,1,1
80,20,9,G-JisstPCA0 (oracle),networkX2,0.494936708860759,-0.0101589539802589
80,20,9,G-JisstPCA0 (oracle),networkY2,0.493987341772152,-0.0116865206171944
80,20,9,G-JisstPCA0 (BIC),sample,0.473684210526316,-0.0324964677752417
80,20,9,G-JisstPCA0 (BIC),networkX1,1,1
80,20,9,G-JisstPCA0 (BIC),networkY1,1,1
80,20,9,G-JisstPCA0 (BIC),networkX2,0.496518987341772,-0.00531093781243748
80,20,9,G-JisstPCA0 (BIC),networkY2,0.496518987341772,-0.00662492451654556
80,20,9,JisstPCA2 (oracle),sample,1,1
80,20,9,JisstPCA2 (oracle),networkX1,1,1
80,20,9,JisstPCA2 (oracle),networkY1,1,1
80,20,9,JisstPCA2 (oracle),networkX2,1,1
80,20,9,JisstPCA2 (oracle),networkY2,0.975,0.949946184729937
80,20,9,JisstPCA2 (BIC),sample,1,1
80,20,9,JisstPCA2 (BIC),networkX1,1,1
80,20,9,JisstPCA2 (BIC),networkY1,1,1
80,20,9,JisstPCA2 (BIC),networkX2,1,1
80,20,9,JisstPCA2 (BIC),networkY2,0.950632911392405,0.901126408010013
80,20,9,G-JisstPCA2 (oracle),sample,1,1
80,20,9,G-JisstPCA2 (oracle),networkX1,1,1
80,20,9,G-JisstPCA2 (oracle),networkY1,1,1
80,20,9,G-JisstPCA2 (oracle),networkX2,1,1
80,20,9,G-JisstPCA2 (oracle),networkY2,0.975,0.949946184729937
80,20,9,G-JisstPCA2 (BIC),sample,1,1
80,20,9,G-JisstPCA2 (BIC),networkX1,1,1
80,20,9,G-JisstPCA2 (BIC),networkY1,1,1
80,20,9,G-JisstPCA2 (BIC),networkX2,1,1
80,20,9,G-JisstPCA2 (BIC),networkY2,0.975,0.949946184729937
80,20,9,iHOSVD,sample,1,1
80,20,9,iHOSVD,networkX1,0.878481012658228,0.72588480222068
80,20,9,iHOSVD,networkY1,1,1
80,20,9,iHOSVD,networkX2,0.585126582278481,0.173623024200305
80,20,9,iHOSVD,networkY2,0.620253164556962,0.24072045056994
80,20,9,iHOOI,sample,1,1
80,20,9,iHOOI,networkX1,0.854430379746835,0.673203789900792
80,20,9,iHOOI,networkY1,1,1
80,20,9,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,20,9,iHOOI,networkY2,0.585126582278481,0.169360103556299
80,40,9,JisstPCA0 (oracle),sample,1,1
80,40,9,JisstPCA0 (oracle),networkX1,1,1
80,40,9,JisstPCA0 (oracle),networkY1,0.756962025316456,0.493806065783853
80,40,9,JisstPCA0 (oracle),networkX2,1,1
80,40,9,JisstPCA0 (oracle),networkY2,1,1
80,40,9,JisstPCA0 (BIC),sample,1,1
80,40,9,JisstPCA0 (BIC),networkX1,1,1
80,40,9,JisstPCA0 (BIC),networkY1,1,1
80,40,9,JisstPCA0 (BIC),networkX2,1,1
80,40,9,JisstPCA0 (BIC),networkY2,1,1
80,40,9,G-JisstPCA0 (oracle),sample,1,1
80,40,9,G-JisstPCA0 (oracle),networkX1,1,1
80,40,9,G-JisstPCA0 (oracle),networkY1,1,1
80,40,9,G-JisstPCA0 (oracle),networkX2,1,1
80,40,9,G-JisstPCA0 (oracle),networkY2,1,1
80,40,9,G-JisstPCA0 (BIC),sample,1,1
80,40,9,G-JisstPCA0 (BIC),networkX1,1,1
80,40,9,G-JisstPCA0 (BIC),networkY1,1,1
80,40,9,G-JisstPCA0 (BIC),networkX2,1,1
80,40,9,G-JisstPCA0 (BIC),networkY2,1,1
80,40,9,JisstPCA2 (oracle),sample,1,1
80,40,9,JisstPCA2 (oracle),networkX1,1,1
80,40,9,JisstPCA2 (oracle),networkY1,1,1
80,40,9,JisstPCA2 (oracle),networkX2,1,1
80,40,9,JisstPCA2 (oracle),networkY2,1,1
80,40,9,JisstPCA2 (BIC),sample,1,1
80,40,9,JisstPCA2 (BIC),networkX1,1,1
80,40,9,JisstPCA2 (BIC),networkY1,1,1
80,40,9,JisstPCA2 (BIC),networkX2,1,1
80,40,9,JisstPCA2 (BIC),networkY2,1,1
80,40,9,G-JisstPCA2 (oracle),sample,1,1
80,40,9,G-JisstPCA2 (oracle),networkX1,1,1
80,40,9,G-JisstPCA2 (oracle),networkY1,1,1
80,40,9,G-JisstPCA2 (oracle),networkX2,1,1
80,40,9,G-JisstPCA2 (oracle),networkY2,1,1
80,40,9,G-JisstPCA2 (BIC),sample,1,1
80,40,9,G-JisstPCA2 (BIC),networkX1,1,1
80,40,9,G-JisstPCA2 (BIC),networkY1,1,1
80,40,9,G-JisstPCA2 (BIC),networkX2,1,1
80,40,9,G-JisstPCA2 (BIC),networkY2,1,1
80,40,9,iHOSVD,sample,1,1
80,40,9,iHOSVD,networkX1,1,1
80,40,9,iHOSVD,networkY1,1,1
80,40,9,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,40,9,iHOSVD,networkY2,0.675949367088608,0.351715914117745
80,40,9,iHOOI,sample,1,1
80,40,9,iHOOI,networkX1,1,1
80,40,9,iHOOI,networkY1,1,1
80,40,9,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,40,9,iHOOI,networkY2,0.661075949367089,0.321422327161553
50,20,10,JisstPCA0 (oracle),sample,1,1
50,20,10,JisstPCA0 (oracle),networkX1,1,1
50,20,10,JisstPCA0 (oracle),networkY1,1,1
50,20,10,JisstPCA0 (oracle),networkX2,1,1
50,20,10,JisstPCA0 (oracle),networkY2,1,1
50,20,10,JisstPCA0 (BIC),sample,1,1
50,20,10,JisstPCA0 (BIC),networkX1,1,1
50,20,10,JisstPCA0 (BIC),networkY1,1,1
50,20,10,JisstPCA0 (BIC),networkX2,1,1
50,20,10,JisstPCA0 (BIC),networkY2,1,1
50,20,10,G-JisstPCA0 (oracle),sample,1,1
50,20,10,G-JisstPCA0 (oracle),networkX1,1,1
50,20,10,G-JisstPCA0 (oracle),networkY1,1,1
50,20,10,G-JisstPCA0 (oracle),networkX2,1,1
50,20,10,G-JisstPCA0 (oracle),networkY2,1,1
50,20,10,G-JisstPCA0 (BIC),sample,1,1
50,20,10,G-JisstPCA0 (BIC),networkX1,1,1
50,20,10,G-JisstPCA0 (BIC),networkY1,1,1
50,20,10,G-JisstPCA0 (BIC),networkX2,1,1
50,20,10,G-JisstPCA0 (BIC),networkY2,1,1
50,20,10,JisstPCA2 (oracle),sample,1,1
50,20,10,JisstPCA2 (oracle),networkX1,1,1
50,20,10,JisstPCA2 (oracle),networkY1,1,1
50,20,10,JisstPCA2 (oracle),networkX2,1,1
50,20,10,JisstPCA2 (oracle),networkY2,1,1
50,20,10,JisstPCA2 (BIC),sample,1,1
50,20,10,JisstPCA2 (BIC),networkX1,1,1
50,20,10,JisstPCA2 (BIC),networkY1,1,1
50,20,10,JisstPCA2 (BIC),networkX2,1,1
50,20,10,JisstPCA2 (BIC),networkY2,1,1
50,20,10,G-JisstPCA2 (oracle),sample,1,1
50,20,10,G-JisstPCA2 (oracle),networkX1,1,1
50,20,10,G-JisstPCA2 (oracle),networkY1,1,1
50,20,10,G-JisstPCA2 (oracle),networkX2,1,1
50,20,10,G-JisstPCA2 (oracle),networkY2,1,1
50,20,10,G-JisstPCA2 (BIC),sample,1,1
50,20,10,G-JisstPCA2 (BIC),networkX1,1,1
50,20,10,G-JisstPCA2 (BIC),networkY1,1,1
50,20,10,G-JisstPCA2 (BIC),networkX2,1,1
50,20,10,G-JisstPCA2 (BIC),networkY2,1,1
50,20,10,iHOSVD,sample,1,1
50,20,10,iHOSVD,networkX1,1,1
50,20,10,iHOSVD,networkY1,1,1
50,20,10,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,20,10,iHOSVD,networkY2,0.490612244897959,-0.0192000000000001
50,20,10,iHOOI,sample,1,1
50,20,10,iHOOI,networkX1,0.756962025316456,0.468132854578097
50,20,10,iHOOI,networkY1,0.976326530612245,0.947496767042306
50,20,10,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,20,10,iHOOI,networkY2,0.493061224489796,-0.0146720464170196
50,40,10,JisstPCA0 (oracle),sample,1,1
50,40,10,JisstPCA0 (oracle),networkX1,1,1
50,40,10,JisstPCA0 (oracle),networkY1,1,1
50,40,10,JisstPCA0 (oracle),networkX2,1,1
50,40,10,JisstPCA0 (oracle),networkY2,1,1
50,40,10,JisstPCA0 (BIC),sample,1,1
50,40,10,JisstPCA0 (BIC),networkX1,1,1
50,40,10,JisstPCA0 (BIC),networkY1,1,1
50,40,10,JisstPCA0 (BIC),networkX2,1,1
50,40,10,JisstPCA0 (BIC),networkY2,1,1
50,40,10,G-JisstPCA0 (oracle),sample,1,1
50,40,10,G-JisstPCA0 (oracle),networkX1,1,1
50,40,10,G-JisstPCA0 (oracle),networkY1,1,1
50,40,10,G-JisstPCA0 (oracle),networkX2,1,1
50,40,10,G-JisstPCA0 (oracle),networkY2,1,1
50,40,10,G-JisstPCA0 (BIC),sample,1,1
50,40,10,G-JisstPCA0 (BIC),networkX1,1,1
50,40,10,G-JisstPCA0 (BIC),networkY1,1,1
50,40,10,G-JisstPCA0 (BIC),networkX2,1,1
50,40,10,G-JisstPCA0 (BIC),networkY2,1,1
50,40,10,JisstPCA2 (oracle),sample,1,1
50,40,10,JisstPCA2 (oracle),networkX1,1,1
50,40,10,JisstPCA2 (oracle),networkY1,1,1
50,40,10,JisstPCA2 (oracle),networkX2,1,1
50,40,10,JisstPCA2 (oracle),networkY2,1,1
50,40,10,JisstPCA2 (BIC),sample,1,1
50,40,10,JisstPCA2 (BIC),networkX1,1,1
50,40,10,JisstPCA2 (BIC),networkY1,1,1
