q,N,seed,method,factor name,RI,ARI
50,20,3,G-JisstPCA2 (BIC),sample,1,1
50,20,3,G-JisstPCA2 (BIC),networkX1,1,1
50,20,3,G-JisstPCA2 (BIC),networkY1,1,1
50,20,3,G-JisstPCA2 (BIC),networkX2,1,1
50,20,3,G-JisstPCA2 (BIC),networkY2,0.921632653061224,0.843283582089552
50,20,3,iHOSVD,sample,1,1
50,20,3,iHOSVD,networkX1,1,1
50,20,3,iHOSVD,networkY1,1,1
50,20,3,iHOSVD,networkX2,0.585126582278481,0.173623024200305
50,20,3,iHOSVD,networkY2,0.490612244897959,-0.0211060646540209
50,20,3,iHOOI,sample,1,1
50,20,3,iHOOI,networkX1,0.982594936708861,0.960823455794973
50,20,3,iHOOI,networkY1,0.755102040816326,0.48780487804878
50,20,3,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,20,3,iHOOI,networkY2,0.510204081632653,0.0199999999999999
50,40,3,JisstPCA0 (oracle),sample,1,1
50,40,3,JisstPCA0 (oracle),networkX1,1,1
50,40,3,JisstPCA0 (oracle),networkY1,1,1
50,40,3,JisstPCA0 (oracle),networkX2,0.493987341772152,-0.0119847786901662
50,40,3,JisstPCA0 (oracle),networkY2,0.493061224489796,-0.0139958012596221
50,40,3,JisstPCA0 (BIC),sample,0.533333333333333,0.0753658870195597
50,40,3,JisstPCA0 (BIC),networkX1,1,1
50,40,3,JisstPCA0 (BIC),networkY1,1,1
50,40,3,JisstPCA0 (BIC),networkX2,0.493987341772152,-0.0119847786901662
50,40,3,JisstPCA0 (BIC),networkY2,0.493061224489796,-0.0135904866593385
50,40,3,G-JisstPCA0 (oracle),sample,1,1
50,40,3,G-JisstPCA0 (oracle),networkX1,1,1
50,40,3,G-JisstPCA0 (oracle),networkY1,1,1
50,40,3,G-JisstPCA0 (oracle),networkX2,1,1
50,40,3,G-JisstPCA0 (oracle),networkY2,1,1
50,40,3,G-JisstPCA0 (BIC),sample,1,1
50,40,3,G-JisstPCA0 (BIC),networkX1,1,1
50,40,3,G-JisstPCA0 (BIC),networkY1,1,1
50,40,3,G-JisstPCA0 (BIC),networkX2,1,1
50,40,3,G-JisstPCA0 (BIC),networkY2,1,1
50,40,3,JisstPCA2 (oracle),sample,1,1
50,40,3,JisstPCA2 (oracle),networkX1,1,1
50,40,3,JisstPCA2 (oracle),networkY1,1,1
50,40,3,JisstPCA2 (oracle),networkX2,1,1
50,40,3,JisstPCA2 (oracle),networkY2,1,1
50,40,3,JisstPCA2 (BIC),sample,1,1
50,40,3,JisstPCA2 (BIC),networkX1,1,1
50,40,3,JisstPCA2 (BIC),networkY1,1,1
50,40,3,JisstPCA2 (BIC),networkX2,1,1
50,40,3,JisstPCA2 (BIC),networkY2,1,1
50,40,3,G-JisstPCA2 (oracle),sample,1,1
50,40,3,G-JisstPCA2 (oracle),networkX1,1,1
50,40,3,G-JisstPCA2 (oracle),networkY1,1,1
50,40,3,G-JisstPCA2 (oracle),networkX2,1,1
50,40,3,G-JisstPCA2 (oracle),networkY2,1,1
50,40,3,G-JisstPCA2 (BIC),sample,1,1
50,40,3,G-JisstPCA2 (BIC),networkX1,1,1
50,40,3,G-JisstPCA2 (BIC),networkY1,1,1
50,40,3,G-JisstPCA2 (BIC),networkX2,1,1
50,40,3,G-JisstPCA2 (BIC),networkY2,1,1
50,40,3,iHOSVD,sample,1,1
50,40,3,iHOSVD,networkX1,1,1
50,40,3,iHOSVD,networkY1,1,1
50,40,3,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,40,3,iHOSVD,networkY2,0.490612244897959,-0.0183852917665868
50,40,3,iHOOI,sample,1,1
50,40,3,iHOOI,networkX1,0.79746835443038,0.543141337034467
50,40,3,iHOOI,networkY1,1,1
50,40,3,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,40,3,iHOOI,networkY2,0.698775510204082,0.397801831806828
80,20,3,JisstPCA0 (oracle),sample,0.478947368421053,-0.0155490767735665
80,20,3,JisstPCA0 (oracle),networkX1,1,1
80,20,3,JisstPCA0 (oracle),networkY1,1,1
80,20,3,JisstPCA0 (oracle),networkX2,0.493987341772152,-0.0121145109727664
80,20,3,JisstPCA0 (oracle),networkY2,0.513924050632911,0.0279166346227793
80,20,3,JisstPCA0 (BIC),sample,0.478947368421053,-0.0155490767735665
80,20,3,JisstPCA0 (BIC),networkX1,1,1
80,20,3,JisstPCA0 (BIC),networkY1,1,1
80,20,3,JisstPCA0 (BIC),networkX2,0.496518987341772,-0.00672812757811435
80,20,3,JisstPCA0 (BIC),networkY2,0.513924050632911,0.0279166346227793
80,20,3,G-JisstPCA0 (oracle),sample,1,1
80,20,3,G-JisstPCA0 (oracle),networkX1,1,1
80,20,3,G-JisstPCA0 (oracle),networkY1,1,1
80,20,3,G-JisstPCA0 (oracle),networkX2,0.493987341772152,-0.0119847786901662
80,20,3,G-JisstPCA0 (oracle),networkY2,0.509177215189873,0.0178524193587172
80,20,3,G-JisstPCA0 (BIC),sample,1,1
80,20,3,G-JisstPCA0 (BIC),networkX1,1,1
80,20,3,G-JisstPCA0 (BIC),networkY1,1,1
80,20,3,G-JisstPCA0 (BIC),networkX2,0.493987341772152,-0.0119847786901662
80,20,3,G-JisstPCA0 (BIC),networkY2,0.509177215189873,0.0178524193587172
80,20,3,JisstPCA2 (oracle),sample,1,1
80,20,3,JisstPCA2 (oracle),networkX1,1,1
80,20,3,JisstPCA2 (oracle),networkY1,0.762025316455696,0.505895190695446
80,20,3,JisstPCA2 (oracle),networkX2,1,1
80,20,3,JisstPCA2 (oracle),networkY2,0.975,0.949974430128523
80,20,3,JisstPCA2 (BIC),sample,1,1
80,20,3,JisstPCA2 (BIC),networkX1,1,1
80,20,3,JisstPCA2 (BIC),networkY1,1,1
80,20,3,JisstPCA2 (BIC),networkX2,1,1
80,20,3,JisstPCA2 (BIC),networkY2,0.975,0.949974430128523
80,20,3,G-JisstPCA2 (oracle),sample,1,1
80,20,3,G-JisstPCA2 (oracle),networkX1,1,1
80,20,3,G-JisstPCA2 (oracle),networkY1,1,1
80,20,3,G-JisstPCA2 (oracle),networkX2,1,1
80,20,3,G-JisstPCA2 (oracle),networkY2,0.975,0.949974430128523
80,20,3,G-JisstPCA2 (BIC),sample,1,1
80,20,3,G-JisstPCA2 (BIC),networkX1,1,1
80,20,3,G-JisstPCA2 (BIC),networkY1,1,1
80,20,3,G-JisstPCA2 (BIC),networkX2,1,1
80,20,3,G-JisstPCA2 (BIC),networkY2,0.975,0.949974430128523
80,20,3,iHOSVD,sample,1,1
80,20,3,iHOSVD,networkX1,1,1
80,20,3,iHOSVD,networkY1,1,1
80,20,3,iHOSVD,networkX2,0.525316455696203,0.0512409927942354
80,20,3,iHOSVD,networkY2,0.539240506329114,0.0787408133581941
80,20,3,iHOOI,sample,1,1
80,20,3,iHOOI,networkX1,0.949683544303797,0.886088484789126
80,20,3,iHOOI,networkY1,1,1
80,20,3,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,20,3,iHOOI,networkY2,0.620253164556962,0.24072045056994
80,40,3,JisstPCA0 (oracle),sample,1,1
80,40,3,JisstPCA0 (oracle),networkX1,1,1
80,40,3,JisstPCA0 (oracle),networkY1,1,1
80,40,3,JisstPCA0 (oracle),networkX2,0.493987341772152,-0.0108186830333923
80,40,3,JisstPCA0 (oracle),networkY2,0.513924050632911,0.0182270091135047
80,40,3,JisstPCA0 (BIC),sample,1,1
80,40,3,JisstPCA0 (BIC),networkX1,1,1
80,40,3,JisstPCA0 (BIC),networkY1,1,1
80,40,3,JisstPCA0 (BIC),networkX2,0.493670886075949,-0.0116532206428479
80,40,3,JisstPCA0 (BIC),networkY2,0.513924050632911,0.0182270091135047
80,40,3,G-JisstPCA0 (oracle),sample,1,1
80,40,3,G-JisstPCA0 (oracle),networkX1,1,1
80,40,3,G-JisstPCA0 (oracle),networkY1,1,1
80,40,3,G-JisstPCA0 (oracle),networkX2,0.494936708860759,-0.00912408759124081
80,40,3,G-JisstPCA0 (oracle),networkY2,0.501582278481013,0.0034982676847522
80,40,3,G-JisstPCA0 (BIC),sample,1,1
80,40,3,G-JisstPCA0 (BIC),networkX1,1,1
80,40,3,G-JisstPCA0 (BIC),networkY1,1,1
80,40,3,G-JisstPCA0 (BIC),networkX2,1,1
80,40,3,G-JisstPCA0 (BIC),networkY2,1,1
80,40,3,JisstPCA2 (oracle),sample,1,1
80,40,3,JisstPCA2 (oracle),networkX1,1,1
80,40,3,JisstPCA2 (oracle),networkY1,1,1
80,40,3,JisstPCA2 (oracle),networkX2,1,1
80,40,3,JisstPCA2 (oracle),networkY2,1,1
80,40,3,JisstPCA2 (BIC),sample,1,1
80,40,3,JisstPCA2 (BIC),networkX1,1,1
80,40,3,JisstPCA2 (BIC),networkY1,1,1
80,40,3,JisstPCA2 (BIC),networkX2,1,1
80,40,3,JisstPCA2 (BIC),networkY2,1,1
80,40,3,G-JisstPCA2 (oracle),sample,1,1
80,40,3,G-JisstPCA2 (oracle),networkX1,1,1
80,40,3,G-JisstPCA2 (oracle),networkY1,1,1
80,40,3,G-JisstPCA2 (oracle),networkX2,1,1
80,40,3,G-JisstPCA2 (oracle),networkY2,1,1
80,40,3,G-JisstPCA2 (BIC),sample,1,1
80,40,3,G-JisstPCA2 (BIC),networkX1,1,1
80,40,3,G-JisstPCA2 (BIC),networkY1,1,1
80,40,3,G-JisstPCA2 (BIC),networkX2,1,1
80,40,3,G-JisstPCA2 (BIC),networkY2,1,1
80,40,3,iHOSVD,sample,1,1
80,40,3,iHOSVD,networkX1,1,1
80,40,3,iHOSVD,networkY1,1,1
80,40,3,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,40,3,iHOSVD,networkY2,0.661075949367089,0.322378822025632
80,40,3,iHOOI,sample,1,1
80,40,3,iHOOI,networkX1,0.854430379746835,0.670682992960554
80,40,3,iHOOI,networkY1,1,1
80,40,3,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,40,3,iHOOI,networkY2,0.707594936708861,0.415024906879684
50,20,4,JisstPCA0 (oracle),sample,1,1
50,20,4,JisstPCA0 (oracle),networkX1,0.949683544303797,0.886744172207285
50,20,4,JisstPCA0 (oracle),networkY1,1,1
50,20,4,JisstPCA0 (oracle),networkX2,1,1
50,20,4,JisstPCA0 (oracle),networkY2,0.96,0.919990669465827
50,20,4,JisstPCA0 (BIC),sample,1,1
50,20,4,JisstPCA0 (BIC),networkX1,0.949683544303797,0.886744172207285
50,20,4,JisstPCA0 (BIC),networkY1,1,1
50,20,4,JisstPCA0 (BIC),networkX2,1,1
50,20,4,JisstPCA0 (BIC),networkY2,0.96,0.919990669465827
50,20,4,G-JisstPCA0 (oracle),sample,1,1
50,20,4,G-JisstPCA0 (oracle),networkX1,1,1
50,20,4,G-JisstPCA0 (oracle),networkY1,1,1
50,20,4,G-JisstPCA0 (oracle),networkX2,1,1
50,20,4,G-JisstPCA0 (oracle),networkY2,0.96,0.919990669465827
50,20,4,G-JisstPCA0 (BIC),sample,1,1
50,20,4,G-JisstPCA0 (BIC),networkX1,1,1
50,20,4,G-JisstPCA0 (BIC),networkY1,1,1
50,20,4,G-JisstPCA0 (BIC),networkX2,1,1
50,20,4,G-JisstPCA0 (BIC),networkY2,0.96,0.919990669465827
50,20,4,JisstPCA2 (oracle),sample,1,1
50,20,4,JisstPCA2 (oracle),networkX1,0.949683544303797,0.886744172207285
50,20,4,JisstPCA2 (oracle),networkY1,1,1
50,20,4,JisstPCA2 (oracle),networkX2,1,1
50,20,4,JisstPCA2 (oracle),networkY2,0.96,0.919990669465827
50,20,4,JisstPCA2 (BIC),sample,1,1
50,20,4,JisstPCA2 (BIC),networkX1,0.949683544303797,0.886744172207285
50,20,4,JisstPCA2 (BIC),networkY1,1,1
50,20,4,JisstPCA2 (BIC),networkX2,1,1
50,20,4,JisstPCA2 (BIC),networkY2,0.96,0.919990669465827
50,20,4,G-JisstPCA2 (oracle),sample,1,1
50,20,4,G-JisstPCA2 (oracle),networkX1,1,1
50,20,4,G-JisstPCA2 (oracle),networkY1,1,1
50,20,4,G-JisstPCA2 (oracle),networkX2,1,1
50,20,4,G-JisstPCA2 (oracle),networkY2,0.96,0.919990669465827
50,20,4,G-JisstPCA2 (BIC),sample,1,1
50,20,4,G-JisstPCA2 (BIC),networkX1,1,1
50,20,4,G-JisstPCA2 (BIC),networkY1,1,1
50,20,4,G-JisstPCA2 (BIC),networkX2,1,1
50,20,4,G-JisstPCA2 (BIC),networkY2,0.96,0.919990669465827
50,20,4,iHOSVD,sample,1,1
50,20,4,iHOSVD,networkX1,1,1
50,20,4,iHOSVD,networkY1,1,1
50,20,4,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,20,4,iHOSVD,networkY2,0.502857142857143,0.00599580293794338
50,20,4,iHOOI,sample,1,1
50,20,4,iHOOI,networkX1,0.756962025316456,0.468132854578097
50,20,4,iHOOI,networkY1,1,1
50,20,4,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,20,4,iHOOI,networkY2,0.60734693877551,0.21491622530895
50,40,4,JisstPCA0 (oracle),sample,1,1
50,40,4,JisstPCA0 (oracle),networkX1,1,1
50,40,4,JisstPCA0 (oracle),networkY1,1,1
50,40,4,JisstPCA0 (oracle),networkX2,1,1
50,40,4,JisstPCA0 (oracle),networkY2,1,1
50,40,4,JisstPCA0 (BIC),sample,1,1
50,40,4,JisstPCA0 (BIC),networkX1,1,1
50,40,4,JisstPCA0 (BIC),networkY1,1,1
50,40,4,JisstPCA0 (BIC),networkX2,1,1
50,40,4,JisstPCA0 (BIC),networkY2,1,1
50,40,4,G-JisstPCA0 (oracle),sample,1,1
50,40,4,G-JisstPCA0 (oracle),networkX1,1,1
50,40,4,G-JisstPCA0 (oracle),networkY1,1,1
50,40,4,G-JisstPCA0 (oracle),networkX2,1,1
50,40,4,G-JisstPCA0 (oracle),networkY2,1,1
50,40,4,G-JisstPCA0 (BIC),sample,1,1
50,40,4,G-JisstPCA0 (BIC),networkX1,1,1
50,40,4,G-JisstPCA0 (BIC),networkY1,1,1
50,40,4,G-JisstPCA0 (BIC),networkX2,1,1
50,40,4,G-JisstPCA0 (BIC),networkY2,1,1
50,40,4,JisstPCA2 (oracle),sample,1,1
50,40,4,JisstPCA2 (oracle),networkX1,1,1
50,40,4,JisstPCA2 (oracle),networkY1,1,1
50,40,4,JisstPCA2 (oracle),networkX2,1,1
50,40,4,JisstPCA2 (oracle),networkY2,1,1
50,40,4,JisstPCA2 (BIC),sample,1,1
50,40,4,JisstPCA2 (BIC),networkX1,1,1
50,40,4,JisstPCA2 (BIC),networkY1,1,1
50,40,4,JisstPCA2 (BIC),networkX2,1,1
50,40,4,JisstPCA2 (BIC),networkY2,1,1
50,40,4,G-JisstPCA2 (oracle),sample,1,1
50,40,4,G-JisstPCA2 (oracle),networkX1,1,1
50,40,4,G-JisstPCA2 (oracle),networkY1,1,1
50,40,4,G-JisstPCA2 (oracle),networkX2,1,1
50,40,4,G-JisstPCA2 (oracle),networkY2,1,1
50,40,4,G-JisstPCA2 (BIC),sample,1,1
50,40,4,G-JisstPCA2 (BIC),networkX1,1,1
50,40,4,G-JisstPCA2 (BIC),networkY1,1,1
50,40,4,G-JisstPCA2 (BIC),networkX2,1,1
50,40,4,G-JisstPCA2 (BIC),networkY2,1,1
50,40,4,iHOSVD,sample,1,1
50,40,4,iHOSVD,networkX1,1,1
50,40,4,iHOSVD,networkY1,1,1
50,40,4,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,40,4,iHOSVD,networkY2,0.588571428571429,0.177238805970149
50,40,4,iHOOI,sample,1,1
50,40,4,iHOOI,networkX1,0.756962025316456,0.468132854578097
50,40,4,iHOOI,networkY1,1,1
50,40,4,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,40,4,iHOOI,networkY2,0.502857142857143,-0.00241862340018141
80,20,4,JisstPCA0 (oracle),sample,1,1
80,20,4,JisstPCA0 (oracle),networkX1,1,1
80,20,4,JisstPCA0 (oracle),networkY1,1,1
80,20,4,JisstPCA0 (oracle),networkX2,1,1
80,20,4,JisstPCA0 (oracle),networkY2,1,1
80,20,4,JisstPCA0 (BIC),sample,1,1
80,20,4,JisstPCA0 (BIC),networkX1,1,1
80,20,4,JisstPCA0 (BIC),networkY1,1,1
80,20,4,JisstPCA0 (BIC),networkX2,1,1
80,20,4,JisstPCA0 (BIC),networkY2,1,1
80,20,4,G-JisstPCA0 (oracle),sample,1,1
80,20,4,G-JisstPCA0 (oracle),networkX1,1,1
80,20,4,G-JisstPCA0 (oracle),networkY1,1,1
80,20,4,G-JisstPCA0 (oracle),networkX2,1,1
80,20,4,G-JisstPCA0 (oracle),networkY2,1,1
80,20,4,G-JisstPCA0 (BIC),sample,1,1
80,20,4,G-JisstPCA0 (BIC),networkX1,1,1
80,20,4,G-JisstPCA0 (BIC),networkY1,1,1
80,20,4,G-JisstPCA0 (BIC),networkX2,1,1
80,20,4,G-JisstPCA0 (BIC),networkY2,1,1
80,20,4,JisstPCA2 (oracle),sample,1,1
80,20,4,JisstPCA2 (oracle),networkX1,1,1
80,20,4,JisstPCA2 (oracle),networkY1,1,1
80,20,4,JisstPCA2 (oracle),networkX2,1,1
80,20,4,JisstPCA2 (oracle),networkY2,1,1
80,20,4,JisstPCA2 (BIC),sample,1,1
80,20,4,JisstPCA2 (BIC),networkX1,1,1
80,20,4,JisstPCA2 (BIC),networkY1,1,1
80,20,4,JisstPCA2 (BIC),networkX2,1,1
80,20,4,JisstPCA2 (BIC),networkY2,1,1
80,20,4,G-JisstPCA2 (oracle),sample,1,1
80,20,4,G-JisstPCA2 (oracle),networkX1,1,1
80,20,4,G-JisstPCA2 (oracle),networkY1,1,1
80,20,4,G-JisstPCA2 (oracle),networkX2,1,1
80,20,4,G-JisstPCA2 (oracle),networkY2,1,1
80,20,4,G-JisstPCA2 (BIC),sample,1,1
80,20,4,G-JisstPCA2 (BIC),networkX1,1,1
80,20,4,G-JisstPCA2 (BIC),networkY1,1,1
80,20,4,G-JisstPCA2 (BIC),networkX2,1,1
80,20,4,G-JisstPCA2 (BIC),networkY2,1,1
80,20,4,iHOSVD,sample,1,1
80,20,4,iHOSVD,networkX1,0.756962025316456,0.468132854578097
80,20,4,iHOSVD,networkY1,1,1
80,20,4,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,20,4,iHOSVD,networkY2,0.59620253164557,0.192177252357659
80,20,4,iHOOI,sample,1,1
80,20,4,iHOOI,networkX1,1,1
80,20,4,iHOOI,networkY1,1,1
80,20,4,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,20,4,iHOOI,networkY2,0.675949367088608,0.351395730706076
80,40,4,JisstPCA0 (oracle),sample,1,1
80,40,4,JisstPCA0 (oracle),networkX1,1,1
80,40,4,JisstPCA0 (oracle),networkY1,1,1
80,40,4,JisstPCA0 (oracle),networkX2,1,1
80,40,4,JisstPCA0 (oracle),networkY2,1,1
80,40,4,JisstPCA0 (BIC),sample,1,1
80,40,4,JisstPCA0 (BIC),networkX1,1,1
80,40,4,JisstPCA0 (BIC),networkY1,1,1
80,40,4,JisstPCA0 (BIC),networkX2,1,1
80,40,4,JisstPCA0 (BIC),networkY2,1,1
80,40,4,G-JisstPCA0 (oracle),sample,1,1
80,40,4,G-JisstPCA0 (oracle),networkX1,1,1
80,40,4,G-JisstPCA0 (oracle),networkY1,1,1
80,40,4,G-JisstPCA0 (oracle),networkX2,1,1
80,40,4,G-JisstPCA0 (oracle),networkY2,1,1
80,40,4,G-JisstPCA0 (BIC),sample,1,1
80,40,4,G-JisstPCA0 (BIC),networkX1,1,1
80,40,4,G-JisstPCA0 (BIC),networkY1,1,1
80,40,4,G-JisstPCA0 (BIC),networkX2,1,1
80,40,4,G-JisstPCA0 (BIC),networkY2,1,1
80,40,4,JisstPCA2 (oracle),sample,1,1
80,40,4,JisstPCA2 (oracle),networkX1,1,1
80,40,4,JisstPCA2 (oracle),networkY1,1,1
80,40,4,JisstPCA2 (oracle),networkX2,1,1
80,40,4,JisstPCA2 (oracle),networkY2,1,1
80,40,4,JisstPCA2 (BIC),sample,1,1
80,40,4,JisstPCA2 (BIC),networkX1,1,1
80,40,4,JisstPCA2 (BIC),networkY1,1,1
80,40,4,JisstPCA2 (BIC),networkX2,1,1
80,40,4,JisstPCA2 (BIC),networkY2,1,1
80,40,4,G-JisstPCA2 (oracle),sample,1,1
80,40,4,G-JisstPCA2 (oracle),networkX1,1,1
80,40,4,G-JisstPCA2 (oracle),networkY1,1,1
80,40,4,G-JisstPCA2 (oracle),networkX2,1,1
80,40,4,G-JisstPCA2 (oracle),networkY2,1,1
80,40,4,G-JisstPCA2 (BIC),sample,1,1
80,40,4,G-JisstPCA2 (BIC),networkX1,1,1
80,40,4,G-JisstPCA2 (BIC),networkY1,1,1
80,40,4,G-JisstPCA2 (BIC),networkX2,1,1
80,40,4,G-JisstPCA2 (BIC),networkY2,1,1
80,40,4,iHOSVD,sample,1,1
80,40,4,iHOSVD,networkX1,0.756962025316456,0.468132854578097
80,40,4,iHOSVD,networkY1,1,1
80,40,4,iHOSVD,networkX2,0.574683544303797,0.153139356814701
80,40,4,iHOSVD,networkY2,0.707594936708861,0.415354746938854
80,40,4,iHOOI,sample,1,1
80,40,4,iHOOI,networkX1,0.756962025316456,0.468132854578097
80,40,4,iHOOI,networkY1,1,1
80,40,4,iHOOI,networkX2,0.574683544303797,0.153139356814701
80,40,4,iHOOI,networkY2,0.675949367088608,0.351395730706076
50,20,5,JisstPCA0 (oracle),sample,1,1
50,20,5,JisstPCA0 (oracle),networkX1,1,1
50,20,5,JisstPCA0 (oracle),networkY1,1,1
50,20,5,JisstPCA0 (oracle),networkX2,1,1
50,20,5,JisstPCA0 (oracle),networkY2,1,1
50,20,5,JisstPCA0 (BIC),sample,1,1
50,20,5,JisstPCA0 (BIC),networkX1,1,1
50,20,5,JisstPCA0 (BIC),networkY1,1,1
50,20,5,JisstPCA0 (BIC),networkX2,1,1
50,20,5,JisstPCA0 (BIC),networkY2,1,1
50,20,5,G-JisstPCA0 (oracle),sample,1,1
50,20,5,G-JisstPCA0 (oracle),networkX1,1,1
50,20,5,G-JisstPCA0 (oracle),networkY1,1,1
50,20,5,G-JisstPCA0 (oracle),networkX2,1,1
50,20,5,G-JisstPCA0 (oracle),networkY2,1,1
50,20,5,G-JisstPCA0 (BIC),sample,1,1
50,20,5,G-JisstPCA0 (BIC),networkX1,1,1
50,20,5,G-JisstPCA0 (BIC),networkY1,1,1
50,20,5,G-JisstPCA0 (BIC),networkX2,1,1
50,20,5,G-JisstPCA0 (BIC),networkY2,1,1
50,20,5,JisstPCA2 (oracle),sample,1,1
50,20,5,JisstPCA2 (oracle),networkX1,1,1
50,20,5,JisstPCA2 (oracle),networkY1,1,1
50,20,5,JisstPCA2 (oracle),networkX2,1,1
50,20,5,JisstPCA2 (oracle),networkY2,1,1
50,20,5,JisstPCA2 (BIC),sample,1,1
50,20,5,JisstPCA2 (BIC),networkX1,1,1
50,20,5,JisstPCA2 (BIC),networkY1,1,1
50,20,5,JisstPCA2 (BIC),networkX2,1,1
50,20,5,JisstPCA2 (BIC),networkY2,1,1
50,20,5,G-JisstPCA2 (oracle),sample,1,1
50,20,5,G-JisstPCA2 (oracle),networkX1,1,1
50,20,5,G-JisstPCA2 (oracle),networkY1,1,1
50,20,5,G-JisstPCA2 (oracle),networkX2,1,1
50,20,5,G-JisstPCA2 (oracle),networkY2,1,1
50,20,5,G-JisstPCA2 (BIC),sample,1,1
50,20,5,G-JisstPCA2 (BIC),networkX1,1,1
50,20,5,G-JisstPCA2 (BIC),networkY1,1,1
50,20,5,G-JisstPCA2 (BIC),networkX2,1,1
50,20,5,G-JisstPCA2 (BIC),networkY2,1,1
50,20,5,iHOSVD,sample,1,1
50,20,5,iHOSVD,networkX1,1,1
50,20,5,iHOSVD,networkY1,1,1
50,20,5,iHOSVD,networkX2,0.585126582278481,0.173623024200305
50,20,5,iHOSVD,networkY2,0.529795918367347,0.0597014925373134
50,20,5,iHOOI,sample,1,1
50,20,5,iHOOI,networkX1,0.878481012658228,0.72588480222068
50,20,5,iHOOI,networkY1,1,1
50,20,5,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,20,5,iHOOI,networkY2,0.698775510204082,0.397801831806828
50,40,5,JisstPCA0 (oracle),sample,1,1
50,40,5,JisstPCA0 (oracle),networkX1,1,1
50,40,5,JisstPCA0 (oracle),networkY1,1,1
50,40,5,JisstPCA0 (oracle),networkX2,1,1
50,40,5,JisstPCA0 (oracle),networkY2,1,1
50,40,5,JisstPCA0 (BIC),sample,1,1
50,40,5,JisstPCA0 (BIC),networkX1,1,1
50,40,5,JisstPCA0 (BIC),networkY1,1,1
50,40,5,JisstPCA0 (BIC),networkX2,1,1
50,40,5,JisstPCA0 (BIC),networkY2,1,1
50,40,5,G-JisstPCA0 (oracle),sample,1,1
50,40,5,G-JisstPCA0 (oracle),networkX1,1,1
50,40,5,G-JisstPCA0 (oracle),networkY1,1,1
50,40,5,G-JisstPCA0 (oracle),networkX2,1,1
50,40,5,G-JisstPCA0 (oracle),networkY2,1,1
50,40,5,G-JisstPCA0 (BIC),sample,1,1
50,40,5,G-JisstPCA0 (BIC),networkX1,1,1
50,40,5,G-JisstPCA0 (BIC),networkY1,1,1
50,40,5,G-JisstPCA0 (BIC),networkX2,1,1
50,40,5,G-JisstPCA0 (BIC),networkY2,1,1
50,40,5,JisstPCA2 (oracle),sample,1,1
50,40,5,JisstPCA2 (oracle),networkX1,1,1
50,40,5,JisstPCA2 (oracle),networkY1,1,1
50,40,5,JisstPCA2 (oracle),networkX2,1,1
50,40,5,JisstPCA2 (oracle),networkY2,1,1
50,40,5,JisstPCA2 (BIC),sample,1,1
50,40,5,JisstPCA2 (BIC),networkX1,1,1
50,40,5,JisstPCA2 (BIC),networkY1,1,1
50,40,5,JisstPCA2 (BIC),networkX2,1,1
50,40,5,JisstPCA2 (BIC),networkY2,1,1
50,40,5,G-JisstPCA2 (oracle),sample,1,1
50,40,5,G-JisstPCA2 (oracle),networkX1,1,1
50,40,5,G-JisstPCA2 (oracle),networkY1,1,1
50,40,5,G-JisstPCA2 (oracle),networkX2,1,1
50,40,5,G-JisstPCA2 (oracle),networkY2,1,1
50,40,5,G-JisstPCA2 (BIC),sample,1,1
50,40,5,G-JisstPCA2 (BIC),networkX1,1,1
50,40,5,G-JisstPCA2 (BIC),networkY1,1,1
50,40,5,G-JisstPCA2 (BIC),networkX2,1,1
50,40,5,G-JisstPCA2 (BIC),networkY2,1,1
50,40,5,iHOSVD,sample,1,1
50,40,5,iHOSVD,networkX1,1,1
50,40,5,iHOSVD,networkY1,0.976326530612245,0.947496767042306
50,40,5,iHOSVD,networkX2,0.574683544303797,0.153139356814701
50,40,5,iHOSVD,networkY2,0.555918367346939,0.111940298507463
50,40,5,iHOOI,sample,1,1
50,40,5,iHOOI,networkX1,0.813924050632911,0.579046956219143
50,40,5,iHOOI,networkY1,1,1
50,40,5,iHOOI,networkX2,0.574683544303797,0.153139356814701
50,40,5,iHOOI,networkY2,0.60734693877551,0.214078495448331
80,20,5,JisstPCA0 (oracle),sample,1,1
80,20,5,JisstPCA0 (oracle),networkX1,1,1
80,20,5,JisstPCA0 (oracle),networkY1,1,1
80,20,5,JisstPCA0 (oracle),networkX2,0.494936708860759,-0.00977063044592523
80,20,5,JisstPCA0 (oracle),networkY2,0.493987341772152,-0.0118291438448883
80,20,5,JisstPCA0 (BIC),sample,1,1
80,20,5,JisstPCA0 (BIC),networkX1,1,1
80,20,5,JisstPCA0 (BIC),networkY1,1,1
80,20,5,JisstPCA0 (BIC),networkX2,0.494936708860759,-0.00977063044592523
