q,N,seed,method,factor name,factor number,err
80,40,10,iHOSVD,V,2,0.758046738409449
80,40,10,iHOSVD,W,2,0.78898257445171
80,40,10,iHOOI,u,1,0.0728771207471393
80,40,10,iHOOI,V,1,0.132608766918477
80,40,10,iHOOI,W,1,0.13841518157997
80,40,10,iHOOI,u,2,0.115015065534102
80,40,10,iHOOI,V,2,0.753419364888637
80,40,10,iHOOI,W,2,0.710349232378723
50,20,11,JisstPCA0 (oracle),u,1,0.0910026341548734
50,20,11,JisstPCA0 (oracle),V,1,0.0797098122059031
50,20,11,JisstPCA0 (oracle),W,1,0.16996048580242
50,20,11,JisstPCA0 (oracle),u,2,0.225702211953976
50,20,11,JisstPCA0 (oracle),V,2,0.203412997872215
50,20,11,JisstPCA0 (oracle),W,2,0.328885853025296
50,20,11,JisstPCA0 (BIC),u,1,0.0910026341548734
50,20,11,JisstPCA0 (BIC),V,1,0.0797098122059031
50,20,11,JisstPCA0 (BIC),W,1,0.16996048580242
50,20,11,JisstPCA0 (BIC),u,2,0.225702211953976
50,20,11,JisstPCA0 (BIC),V,2,0.203412997872215
50,20,11,JisstPCA0 (BIC),W,2,0.328885853025296
50,20,11,G-JisstPCA0 (oracle),u,1,0.0886083398205999
50,20,11,G-JisstPCA0 (oracle),V,1,0.079627959168386
50,20,11,G-JisstPCA0 (oracle),W,1,0.169797136639779
50,20,11,G-JisstPCA0 (oracle),u,2,0.200485660757688
50,20,11,G-JisstPCA0 (oracle),V,2,0.2004770718697
50,20,11,G-JisstPCA0 (oracle),W,2,0.326130070767863
50,20,11,G-JisstPCA0 (BIC),u,1,0.0886083398205999
50,20,11,G-JisstPCA0 (BIC),V,1,0.079627959168386
50,20,11,G-JisstPCA0 (BIC),W,1,0.169797136639779
50,20,11,G-JisstPCA0 (BIC),u,2,0.200485660757688
50,20,11,G-JisstPCA0 (BIC),V,2,0.2004770718697
50,20,11,G-JisstPCA0 (BIC),W,2,0.326130070767863
50,20,11,JisstPCA2 (oracle),u,1,0.0910026341548734
50,20,11,JisstPCA2 (oracle),V,1,0.0797098122059031
50,20,11,JisstPCA2 (oracle),W,1,0.16996048580242
50,20,11,JisstPCA2 (oracle),u,2,0.166612682969124
50,20,11,JisstPCA2 (oracle),V,2,0.201345944954026
50,20,11,JisstPCA2 (oracle),W,2,0.323116097025321
50,20,11,JisstPCA2 (BIC),u,1,0.0910026341548734
50,20,11,JisstPCA2 (BIC),V,1,0.0797098122059031
50,20,11,JisstPCA2 (BIC),W,1,0.16996048580242
50,20,11,JisstPCA2 (BIC),u,2,0.166612682969124
50,20,11,JisstPCA2 (BIC),V,2,0.201345944954026
50,20,11,JisstPCA2 (BIC),W,2,0.323116097025321
50,20,11,G-JisstPCA2 (oracle),u,1,0.0886083398205999
50,20,11,G-JisstPCA2 (oracle),V,1,0.079627959168386
50,20,11,G-JisstPCA2 (oracle),W,1,0.169797136639779
50,20,11,G-JisstPCA2 (oracle),u,2,0.161135849508399
50,20,11,G-JisstPCA2 (oracle),V,2,0.199137361476856
50,20,11,G-JisstPCA2 (oracle),W,2,0.323673937812186
50,20,11,G-JisstPCA2 (BIC),u,1,0.0886083398205999
50,20,11,G-JisstPCA2 (BIC),V,1,0.079627959168386
50,20,11,G-JisstPCA2 (BIC),W,1,0.169797136639779
50,20,11,G-JisstPCA2 (BIC),u,2,0.161135849508399
50,20,11,G-JisstPCA2 (BIC),V,2,0.199137361476856
50,20,11,G-JisstPCA2 (BIC),W,2,0.323673937812186
50,20,11,iHOSVD,u,1,0.136554521683021
50,20,11,iHOSVD,V,1,0.138997178065556
50,20,11,iHOSVD,W,1,0.229800661136369
50,20,11,iHOSVD,u,2,0.219186055542281
50,20,11,iHOSVD,V,2,0.78147614887862
50,20,11,iHOSVD,W,2,0.994177563783898
50,20,11,iHOOI,u,1,0.0850721234485113
50,20,11,iHOOI,V,1,0.140610452876029
50,20,11,iHOOI,W,1,0.176921261807644
50,20,11,iHOOI,u,2,0.161725041427528
50,20,11,iHOOI,V,2,0.7563657869025
50,20,11,iHOOI,W,2,0.977729686696923
50,40,11,JisstPCA0 (oracle),u,1,0.0906232418021631
50,40,11,JisstPCA0 (oracle),V,1,0.0669974935844564
50,40,11,JisstPCA0 (oracle),W,1,0.115255106172596
50,40,11,JisstPCA0 (oracle),u,2,0.200313831216181
50,40,11,JisstPCA0 (oracle),V,2,0.144977207543906
50,40,11,JisstPCA0 (oracle),W,2,0.228285325659468
50,40,11,JisstPCA0 (BIC),u,1,0.0906232418021631
50,40,11,JisstPCA0 (BIC),V,1,0.0669974935844564
50,40,11,JisstPCA0 (BIC),W,1,0.115255106172596
50,40,11,JisstPCA0 (BIC),u,2,0.200313831216181
50,40,11,JisstPCA0 (BIC),V,2,0.144977207543906
50,40,11,JisstPCA0 (BIC),W,2,0.228285325659468
50,40,11,G-JisstPCA0 (oracle),u,1,0.0974649807126553
50,40,11,G-JisstPCA0 (oracle),V,1,0.0675764860646987
50,40,11,G-JisstPCA0 (oracle),W,1,0.11546951329428
50,40,11,G-JisstPCA0 (oracle),u,2,0.188650553611018
50,40,11,G-JisstPCA0 (oracle),V,2,0.14919760163497
50,40,11,G-JisstPCA0 (oracle),W,2,0.225380940544239
50,40,11,G-JisstPCA0 (BIC),u,1,0.0974649807126553
50,40,11,G-JisstPCA0 (BIC),V,1,0.0675764860646987
50,40,11,G-JisstPCA0 (BIC),W,1,0.11546951329428
50,40,11,G-JisstPCA0 (BIC),u,2,0.188650553611018
50,40,11,G-JisstPCA0 (BIC),V,2,0.14919760163497
50,40,11,G-JisstPCA0 (BIC),W,2,0.225380940544239
50,40,11,JisstPCA2 (oracle),u,1,0.0906232418021631
50,40,11,JisstPCA2 (oracle),V,1,0.0669974935844564
50,40,11,JisstPCA2 (oracle),W,1,0.115255106172596
50,40,11,JisstPCA2 (oracle),u,2,0.155828911893886
50,40,11,JisstPCA2 (oracle),V,2,0.144208301057414
50,40,11,JisstPCA2 (oracle),W,2,0.222384488898806
50,40,11,JisstPCA2 (BIC),u,1,0.0906232418021631
50,40,11,JisstPCA2 (BIC),V,1,0.0669974935844564
50,40,11,JisstPCA2 (BIC),W,1,0.115255106172596
50,40,11,JisstPCA2 (BIC),u,2,0.155828911893886
50,40,11,JisstPCA2 (BIC),V,2,0.144208301057414
50,40,11,JisstPCA2 (BIC),W,2,0.222384488898806
50,40,11,G-JisstPCA2 (oracle),u,1,0.0974649807126553
50,40,11,G-JisstPCA2 (oracle),V,1,0.0675764860646987
50,40,11,G-JisstPCA2 (oracle),W,1,0.11546951329428
50,40,11,G-JisstPCA2 (oracle),u,2,0.160152034298954
50,40,11,G-JisstPCA2 (oracle),V,2,0.148458037650024
50,40,11,G-JisstPCA2 (oracle),W,2,0.222585168669598
50,40,11,G-JisstPCA2 (BIC),u,1,0.0974649807126553
50,40,11,G-JisstPCA2 (BIC),V,1,0.0675764860646987
50,40,11,G-JisstPCA2 (BIC),W,1,0.11546951329428
50,40,11,G-JisstPCA2 (BIC),u,2,0.160152034298954
50,40,11,G-JisstPCA2 (BIC),V,2,0.148458037650024
50,40,11,G-JisstPCA2 (BIC),W,2,0.222585168669598
50,40,11,iHOSVD,u,1,0.149359624082775
50,40,11,iHOSVD,V,1,0.162277832616573
50,40,11,iHOSVD,W,1,0.217379794425921
50,40,11,iHOSVD,u,2,0.188369034831326
50,40,11,iHOSVD,V,2,0.774243755375341
50,40,11,iHOSVD,W,2,0.868009690648253
50,40,11,iHOOI,u,1,0.0858863873012404
50,40,11,iHOOI,V,1,0.170207517078544
50,40,11,iHOOI,W,1,0.172836093850853
50,40,11,iHOOI,u,2,0.15380046321241
50,40,11,iHOOI,V,2,0.774590029803008
50,40,11,iHOOI,W,2,0.738493295476029
80,20,11,JisstPCA0 (oracle),u,1,0.0739731589650616
80,20,11,JisstPCA0 (oracle),V,1,0.0898462860378328
80,20,11,JisstPCA0 (oracle),W,1,0.128880075560846
80,20,11,JisstPCA0 (oracle),u,2,0.884953808676049
80,20,11,JisstPCA0 (oracle),V,2,0.999946297353694
80,20,11,JisstPCA0 (oracle),W,2,0.987512746783183
80,20,11,JisstPCA0 (BIC),u,1,0.0739731589650616
80,20,11,JisstPCA0 (BIC),V,1,0.0898462860378328
80,20,11,JisstPCA0 (BIC),W,1,0.128880075560846
80,20,11,JisstPCA0 (BIC),u,2,0.884953808676049
80,20,11,JisstPCA0 (BIC),V,2,0.999946297353694
80,20,11,JisstPCA0 (BIC),W,2,0.987512746783183
80,20,11,G-JisstPCA0 (oracle),u,1,0.0729849121984509
80,20,11,G-JisstPCA0 (oracle),V,1,0.0897867577910177
80,20,11,G-JisstPCA0 (oracle),W,1,0.128723244110906
80,20,11,G-JisstPCA0 (oracle),u,2,0.171923628937312
80,20,11,G-JisstPCA0 (oracle),V,2,0.195638113688393
80,20,11,G-JisstPCA0 (oracle),W,2,0.329373811646023
80,20,11,G-JisstPCA0 (BIC),u,1,0.0729849121984509
80,20,11,G-JisstPCA0 (BIC),V,1,0.0897867577910177
80,20,11,G-JisstPCA0 (BIC),W,1,0.128723244110906
80,20,11,G-JisstPCA0 (BIC),u,2,0.171923628937312
80,20,11,G-JisstPCA0 (BIC),V,2,0.195638113688393
80,20,11,G-JisstPCA0 (BIC),W,2,0.329373811646023
80,20,11,JisstPCA2 (oracle),u,1,0.0739731589650616
80,20,11,JisstPCA2 (oracle),V,1,0.0898462860378328
80,20,11,JisstPCA2 (oracle),W,1,0.128880075560846
80,20,11,JisstPCA2 (oracle),u,2,0.13985876418425
80,20,11,JisstPCA2 (oracle),V,2,0.194389556156139
80,20,11,JisstPCA2 (oracle),W,2,0.32747481578246
80,20,11,JisstPCA2 (BIC),u,1,0.0739731589650616
80,20,11,JisstPCA2 (BIC),V,1,0.0898462860378328
80,20,11,JisstPCA2 (BIC),W,1,0.128880075560846
80,20,11,JisstPCA2 (BIC),u,2,0.13985876418425
80,20,11,JisstPCA2 (BIC),V,2,0.194389556156139
80,20,11,JisstPCA2 (BIC),W,2,0.32747481578246
80,20,11,G-JisstPCA2 (oracle),u,1,0.0729849121984509
80,20,11,G-JisstPCA2 (oracle),V,1,0.0897867577910177
80,20,11,G-JisstPCA2 (oracle),W,1,0.128723244110906
80,20,11,G-JisstPCA2 (oracle),u,2,0.135737795650166
80,20,11,G-JisstPCA2 (oracle),V,2,0.194132166427424
80,20,11,G-JisstPCA2 (oracle),W,2,0.327270771375384
80,20,11,G-JisstPCA2 (BIC),u,1,0.0729849121984509
80,20,11,G-JisstPCA2 (BIC),V,1,0.0897867577910177
80,20,11,G-JisstPCA2 (BIC),W,1,0.128723244110906
80,20,11,G-JisstPCA2 (BIC),u,2,0.135737795650166
80,20,11,G-JisstPCA2 (BIC),V,2,0.194132166427424
80,20,11,G-JisstPCA2 (BIC),W,2,0.327270771375384
80,20,11,iHOSVD,u,1,0.125155548878291
80,20,11,iHOSVD,V,1,0.137978328418974
80,20,11,iHOSVD,W,1,0.155353556098581
80,20,11,iHOSVD,u,2,0.214898797231162
80,20,11,iHOSVD,V,2,0.777942203447551
80,20,11,iHOSVD,W,2,0.931234380997339
80,20,11,iHOOI,u,1,0.0668323524315727
80,20,11,iHOOI,V,1,0.13999861306844
80,20,11,iHOOI,W,1,0.152776163326616
80,20,11,iHOOI,u,2,0.132709249895106
80,20,11,iHOOI,V,2,0.755989428665573
80,20,11,iHOOI,W,2,0.734936988851851
80,40,11,JisstPCA0 (oracle),u,1,0.0894227510632986
80,40,11,JisstPCA0 (oracle),V,1,0.0610178000379108
80,40,11,JisstPCA0 (oracle),W,1,0.0897864496830261
80,40,11,JisstPCA0 (oracle),u,2,0.194468484921591
80,40,11,JisstPCA0 (oracle),V,2,0.126950408060195
80,40,11,JisstPCA0 (oracle),W,2,0.190767183898434
80,40,11,JisstPCA0 (BIC),u,1,0.0894227510632986
80,40,11,JisstPCA0 (BIC),V,1,0.0610178000379108
80,40,11,JisstPCA0 (BIC),W,1,0.0897864496830261
80,40,11,JisstPCA0 (BIC),u,2,0.194468484921591
80,40,11,JisstPCA0 (BIC),V,2,0.126950408060195
80,40,11,JisstPCA0 (BIC),W,2,0.190767183898434
80,40,11,G-JisstPCA0 (oracle),u,1,0.0904216095519366
80,40,11,G-JisstPCA0 (oracle),V,1,0.0611642349975735
80,40,11,G-JisstPCA0 (oracle),W,1,0.0897979480953513
80,40,11,G-JisstPCA0 (oracle),u,2,0.185548809220791
80,40,11,G-JisstPCA0 (oracle),V,2,0.127339212452939
80,40,11,G-JisstPCA0 (oracle),W,2,0.187104636970761
80,40,11,G-JisstPCA0 (BIC),u,1,0.0904216095519366
80,40,11,G-JisstPCA0 (BIC),V,1,0.0611642349975735
80,40,11,G-JisstPCA0 (BIC),W,1,0.0897979480953513
80,40,11,G-JisstPCA0 (BIC),u,2,0.185548809220791
80,40,11,G-JisstPCA0 (BIC),V,2,0.127339212452939
80,40,11,G-JisstPCA0 (BIC),W,2,0.187104636970761
80,40,11,JisstPCA2 (oracle),u,1,0.0894227510632986
80,40,11,JisstPCA2 (oracle),V,1,0.0610178000379108
80,40,11,JisstPCA2 (oracle),W,1,0.0897864496830261
80,40,11,JisstPCA2 (oracle),u,2,0.146443326532928
80,40,11,JisstPCA2 (oracle),V,2,0.125004708443733
80,40,11,JisstPCA2 (oracle),W,2,0.185890002674419
80,40,11,JisstPCA2 (BIC),u,1,0.0894227510632986
80,40,11,JisstPCA2 (BIC),V,1,0.0610178000379108
80,40,11,JisstPCA2 (BIC),W,1,0.0897864496830261
80,40,11,JisstPCA2 (BIC),u,2,0.146443326532928
80,40,11,JisstPCA2 (BIC),V,2,0.125004708443733
80,40,11,JisstPCA2 (BIC),W,2,0.185890002674419
80,40,11,G-JisstPCA2 (oracle),u,1,0.0904216095519366
80,40,11,G-JisstPCA2 (oracle),V,1,0.0611642349975735
80,40,11,G-JisstPCA2 (oracle),W,1,0.0897979480953513
80,40,11,G-JisstPCA2 (oracle),u,2,0.145432426261166
80,40,11,G-JisstPCA2 (oracle),V,2,0.125972601751923
80,40,11,G-JisstPCA2 (oracle),W,2,0.186210526020607
80,40,11,G-JisstPCA2 (BIC),u,1,0.0904216095519366
80,40,11,G-JisstPCA2 (BIC),V,1,0.0611642349975735
80,40,11,G-JisstPCA2 (BIC),W,1,0.0897979480953513
80,40,11,G-JisstPCA2 (BIC),u,2,0.145432426261166
80,40,11,G-JisstPCA2 (BIC),V,2,0.125972601751923
80,40,11,G-JisstPCA2 (BIC),W,2,0.186210526020607
80,40,11,iHOSVD,u,1,0.142876794437745
80,40,11,iHOSVD,V,1,0.168664714881433
80,40,11,iHOSVD,W,1,0.15443298700913
80,40,11,iHOSVD,u,2,0.182554453915699
80,40,11,iHOSVD,V,2,0.781161141014589
80,40,11,iHOSVD,W,2,0.752739724891087
80,40,11,iHOOI,u,1,0.083304794447254
80,40,11,iHOOI,V,1,0.167380409282695
80,40,11,iHOOI,W,1,0.143937223909734
80,40,11,iHOOI,u,2,0.136500833921378
80,40,11,iHOOI,V,2,0.772815023900256
80,40,11,iHOOI,W,2,0.707891961505267
50,20,12,JisstPCA0 (oracle),u,1,0.124400694383243
50,20,12,JisstPCA0 (oracle),V,1,0.0826270273326263
50,20,12,JisstPCA0 (oracle),W,1,0.160751579487586
50,20,12,JisstPCA0 (oracle),u,2,0.201593142590613
50,20,12,JisstPCA0 (oracle),V,2,0.163203330534565
50,20,12,JisstPCA0 (oracle),W,2,0.330765471474288
50,20,12,JisstPCA0 (BIC),u,1,0.124400694383243
50,20,12,JisstPCA0 (BIC),V,1,0.0826270273326263
50,20,12,JisstPCA0 (BIC),W,1,0.160751579487586
50,20,12,JisstPCA0 (BIC),u,2,0.201593142590613
50,20,12,JisstPCA0 (BIC),V,2,0.163203330534565
50,20,12,JisstPCA0 (BIC),W,2,0.330765471474288
50,20,12,G-JisstPCA0 (oracle),u,1,0.122174714093245
50,20,12,G-JisstPCA0 (oracle),V,1,0.0826875410120858
50,20,12,G-JisstPCA0 (oracle),W,1,0.160931762971878
50,20,12,G-JisstPCA0 (oracle),u,2,0.194437599958038
50,20,12,G-JisstPCA0 (oracle),V,2,0.162125333703356
50,20,12,G-JisstPCA0 (oracle),W,2,0.331049780287458
50,20,12,G-JisstPCA0 (BIC),u,1,0.122174714093245
50,20,12,G-JisstPCA0 (BIC),V,1,0.0826875410120858
50,20,12,G-JisstPCA0 (BIC),W,1,0.160931762971878
50,20,12,G-JisstPCA0 (BIC),u,2,0.194437599958038
50,20,12,G-JisstPCA0 (BIC),V,2,0.162125333703356
50,20,12,G-JisstPCA0 (BIC),W,2,0.331049780287458
50,20,12,JisstPCA2 (oracle),u,1,0.124400694383243
50,20,12,JisstPCA2 (oracle),V,1,0.0826270273326263
50,20,12,JisstPCA2 (oracle),W,1,0.160751579487586
50,20,12,JisstPCA2 (oracle),u,2,0.136153673817806
50,20,12,JisstPCA2 (oracle),V,2,0.162088490634763
50,20,12,JisstPCA2 (oracle),W,2,0.325014682556197
50,20,12,JisstPCA2 (BIC),u,1,0.124400694383243
50,20,12,JisstPCA2 (BIC),V,1,0.0826270273326263
50,20,12,JisstPCA2 (BIC),W,1,0.160751579487586
50,20,12,JisstPCA2 (BIC),u,2,0.136153673817806
50,20,12,JisstPCA2 (BIC),V,2,0.162088490634763
50,20,12,JisstPCA2 (BIC),W,2,0.325014682556197
50,20,12,G-JisstPCA2 (oracle),u,1,0.122174714093245
50,20,12,G-JisstPCA2 (oracle),V,1,0.0826875410120858
50,20,12,G-JisstPCA2 (oracle),W,1,0.160931762971878
50,20,12,G-JisstPCA2 (oracle),u,2,0.140941909692573
50,20,12,G-JisstPCA2 (oracle),V,2,0.161190405219081
50,20,12,G-JisstPCA2 (oracle),W,2,0.326647890161937
50,20,12,G-JisstPCA2 (BIC),u,1,0.122174714093245
50,20,12,G-JisstPCA2 (BIC),V,1,0.0826875410120858
50,20,12,G-JisstPCA2 (BIC),W,1,0.160931762971878
50,20,12,G-JisstPCA2 (BIC),u,2,0.140941909692573
50,20,12,G-JisstPCA2 (BIC),V,2,0.161190405219081
50,20,12,G-JisstPCA2 (BIC),W,2,0.326647890161937
50,20,12,iHOSVD,u,1,0.203468677759025
50,20,12,iHOSVD,V,1,0.209437399164467
50,20,12,iHOSVD,W,1,0.29033984528386
50,20,12,iHOSVD,u,2,0.224314032247993
50,20,12,iHOSVD,V,2,0.81389074109584
50,20,12,iHOSVD,W,2,0.967969898638691
50,20,12,iHOOI,u,1,0.108101527826263
50,20,12,iHOOI,V,1,0.206385287203788
50,20,12,iHOOI,W,1,0.214697377214041
50,20,12,iHOOI,u,2,0.128439564366555
50,20,12,iHOOI,V,2,0.801633277408561
50,20,12,iHOOI,W,2,0.769488461377797
50,40,12,JisstPCA0 (oracle),u,1,0.113418749530482
50,40,12,JisstPCA0 (oracle),V,1,0.0734955080010982
50,40,12,JisstPCA0 (oracle),W,1,0.146891567545038
50,40,12,JisstPCA0 (oracle),u,2,0.188584053986749
50,40,12,JisstPCA0 (oracle),V,2,0.14853466947942
50,40,12,JisstPCA0 (oracle),W,2,0.246107285942221
50,40,12,JisstPCA0 (BIC),u,1,0.113418749530482
50,40,12,JisstPCA0 (BIC),V,1,0.0734955080010982
50,40,12,JisstPCA0 (BIC),W,1,0.146891567545038
50,40,12,JisstPCA0 (BIC),u,2,0.188584053986749
50,40,12,JisstPCA0 (BIC),V,2,0.14853466947942
50,40,12,JisstPCA0 (BIC),W,2,0.246107285942221
50,40,12,G-JisstPCA0 (oracle),u,1,0.118302596915705
50,40,12,G-JisstPCA0 (oracle),V,1,0.0748435568274047
50,40,12,G-JisstPCA0 (oracle),W,1,0.146508901064103
50,40,12,G-JisstPCA0 (oracle),u,2,0.179707131384501
50,40,12,G-JisstPCA0 (oracle),V,2,0.152443335575299
50,40,12,G-JisstPCA0 (oracle),W,2,0.24771104825041
50,40,12,G-JisstPCA0 (BIC),u,1,0.118302596915705
50,40,12,G-JisstPCA0 (BIC),V,1,0.0748435568274047
50,40,12,G-JisstPCA0 (BIC),W,1,0.146508901064103
50,40,12,G-JisstPCA0 (BIC),u,2,0.179707131384501
50,40,12,G-JisstPCA0 (BIC),V,2,0.152443335575299
50,40,12,G-JisstPCA0 (BIC),W,2,0.24771104825041
50,40,12,JisstPCA2 (oracle),u,1,0.113418749530482
50,40,12,JisstPCA2 (oracle),V,1,0.0734955080010982
50,40,12,JisstPCA2 (oracle),W,1,0.146891567545038
50,40,12,JisstPCA2 (oracle),u,2,0.162685103392151
50,40,12,JisstPCA2 (oracle),V,2,0.147931002359513
50,40,12,JisstPCA2 (oracle),W,2,0.242671388736198
50,40,12,JisstPCA2 (BIC),u,1,0.113418749530482
50,40,12,JisstPCA2 (BIC),V,1,0.0734955080010982
50,40,12,JisstPCA2 (BIC),W,1,0.146891567545038
50,40,12,JisstPCA2 (BIC),u,2,0.162685103392151
50,40,12,JisstPCA2 (BIC),V,2,0.147931002359513
50,40,12,JisstPCA2 (BIC),W,2,0.242671388736198
50,40,12,G-JisstPCA2 (oracle),u,1,0.118302596915705
50,40,12,G-JisstPCA2 (oracle),V,1,0.0748435568274047
50,40,12,G-JisstPCA2 (oracle),W,1,0.146508901064103
50,40,12,G-JisstPCA2 (oracle),u,2,0.163609254026466
50,40,12,G-JisstPCA2 (oracle),V,2,0.152209119319529
50,40,12,G-JisstPCA2 (oracle),W,2,0.246686127050681
50,40,12,G-JisstPCA2 (BIC),u,1,0.118302596915705
50,40,12,G-JisstPCA2 (BIC),V,1,0.0748435568274047
50,40,12,G-JisstPCA2 (BIC),W,1,0.146508901064103
50,40,12,G-JisstPCA2 (BIC),u,2,0.163609254026466
50,40,12,G-JisstPCA2 (BIC),V,2,0.152209119319529
50,40,12,G-JisstPCA2 (BIC),W,2,0.246686127050681
50,40,12,iHOSVD,u,1,0.181335380041365
50,40,12,iHOSVD,V,1,0.213210161582624
50,40,12,iHOSVD,W,1,0.245624214715982
50,40,12,iHOSVD,u,2,0.212858102069191
50,40,12,iHOSVD,V,2,0.805732626371525
50,40,12,iHOSVD,W,2,0.819847168670407
50,40,12,iHOOI,u,1,0.108209708074759
50,40,12,iHOOI,V,1,0.219426381913917
50,40,12,iHOOI,W,1,0.226321219429254
50,40,12,iHOOI,u,2,0.156946099643168
50,40,12,iHOOI,V,2,0.80653325835176
50,40,12,iHOOI,W,2,0.755033875380981
80,20,12,JisstPCA0 (oracle),u,1,0.104051352269116
80,20,12,JisstPCA0 (oracle),V,1,0.0942757496743947
80,20,12,JisstPCA0 (oracle),W,1,0.145245329587201
80,20,12,JisstPCA0 (oracle),u,2,0.178548600202656
80,20,12,JisstPCA0 (oracle),V,2,0.186226198792174
80,20,12,JisstPCA0 (oracle),W,2,0.284354967770138
80,20,12,JisstPCA0 (BIC),u,1,0.104051352269116
80,20,12,JisstPCA0 (BIC),V,1,0.0942757496743947
80,20,12,JisstPCA0 (BIC),W,1,0.145245329587201
80,20,12,JisstPCA0 (BIC),u,2,0.178548600202656
80,20,12,JisstPCA0 (BIC),V,2,0.186226198792174
80,20,12,JisstPCA0 (BIC),W,2,0.284354967770138
80,20,12,G-JisstPCA0 (oracle),u,1,0.101321168720038
80,20,12,G-JisstPCA0 (oracle),V,1,0.0940740350892201
80,20,12,G-JisstPCA0 (oracle),W,1,0.145111301618441
80,20,12,G-JisstPCA0 (oracle),u,2,0.154536502365358
80,20,12,G-JisstPCA0 (oracle),V,2,0.185102366709248
80,20,12,G-JisstPCA0 (oracle),W,2,0.28000569384828
80,20,12,G-JisstPCA0 (BIC),u,1,0.101321168720038
80,20,12,G-JisstPCA0 (BIC),V,1,0.0940740350892201
80,20,12,G-JisstPCA0 (BIC),W,1,0.145111301618441
80,20,12,G-JisstPCA0 (BIC),u,2,0.154536502365358
80,20,12,G-JisstPCA0 (BIC),V,2,0.185102366709248
80,20,12,G-JisstPCA0 (BIC),W,2,0.28000569384828
80,20,12,JisstPCA2 (oracle),u,1,0.104051352269116
80,20,12,JisstPCA2 (oracle),V,1,0.0942757496743947
80,20,12,JisstPCA2 (oracle),W,1,0.145245329587201
80,20,12,JisstPCA2 (oracle),u,2,0.11895413597771
80,20,12,JisstPCA2 (oracle),V,2,0.185441671684117
80,20,12,JisstPCA2 (oracle),W,2,0.279403391752301
80,20,12,JisstPCA2 (BIC),u,1,0.104051352269116
80,20,12,JisstPCA2 (BIC),V,1,0.0942757496743947
80,20,12,JisstPCA2 (BIC),W,1,0.145245329587201
80,20,12,JisstPCA2 (BIC),u,2,0.11895413597771
80,20,12,JisstPCA2 (BIC),V,2,0.185441671684117
80,20,12,JisstPCA2 (BIC),W,2,0.279403391752301
80,20,12,G-JisstPCA2 (oracle),u,1,0.101321168720038
80,20,12,G-JisstPCA2 (oracle),V,1,0.0940740350892201
80,20,12,G-JisstPCA2 (oracle),W,1,0.145111301618441
80,20,12,G-JisstPCA2 (oracle),u,2,0.11839363086196
80,20,12,G-JisstPCA2 (oracle),V,2,0.18419531009586
80,20,12,G-JisstPCA2 (oracle),W,2,0.278315897265398
80,20,12,G-JisstPCA2 (BIC),u,1,0.101321168720038
80,20,12,G-JisstPCA2 (BIC),V,1,0.0940740350892201
80,20,12,G-JisstPCA2 (BIC),W,1,0.145111301618441
80,20,12,G-JisstPCA2 (BIC),u,2,0.11839363086196
80,20,12,G-JisstPCA2 (BIC),V,2,0.18419531009586
80,20,12,G-JisstPCA2 (BIC),W,2,0.278315897265398
80,20,12,iHOSVD,u,1,0.172990326901148
80,20,12,iHOSVD,V,1,0.203770478796294
80,20,12,iHOSVD,W,1,0.244923376872421
80,20,12,iHOSVD,u,2,0.189302920153882
80,20,12,iHOSVD,V,2,0.806388295078486
80,20,12,iHOSVD,W,2,0.819492393281203
80,20,12,iHOOI,u,1,0.0926605860692991
80,20,12,iHOOI,V,1,0.211262883157048
80,20,12,iHOOI,W,1,0.251861833914673
80,20,12,iHOOI,u,2,0.109012072171213
80,20,12,iHOOI,V,2,0.80184547495956
80,20,12,iHOOI,W,2,0.774655028579004
80,40,12,JisstPCA0 (oracle),u,1,0.107226695688255
80,40,12,JisstPCA0 (oracle),V,1,0.0732634575877591
80,40,12,JisstPCA0 (oracle),W,1,0.0987003640851047
80,40,12,JisstPCA0 (oracle),u,2,0.179667941897677
80,40,12,JisstPCA0 (oracle),V,2,0.127610514610531
80,40,12,JisstPCA0 (oracle),W,2,0.176826209053058
80,40,12,JisstPCA0 (BIC),u,1,0.107226695688255
80,40,12,JisstPCA0 (BIC),V,1,0.0732634575877591
80,40,12,JisstPCA0 (BIC),W,1,0.0987003640851047
80,40,12,JisstPCA0 (BIC),u,2,0.179667941897677
80,40,12,JisstPCA0 (BIC),V,2,0.127610514610531
80,40,12,JisstPCA0 (BIC),W,2,0.176826209053058
80,40,12,G-JisstPCA0 (oracle),u,1,0.10786848136456
80,40,12,G-JisstPCA0 (oracle),V,1,0.0733709066429555
80,40,12,G-JisstPCA0 (oracle),W,1,0.0987771023017036
80,40,12,G-JisstPCA0 (oracle),u,2,0.177752341570702
80,40,12,G-JisstPCA0 (oracle),V,2,0.128271740270414
80,40,12,G-JisstPCA0 (oracle),W,2,0.17603905623138
80,40,12,G-JisstPCA0 (BIC),u,1,0.10786848136456
80,40,12,G-JisstPCA0 (BIC),V,1,0.0733709066429555
80,40,12,G-JisstPCA0 (BIC),W,1,0.0987771023017036
80,40,12,G-JisstPCA0 (BIC),u,2,0.177752341570702
80,40,12,G-JisstPCA0 (BIC),V,2,0.128271740270414
80,40,12,G-JisstPCA0 (BIC),W,2,0.17603905623138
80,40,12,JisstPCA2 (oracle),u,1,0.107226695688255
80,40,12,JisstPCA2 (oracle),V,1,0.0732634575877591
80,40,12,JisstPCA2 (oracle),W,1,0.0987003640851047
