q,N,seed,method,factor name,factor number,err
80,20,5,JisstPCA0 (BIC),V,1,0.0743034535257976
80,20,5,JisstPCA0 (BIC),W,1,0.119635110285703
80,20,5,JisstPCA0 (BIC),u,2,0.915302176336797
80,20,5,JisstPCA0 (BIC),V,2,0.999938834324108
80,20,5,JisstPCA0 (BIC),W,2,0.999448986286195
80,20,5,G-JisstPCA0 (oracle),u,1,0.06597399785474
80,20,5,G-JisstPCA0 (oracle),V,1,0.0743127407841616
80,20,5,G-JisstPCA0 (oracle),W,1,0.119620824225554
80,20,5,G-JisstPCA0 (oracle),u,2,0.150328714601658
80,20,5,G-JisstPCA0 (oracle),V,2,0.214442325045079
80,20,5,G-JisstPCA0 (oracle),W,2,0.270912031248566
80,20,5,G-JisstPCA0 (BIC),u,1,0.06597399785474
80,20,5,G-JisstPCA0 (BIC),V,1,0.0743127407841616
80,20,5,G-JisstPCA0 (BIC),W,1,0.119620824225554
80,20,5,G-JisstPCA0 (BIC),u,2,0.150328714601658
80,20,5,G-JisstPCA0 (BIC),V,2,0.214442325045079
80,20,5,G-JisstPCA0 (BIC),W,2,0.270912031248566
80,20,5,JisstPCA2 (oracle),u,1,0.0672399838508011
80,20,5,JisstPCA2 (oracle),V,1,0.0743034535257976
80,20,5,JisstPCA2 (oracle),W,1,0.119635110285703
80,20,5,JisstPCA2 (oracle),u,2,0.0987359196135239
80,20,5,JisstPCA2 (oracle),V,2,0.210496380472169
80,20,5,JisstPCA2 (oracle),W,2,0.268557288895312
80,20,5,JisstPCA2 (BIC),u,1,0.0672399838508011
80,20,5,JisstPCA2 (BIC),V,1,0.0743034535257976
80,20,5,JisstPCA2 (BIC),W,1,0.119635110285703
80,20,5,JisstPCA2 (BIC),u,2,0.0987359196135239
80,20,5,JisstPCA2 (BIC),V,2,0.210496380472169
80,20,5,JisstPCA2 (BIC),W,2,0.268557288895312
80,20,5,G-JisstPCA2 (oracle),u,1,0.06597399785474
80,20,5,G-JisstPCA2 (oracle),V,1,0.0743127407841616
80,20,5,G-JisstPCA2 (oracle),W,1,0.119620824225554
80,20,5,G-JisstPCA2 (oracle),u,2,0.0934827182574773
80,20,5,G-JisstPCA2 (oracle),V,2,0.210779876528974
80,20,5,G-JisstPCA2 (oracle),W,2,0.267715059176285
80,20,5,G-JisstPCA2 (BIC),u,1,0.06597399785474
80,20,5,G-JisstPCA2 (BIC),V,1,0.0743127407841616
80,20,5,G-JisstPCA2 (BIC),W,1,0.119620824225554
80,20,5,G-JisstPCA2 (BIC),u,2,0.0934827182574773
80,20,5,G-JisstPCA2 (BIC),V,2,0.210779876528974
80,20,5,G-JisstPCA2 (BIC),W,2,0.267715059176285
80,20,5,iHOSVD,u,1,0.110097738094859
80,20,5,iHOSVD,V,1,0.120452627845977
80,20,5,iHOSVD,W,1,0.1592898398068
80,20,5,iHOSVD,u,2,0.19510551701733
80,20,5,iHOSVD,V,2,0.774370829038717
80,20,5,iHOSVD,W,2,0.860404015778016
80,20,5,iHOOI,u,1,0.0583738311702845
80,20,5,iHOOI,V,1,0.121965268592975
80,20,5,iHOOI,W,1,0.16209135007041
80,20,5,iHOOI,u,2,0.0838943587323387
80,20,5,iHOOI,V,2,0.752459965836891
80,20,5,iHOOI,W,2,0.719274250204119
80,40,5,JisstPCA0 (oracle),u,1,0.0772860144260741
80,40,5,JisstPCA0 (oracle),V,1,0.062782173509049
80,40,5,JisstPCA0 (oracle),W,1,0.0939567972026542
80,40,5,JisstPCA0 (oracle),u,2,0.18567669055521
80,40,5,JisstPCA0 (oracle),V,2,0.141095555893151
80,40,5,JisstPCA0 (oracle),W,2,0.244980893406853
80,40,5,JisstPCA0 (BIC),u,1,0.0772860144260741
80,40,5,JisstPCA0 (BIC),V,1,0.062782173509049
80,40,5,JisstPCA0 (BIC),W,1,0.0939567972026542
80,40,5,JisstPCA0 (BIC),u,2,0.18567669055521
80,40,5,JisstPCA0 (BIC),V,2,0.141095555893151
80,40,5,JisstPCA0 (BIC),W,2,0.244980893406853
80,40,5,G-JisstPCA0 (oracle),u,1,0.0782907029834706
80,40,5,G-JisstPCA0 (oracle),V,1,0.0628926733731778
80,40,5,G-JisstPCA0 (oracle),W,1,0.0940223348725038
80,40,5,G-JisstPCA0 (oracle),u,2,0.183121305190897
80,40,5,G-JisstPCA0 (oracle),V,2,0.141467765608794
80,40,5,G-JisstPCA0 (oracle),W,2,0.245708043752567
80,40,5,G-JisstPCA0 (BIC),u,1,0.0782907029834706
80,40,5,G-JisstPCA0 (BIC),V,1,0.0628926733731778
80,40,5,G-JisstPCA0 (BIC),W,1,0.0940223348725038
80,40,5,G-JisstPCA0 (BIC),u,2,0.183121305190897
80,40,5,G-JisstPCA0 (BIC),V,2,0.141467765608794
80,40,5,G-JisstPCA0 (BIC),W,2,0.245708043752567
80,40,5,JisstPCA2 (oracle),u,1,0.0772860144260741
80,40,5,JisstPCA2 (oracle),V,1,0.062782173509049
80,40,5,JisstPCA2 (oracle),W,1,0.0939567972026542
80,40,5,JisstPCA2 (oracle),u,2,0.129490202315458
80,40,5,JisstPCA2 (oracle),V,2,0.139237542642874
80,40,5,JisstPCA2 (oracle),W,2,0.242610582627761
80,40,5,JisstPCA2 (BIC),u,1,0.0772860144260741
80,40,5,JisstPCA2 (BIC),V,1,0.062782173509049
80,40,5,JisstPCA2 (BIC),W,1,0.0939567972026542
80,40,5,JisstPCA2 (BIC),u,2,0.129490202315458
80,40,5,JisstPCA2 (BIC),V,2,0.139237542642874
80,40,5,JisstPCA2 (BIC),W,2,0.242610582627761
80,40,5,G-JisstPCA2 (oracle),u,1,0.0782907029834706
80,40,5,G-JisstPCA2 (oracle),V,1,0.0628926733731778
80,40,5,G-JisstPCA2 (oracle),W,1,0.0940223348725038
80,40,5,G-JisstPCA2 (oracle),u,2,0.126880137189227
80,40,5,G-JisstPCA2 (oracle),V,2,0.139988622158917
80,40,5,G-JisstPCA2 (oracle),W,2,0.244051541734477
80,40,5,G-JisstPCA2 (BIC),u,1,0.0782907029834706
80,40,5,G-JisstPCA2 (BIC),V,1,0.0628926733731778
80,40,5,G-JisstPCA2 (BIC),W,1,0.0940223348725038
80,40,5,G-JisstPCA2 (BIC),u,2,0.126880137189227
80,40,5,G-JisstPCA2 (BIC),V,2,0.139988622158917
80,40,5,G-JisstPCA2 (BIC),W,2,0.244051541734477
80,40,5,iHOSVD,u,1,0.121013768853501
80,40,5,iHOSVD,V,1,0.140212702909744
80,40,5,iHOSVD,W,1,0.139876208624503
80,40,5,iHOSVD,u,2,0.161555468224623
80,40,5,iHOSVD,V,2,0.763740906789811
80,40,5,iHOSVD,W,2,0.752950633489341
80,40,5,iHOOI,u,1,0.0713213330048982
80,40,5,iHOOI,V,1,0.139342435600475
80,40,5,iHOOI,W,1,0.128536586396085
80,40,5,iHOOI,u,2,0.123465140961402
80,40,5,iHOOI,V,2,0.754088373153924
80,40,5,iHOOI,W,2,0.705279491494084
50,20,6,JisstPCA0 (oracle),u,1,0.0945409402498857
50,20,6,JisstPCA0 (oracle),V,1,0.0882872482903382
50,20,6,JisstPCA0 (oracle),W,1,0.153771315234621
50,20,6,JisstPCA0 (oracle),u,2,0.18496398538154
50,20,6,JisstPCA0 (oracle),V,2,0.161057659943974
50,20,6,JisstPCA0 (oracle),W,2,0.314495691626521
50,20,6,JisstPCA0 (BIC),u,1,0.0945409402498857
50,20,6,JisstPCA0 (BIC),V,1,0.0882872482903382
50,20,6,JisstPCA0 (BIC),W,1,0.153771315234621
50,20,6,JisstPCA0 (BIC),u,2,0.18496398538154
50,20,6,JisstPCA0 (BIC),V,2,0.161057659943974
50,20,6,JisstPCA0 (BIC),W,2,0.314495691626521
50,20,6,G-JisstPCA0 (oracle),u,1,0.0980462661207928
50,20,6,G-JisstPCA0 (oracle),V,1,0.0883050601511562
50,20,6,G-JisstPCA0 (oracle),W,1,0.154190055317349
50,20,6,G-JisstPCA0 (oracle),u,2,0.166804708813472
50,20,6,G-JisstPCA0 (oracle),V,2,0.162783528975448
50,20,6,G-JisstPCA0 (oracle),W,2,0.314427226383538
50,20,6,G-JisstPCA0 (BIC),u,1,0.0980462661207928
50,20,6,G-JisstPCA0 (BIC),V,1,0.0883050601511562
50,20,6,G-JisstPCA0 (BIC),W,1,0.154190055317349
50,20,6,G-JisstPCA0 (BIC),u,2,0.166804708813472
50,20,6,G-JisstPCA0 (BIC),V,2,0.162783528975448
50,20,6,G-JisstPCA0 (BIC),W,2,0.314427226383538
50,20,6,JisstPCA2 (oracle),u,1,0.0945409402498857
50,20,6,JisstPCA2 (oracle),V,1,0.0882872482903382
50,20,6,JisstPCA2 (oracle),W,1,0.153771315234621
50,20,6,JisstPCA2 (oracle),u,2,0.122720614764937
50,20,6,JisstPCA2 (oracle),V,2,0.159153535375442
50,20,6,JisstPCA2 (oracle),W,2,0.313223964067812
50,20,6,JisstPCA2 (BIC),u,1,0.0945409402498857
50,20,6,JisstPCA2 (BIC),V,1,0.0882872482903382
50,20,6,JisstPCA2 (BIC),W,1,0.153771315234621
50,20,6,JisstPCA2 (BIC),u,2,0.122720614764937
50,20,6,JisstPCA2 (BIC),V,2,0.159153535375442
50,20,6,JisstPCA2 (BIC),W,2,0.313223964067812
50,20,6,G-JisstPCA2 (oracle),u,1,0.0980462661207928
50,20,6,G-JisstPCA2 (oracle),V,1,0.0883050601511562
50,20,6,G-JisstPCA2 (oracle),W,1,0.154190055317349
50,20,6,G-JisstPCA2 (oracle),u,2,0.124564755451921
50,20,6,G-JisstPCA2 (oracle),V,2,0.16132335953255
50,20,6,G-JisstPCA2 (oracle),W,2,0.315559804294696
50,20,6,G-JisstPCA2 (BIC),u,1,0.0980462661207928
50,20,6,G-JisstPCA2 (BIC),V,1,0.0883050601511562
50,20,6,G-JisstPCA2 (BIC),W,1,0.154190055317349
50,20,6,G-JisstPCA2 (BIC),u,2,0.124564755451921
50,20,6,G-JisstPCA2 (BIC),V,2,0.16132335953255
50,20,6,G-JisstPCA2 (BIC),W,2,0.315559804294696
50,20,6,iHOSVD,u,1,0.158419526742009
50,20,6,iHOSVD,V,1,0.203752024456826
50,20,6,iHOSVD,W,1,0.246810457059438
50,20,6,iHOSVD,u,2,0.193920009035205
50,20,6,iHOSVD,V,2,0.797184163281999
50,20,6,iHOSVD,W,2,0.951193004562215
50,20,6,iHOOI,u,1,0.0813229994954388
50,20,6,iHOOI,V,1,0.204861835312598
50,20,6,iHOOI,W,1,0.21887833922435
50,20,6,iHOOI,u,2,0.11742411700612
50,20,6,iHOOI,V,2,0.794281168851756
50,20,6,iHOOI,W,2,0.770713935906749
50,40,6,JisstPCA0 (oracle),u,1,0.101462851184068
50,40,6,JisstPCA0 (oracle),V,1,0.0590612318276147
50,40,6,JisstPCA0 (oracle),W,1,0.121187833927898
50,40,6,JisstPCA0 (oracle),u,2,0.22513537577056
50,40,6,JisstPCA0 (oracle),V,2,0.144005037607496
50,40,6,JisstPCA0 (oracle),W,2,0.311045636486686
50,40,6,JisstPCA0 (BIC),u,1,0.101462851184068
50,40,6,JisstPCA0 (BIC),V,1,0.0590612318276147
50,40,6,JisstPCA0 (BIC),W,1,0.121187833927898
50,40,6,JisstPCA0 (BIC),u,2,0.22513537577056
50,40,6,JisstPCA0 (BIC),V,2,0.144005037607496
50,40,6,JisstPCA0 (BIC),W,2,0.311045636486686
50,40,6,G-JisstPCA0 (oracle),u,1,0.103984183308326
50,40,6,G-JisstPCA0 (oracle),V,1,0.0590399808492431
50,40,6,G-JisstPCA0 (oracle),W,1,0.121146025182827
50,40,6,G-JisstPCA0 (oracle),u,2,0.199483537355294
50,40,6,G-JisstPCA0 (oracle),V,2,0.144966843255728
50,40,6,G-JisstPCA0 (oracle),W,2,0.305092448071855
50,40,6,G-JisstPCA0 (BIC),u,1,0.103984183308326
50,40,6,G-JisstPCA0 (BIC),V,1,0.0590399808492431
50,40,6,G-JisstPCA0 (BIC),W,1,0.121146025182827
50,40,6,G-JisstPCA0 (BIC),u,2,0.199483537355294
50,40,6,G-JisstPCA0 (BIC),V,2,0.144966843255728
50,40,6,G-JisstPCA0 (BIC),W,2,0.305092448071855
50,40,6,JisstPCA2 (oracle),u,1,0.101462851184068
50,40,6,JisstPCA2 (oracle),V,1,0.0590612318276147
50,40,6,JisstPCA2 (oracle),W,1,0.121187833927898
50,40,6,JisstPCA2 (oracle),u,2,0.150665240110983
50,40,6,JisstPCA2 (oracle),V,2,0.141155019485675
50,40,6,JisstPCA2 (oracle),W,2,0.30039577471737
50,40,6,JisstPCA2 (BIC),u,1,0.101462851184068
50,40,6,JisstPCA2 (BIC),V,1,0.0590612318276147
50,40,6,JisstPCA2 (BIC),W,1,0.121187833927898
50,40,6,JisstPCA2 (BIC),u,2,0.150665240110983
50,40,6,JisstPCA2 (BIC),V,2,0.141155019485675
50,40,6,JisstPCA2 (BIC),W,2,0.30039577471737
50,40,6,G-JisstPCA2 (oracle),u,1,0.103984183308326
50,40,6,G-JisstPCA2 (oracle),V,1,0.0590399808492431
50,40,6,G-JisstPCA2 (oracle),W,1,0.121146025182827
50,40,6,G-JisstPCA2 (oracle),u,2,0.148307717639532
50,40,6,G-JisstPCA2 (oracle),V,2,0.14295998374448
50,40,6,G-JisstPCA2 (oracle),W,2,0.301018041591427
50,40,6,G-JisstPCA2 (BIC),u,1,0.103984183308326
50,40,6,G-JisstPCA2 (BIC),V,1,0.0590399808492431
50,40,6,G-JisstPCA2 (BIC),W,1,0.121146025182827
50,40,6,G-JisstPCA2 (BIC),u,2,0.148307717639532
50,40,6,G-JisstPCA2 (BIC),V,2,0.14295998374448
50,40,6,G-JisstPCA2 (BIC),W,2,0.301018041591427
50,40,6,iHOSVD,u,1,0.152950740119549
50,40,6,iHOSVD,V,1,0.156780626921811
50,40,6,iHOSVD,W,1,0.213046984457448
50,40,6,iHOSVD,u,2,0.184605846155464
50,40,6,iHOSVD,V,2,0.772428192587409
50,40,6,iHOSVD,W,2,0.8223496180437
50,40,6,iHOOI,u,1,0.090775956188101
50,40,6,iHOOI,V,1,0.161225327167771
50,40,6,iHOOI,W,1,0.179578017891693
50,40,6,iHOOI,u,2,0.138232185051699
50,40,6,iHOOI,V,2,0.770045066516329
50,40,6,iHOOI,W,2,0.746432103157948
80,20,6,JisstPCA0 (oracle),u,1,0.0927198680060537
80,20,6,JisstPCA0 (oracle),V,1,0.0893160351119299
80,20,6,JisstPCA0 (oracle),W,1,0.146261557128153
80,20,6,JisstPCA0 (oracle),u,2,0.161712522844532
80,20,6,JisstPCA0 (oracle),V,2,0.196749418680138
80,20,6,JisstPCA0 (oracle),W,2,0.260478415788958
80,20,6,JisstPCA0 (BIC),u,1,0.0927198680060537
80,20,6,JisstPCA0 (BIC),V,1,0.0893160351119299
80,20,6,JisstPCA0 (BIC),W,1,0.146261557128153
80,20,6,JisstPCA0 (BIC),u,2,0.161712522844532
80,20,6,JisstPCA0 (BIC),V,2,0.196749418680138
80,20,6,JisstPCA0 (BIC),W,2,0.260478415788958
80,20,6,G-JisstPCA0 (oracle),u,1,0.0911620363016928
80,20,6,G-JisstPCA0 (oracle),V,1,0.08929521565433
80,20,6,G-JisstPCA0 (oracle),W,1,0.146185269388063
80,20,6,G-JisstPCA0 (oracle),u,2,0.16015570898334
80,20,6,G-JisstPCA0 (oracle),V,2,0.196471305412874
80,20,6,G-JisstPCA0 (oracle),W,2,0.260024244707305
80,20,6,G-JisstPCA0 (BIC),u,1,0.0911620363016928
80,20,6,G-JisstPCA0 (BIC),V,1,0.08929521565433
80,20,6,G-JisstPCA0 (BIC),W,1,0.146185269388063
80,20,6,G-JisstPCA0 (BIC),u,2,0.16015570898334
80,20,6,G-JisstPCA0 (BIC),V,2,0.196471305412874
80,20,6,G-JisstPCA0 (BIC),W,2,0.260024244707305
80,20,6,JisstPCA2 (oracle),u,1,0.0927198680060537
80,20,6,JisstPCA2 (oracle),V,1,0.0893160351119299
80,20,6,JisstPCA2 (oracle),W,1,0.146261557128153
80,20,6,JisstPCA2 (oracle),u,2,0.136314214396215
80,20,6,JisstPCA2 (oracle),V,2,0.196375135247371
80,20,6,JisstPCA2 (oracle),W,2,0.259267786464006
80,20,6,JisstPCA2 (BIC),u,1,0.0927198680060537
80,20,6,JisstPCA2 (BIC),V,1,0.0893160351119299
80,20,6,JisstPCA2 (BIC),W,1,0.146261557128153
80,20,6,JisstPCA2 (BIC),u,2,0.136314214396215
80,20,6,JisstPCA2 (BIC),V,2,0.196375135247371
80,20,6,JisstPCA2 (BIC),W,2,0.259267786464006
80,20,6,G-JisstPCA2 (oracle),u,1,0.0911620363016928
80,20,6,G-JisstPCA2 (oracle),V,1,0.08929521565433
80,20,6,G-JisstPCA2 (oracle),W,1,0.146185269388063
80,20,6,G-JisstPCA2 (oracle),u,2,0.136272366016623
80,20,6,G-JisstPCA2 (oracle),V,2,0.195952282720173
80,20,6,G-JisstPCA2 (oracle),W,2,0.258938008109242
80,20,6,G-JisstPCA2 (BIC),u,1,0.0911620363016928
80,20,6,G-JisstPCA2 (BIC),V,1,0.08929521565433
80,20,6,G-JisstPCA2 (BIC),W,1,0.146185269388063
80,20,6,G-JisstPCA2 (BIC),u,2,0.136272366016623
80,20,6,G-JisstPCA2 (BIC),V,2,0.195952282720173
80,20,6,G-JisstPCA2 (BIC),W,2,0.258938008109242
80,20,6,iHOSVD,u,1,0.159090081499602
80,20,6,iHOSVD,V,1,0.186501364859701
80,20,6,iHOSVD,W,1,0.269579163155482
80,20,6,iHOSVD,u,2,0.202292571787917
80,20,6,iHOSVD,V,2,0.791838432353116
80,20,6,iHOSVD,W,2,0.824332440282825
80,20,6,iHOOI,u,1,0.0841945309851303
80,20,6,iHOOI,V,1,0.19459229525908
80,20,6,iHOOI,W,1,0.258203661741408
80,20,6,iHOOI,u,2,0.130346991308579
80,20,6,iHOOI,V,2,0.791613910856245
80,20,6,iHOOI,W,2,0.77947474579085
80,40,6,JisstPCA0 (oracle),u,1,0.0967051841599943
80,40,6,JisstPCA0 (oracle),V,1,0.057610958221324
80,40,6,JisstPCA0 (oracle),W,1,0.101346811908415
80,40,6,JisstPCA0 (oracle),u,2,0.187929597695181
80,40,6,JisstPCA0 (oracle),V,2,0.146507391579645
80,40,6,JisstPCA0 (oracle),W,2,0.206491374787851
80,40,6,JisstPCA0 (BIC),u,1,0.0967051841599943
80,40,6,JisstPCA0 (BIC),V,1,0.057610958221324
80,40,6,JisstPCA0 (BIC),W,1,0.101346811908415
80,40,6,JisstPCA0 (BIC),u,2,0.187929597695181
80,40,6,JisstPCA0 (BIC),V,2,0.146507391579645
80,40,6,JisstPCA0 (BIC),W,2,0.206491374787851
80,40,6,G-JisstPCA0 (oracle),u,1,0.0949671250481813
80,40,6,G-JisstPCA0 (oracle),V,1,0.0573781253015105
80,40,6,G-JisstPCA0 (oracle),W,1,0.101336176882778
80,40,6,G-JisstPCA0 (oracle),u,2,0.175463962116415
80,40,6,G-JisstPCA0 (oracle),V,2,0.145902296490882
80,40,6,G-JisstPCA0 (oracle),W,2,0.201999810980639
80,40,6,G-JisstPCA0 (BIC),u,1,0.0949671250481813
80,40,6,G-JisstPCA0 (BIC),V,1,0.0573781253015105
80,40,6,G-JisstPCA0 (BIC),W,1,0.101336176882778
80,40,6,G-JisstPCA0 (BIC),u,2,0.175463962116415
80,40,6,G-JisstPCA0 (BIC),V,2,0.145902296490882
80,40,6,G-JisstPCA0 (BIC),W,2,0.201999810980639
80,40,6,JisstPCA2 (oracle),u,1,0.0967051841599943
80,40,6,JisstPCA2 (oracle),V,1,0.057610958221324
80,40,6,JisstPCA2 (oracle),W,1,0.101346811908415
80,40,6,JisstPCA2 (oracle),u,2,0.140408495228071
80,40,6,JisstPCA2 (oracle),V,2,0.145168670783766
80,40,6,JisstPCA2 (oracle),W,2,0.20047105595026
80,40,6,JisstPCA2 (BIC),u,1,0.0967051841599943
80,40,6,JisstPCA2 (BIC),V,1,0.057610958221324
80,40,6,JisstPCA2 (BIC),W,1,0.101346811908415
80,40,6,JisstPCA2 (BIC),u,2,0.140408495228071
80,40,6,JisstPCA2 (BIC),V,2,0.145168670783766
80,40,6,JisstPCA2 (BIC),W,2,0.20047105595026
80,40,6,G-JisstPCA2 (oracle),u,1,0.0949671250481813
80,40,6,G-JisstPCA2 (oracle),V,1,0.0573781253015105
80,40,6,G-JisstPCA2 (oracle),W,1,0.101336176882778
80,40,6,G-JisstPCA2 (oracle),u,2,0.136535631785012
80,40,6,G-JisstPCA2 (oracle),V,2,0.144487682582769
80,40,6,G-JisstPCA2 (oracle),W,2,0.19868083029712
80,40,6,G-JisstPCA2 (BIC),u,1,0.0949671250481813
80,40,6,G-JisstPCA2 (BIC),V,1,0.0573781253015105
80,40,6,G-JisstPCA2 (BIC),W,1,0.101336176882778
80,40,6,G-JisstPCA2 (BIC),u,2,0.136535631785012
80,40,6,G-JisstPCA2 (BIC),V,2,0.144487682582769
80,40,6,G-JisstPCA2 (BIC),W,2,0.19868083029712
80,40,6,iHOSVD,u,1,0.147648756325337
80,40,6,iHOSVD,V,1,0.153659450769544
80,40,6,iHOSVD,W,1,0.182843081562978
80,40,6,iHOSVD,u,2,0.183183744873059
80,40,6,iHOSVD,V,2,0.770707740983758
80,40,6,iHOSVD,W,2,0.777524229291779
80,40,6,iHOOI,u,1,0.0884491548246876
80,40,6,iHOOI,V,1,0.158874845246061
80,40,6,iHOOI,W,1,0.174622029981251
80,40,6,iHOOI,u,2,0.129990728477107
80,40,6,iHOOI,V,2,0.769994570079095
80,40,6,iHOOI,W,2,0.731875961234378
50,20,7,JisstPCA0 (oracle),u,1,0.0747122566857069
50,20,7,JisstPCA0 (oracle),V,1,0.0810022044220781
50,20,7,JisstPCA0 (oracle),W,1,0.163664304074415
50,20,7,JisstPCA0 (oracle),u,2,0.202783449759272
50,20,7,JisstPCA0 (oracle),V,2,0.187588231946448
50,20,7,JisstPCA0 (oracle),W,2,0.325617553621523
50,20,7,JisstPCA0 (BIC),u,1,0.0747122566857069
50,20,7,JisstPCA0 (BIC),V,1,0.0810022044220781
50,20,7,JisstPCA0 (BIC),W,1,0.163664304074415
50,20,7,JisstPCA0 (BIC),u,2,0.202783449759272
50,20,7,JisstPCA0 (BIC),V,2,0.187588231946448
50,20,7,JisstPCA0 (BIC),W,2,0.325617553621523
50,20,7,G-JisstPCA0 (oracle),u,1,0.0808739085632328
50,20,7,G-JisstPCA0 (oracle),V,1,0.0811900689758438
50,20,7,G-JisstPCA0 (oracle),W,1,0.163052336708352
50,20,7,G-JisstPCA0 (oracle),u,2,0.183540850190314
50,20,7,G-JisstPCA0 (oracle),V,2,0.189148713124118
50,20,7,G-JisstPCA0 (oracle),W,2,0.323581787413678
50,20,7,G-JisstPCA0 (BIC),u,1,0.0808739085632328
50,20,7,G-JisstPCA0 (BIC),V,1,0.0811900689758438
50,20,7,G-JisstPCA0 (BIC),W,1,0.163052336708352
50,20,7,G-JisstPCA0 (BIC),u,2,0.183540850190314
50,20,7,G-JisstPCA0 (BIC),V,2,0.189148713124118
50,20,7,G-JisstPCA0 (BIC),W,2,0.323581787413678
50,20,7,JisstPCA2 (oracle),u,1,0.0747122566857069
50,20,7,JisstPCA2 (oracle),V,1,0.0810022044220781
50,20,7,JisstPCA2 (oracle),W,1,0.163664304074415
50,20,7,JisstPCA2 (oracle),u,2,0.116914856560489
50,20,7,JisstPCA2 (oracle),V,2,0.18245112757815
50,20,7,JisstPCA2 (oracle),W,2,0.31522166586197
50,20,7,JisstPCA2 (BIC),u,1,0.0747122566857069
50,20,7,JisstPCA2 (BIC),V,1,0.0810022044220781
50,20,7,JisstPCA2 (BIC),W,1,0.163664304074415
50,20,7,JisstPCA2 (BIC),u,2,0.116914856560489
50,20,7,JisstPCA2 (BIC),V,2,0.18245112757815
50,20,7,JisstPCA2 (BIC),W,2,0.31522166586197
50,20,7,G-JisstPCA2 (oracle),u,1,0.0808739085632328
50,20,7,G-JisstPCA2 (oracle),V,1,0.0811900689758438
50,20,7,G-JisstPCA2 (oracle),W,1,0.163052336708352
50,20,7,G-JisstPCA2 (oracle),u,2,0.122187884035358
50,20,7,G-JisstPCA2 (oracle),V,2,0.186881692269707
50,20,7,G-JisstPCA2 (oracle),W,2,0.318949565241876
50,20,7,G-JisstPCA2 (BIC),u,1,0.0808739085632328
50,20,7,G-JisstPCA2 (BIC),V,1,0.0811900689758438
50,20,7,G-JisstPCA2 (BIC),W,1,0.163052336708352
50,20,7,G-JisstPCA2 (BIC),u,2,0.122187884035358
50,20,7,G-JisstPCA2 (BIC),V,2,0.186881692269707
50,20,7,G-JisstPCA2 (BIC),W,2,0.318949565241876
50,20,7,iHOSVD,u,1,0.12999948505501
50,20,7,iHOSVD,V,1,0.178137786275914
50,20,7,iHOSVD,W,1,0.264737880472332
50,20,7,iHOSVD,u,2,0.176334623087954
50,20,7,iHOSVD,V,2,0.791739933246944
50,20,7,iHOSVD,W,2,0.819539030958216
50,20,7,iHOOI,u,1,0.0627827104653867
50,20,7,iHOOI,V,1,0.182222670564777
50,20,7,iHOOI,W,1,0.195740011010741
50,20,7,iHOOI,u,2,0.110827553487317
50,20,7,iHOOI,V,2,0.785229770588327
50,20,7,iHOOI,W,2,0.764079097547519
50,40,7,JisstPCA0 (oracle),u,1,0.0938049789991497
50,40,7,JisstPCA0 (oracle),V,1,0.0574294927017459
50,40,7,JisstPCA0 (oracle),W,1,0.109469488678719
50,40,7,JisstPCA0 (oracle),u,2,0.173991470731003
50,40,7,JisstPCA0 (oracle),V,2,0.157753231359917
50,40,7,JisstPCA0 (oracle),W,2,0.239223905310708
50,40,7,JisstPCA0 (BIC),u,1,0.0938049789991497
50,40,7,JisstPCA0 (BIC),V,1,0.0574294927017459
50,40,7,JisstPCA0 (BIC),W,1,0.109469488678719
50,40,7,JisstPCA0 (BIC),u,2,0.173991470731003
50,40,7,JisstPCA0 (BIC),V,2,0.157753231359917
50,40,7,JisstPCA0 (BIC),W,2,0.239223905310708
50,40,7,G-JisstPCA0 (oracle),u,1,0.094430552734509
50,40,7,G-JisstPCA0 (oracle),V,1,0.0573379678935678
50,40,7,G-JisstPCA0 (oracle),W,1,0.109463051734592
50,40,7,G-JisstPCA0 (oracle),u,2,0.157224383253627
50,40,7,G-JisstPCA0 (oracle),V,2,0.157582035804305
50,40,7,G-JisstPCA0 (oracle),W,2,0.235827252017345
50,40,7,G-JisstPCA0 (BIC),u,1,0.094430552734509
50,40,7,G-JisstPCA0 (BIC),V,1,0.0573379678935678
50,40,7,G-JisstPCA0 (BIC),W,1,0.109463051734592
50,40,7,G-JisstPCA0 (BIC),u,2,0.157224383253627
50,40,7,G-JisstPCA0 (BIC),V,2,0.157582035804305
50,40,7,G-JisstPCA0 (BIC),W,2,0.235827252017345
50,40,7,JisstPCA2 (oracle),u,1,0.0938049789991497
50,40,7,JisstPCA2 (oracle),V,1,0.0574294927017459
50,40,7,JisstPCA2 (oracle),W,1,0.109469488678719
50,40,7,JisstPCA2 (oracle),u,2,0.129659328889004
50,40,7,JisstPCA2 (oracle),V,2,0.15750259315962
50,40,7,JisstPCA2 (oracle),W,2,0.233095999298105
50,40,7,JisstPCA2 (BIC),u,1,0.0938049789991497
50,40,7,JisstPCA2 (BIC),V,1,0.0574294927017459
50,40,7,JisstPCA2 (BIC),W,1,0.109469488678719
50,40,7,JisstPCA2 (BIC),u,2,0.129659328889004
50,40,7,JisstPCA2 (BIC),V,2,0.15750259315962
50,40,7,JisstPCA2 (BIC),W,2,0.233095999298105
50,40,7,G-JisstPCA2 (oracle),u,1,0.094430552734509
50,40,7,G-JisstPCA2 (oracle),V,1,0.0573379678935678
50,40,7,G-JisstPCA2 (oracle),W,1,0.109463051734592
50,40,7,G-JisstPCA2 (oracle),u,2,0.129352107685886
