"V1","V2"
-0.983192080250175,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0.0339031751810405,0
0,-0.974679434480896
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
0,0.0512989176042577
