"scenario","orthogonal","SNR","seed","method","factor.name","factor.number","err"
4,1,12.5,3,"iHOOI","V",2,0.23456185446119
4,1,12.5,3,"iHOOI","W",2,0.0644242216853784
4,1,25,3,"G-JisstPCA0 (oracle)","u",1,0.00666938406870102
4,1,25,3,"G-JisstPCA0 (oracle)","V",1,0.0241346491322821
4,1,25,3,"G-JisstPCA0 (oracle)","W",1,0.0216980641710025
4,1,25,3,"G-JisstPCA0 (oracle)","u",2,0.012095737031269
4,1,25,3,"G-JisstPCA0 (oracle)","V",2,0.0330298232491508
4,1,25,3,"G-JisstPCA0 (oracle)","W",2,0.0252389815001811
4,1,25,3,"G-JisstPCA1 (oracle)","u",1,0.00666938406870102
4,1,25,3,"G-JisstPCA1 (oracle)","V",1,0.0241346491322821
4,1,25,3,"G-JisstPCA1 (oracle)","W",1,0.0216980641710025
4,1,25,3,"G-JisstPCA1 (oracle)","u",2,0.0120607010408616
4,1,25,3,"G-JisstPCA1 (oracle)","V",2,0.0328952676955083
4,1,25,3,"G-JisstPCA1 (oracle)","W",2,0.0250486519072962
4,1,25,3,"iHOSVD","u",1,0.00659134061705992
4,1,25,3,"iHOSVD","V",1,0.183189491800464
4,1,25,3,"iHOSVD","W",1,0.0335118638508479
4,1,25,3,"iHOSVD","u",2,0.0119639407577865
4,1,25,3,"iHOSVD","V",2,0.183317533326037
4,1,25,3,"iHOSVD","W",2,0.0316409087325303
4,1,25,3,"iHOOI","u",1,0.00640971157031043
4,1,25,3,"iHOOI","V",1,0.225387174545868
4,1,25,3,"iHOOI","W",1,0.0352800388133129
4,1,25,3,"iHOOI","u",2,0.011523909980111
4,1,25,3,"iHOOI","V",2,0.225515595624526
4,1,25,3,"iHOOI","W",2,0.0335932625800411
4,1,5,4,"G-JisstPCA0 (oracle)","u",1,0.0319071133762789
4,1,5,4,"G-JisstPCA0 (oracle)","V",1,0.11795724840254
4,1,5,4,"G-JisstPCA0 (oracle)","W",1,0.0908953196708432
4,1,5,4,"G-JisstPCA0 (oracle)","u",2,0.0657557208629519
4,1,5,4,"G-JisstPCA0 (oracle)","V",2,0.158793349498414
4,1,5,4,"G-JisstPCA0 (oracle)","W",2,0.120932467789021
4,1,5,4,"G-JisstPCA1 (oracle)","u",1,0.0319071133762789
4,1,5,4,"G-JisstPCA1 (oracle)","V",1,0.11795724840254
4,1,5,4,"G-JisstPCA1 (oracle)","W",1,0.0908953196708432
4,1,5,4,"G-JisstPCA1 (oracle)","u",2,0.0638144702742775
4,1,5,4,"G-JisstPCA1 (oracle)","V",2,0.157192743081036
4,1,5,4,"G-JisstPCA1 (oracle)","W",2,0.120956699682327
4,1,5,4,"iHOSVD","u",1,0.0298243152002569
4,1,5,4,"iHOSVD","V",1,0.989321692023508
4,1,5,4,"iHOSVD","W",1,0.163630568709577
4,1,5,4,"iHOSVD","u",2,0.0824575577209172
4,1,5,4,"iHOSVD","V",2,0.98926626628435
4,1,5,4,"iHOSVD","W",2,0.187550432380984
4,1,5,4,"iHOOI","u",1,0.0292321480715905
4,1,5,4,"iHOOI","V",1,0.977134791964337
4,1,5,4,"iHOOI","W",1,0.162846091871722
4,1,5,4,"iHOOI","u",2,0.0614402256875788
4,1,5,4,"iHOOI","V",2,0.977310634160652
4,1,5,4,"iHOOI","W",2,0.167750894263642
4,1,6.25,4,"G-JisstPCA0 (oracle)","u",1,0.0253317244140869
4,1,6.25,4,"G-JisstPCA0 (oracle)","V",1,0.0945243182415084
4,1,6.25,4,"G-JisstPCA0 (oracle)","W",1,0.0726422272602223
4,1,6.25,4,"G-JisstPCA0 (oracle)","u",2,0.0524508806773372
4,1,6.25,4,"G-JisstPCA0 (oracle)","V",2,0.126773851314867
4,1,6.25,4,"G-JisstPCA0 (oracle)","W",2,0.0972638749208072
4,1,6.25,4,"G-JisstPCA1 (oracle)","u",1,0.0253317244140869
4,1,6.25,4,"G-JisstPCA1 (oracle)","V",1,0.0945243182415084
4,1,6.25,4,"G-JisstPCA1 (oracle)","W",1,0.0726422272602223
4,1,6.25,4,"G-JisstPCA1 (oracle)","u",2,0.0510445814852645
4,1,6.25,4,"G-JisstPCA1 (oracle)","V",2,0.125526938992698
4,1,6.25,4,"G-JisstPCA1 (oracle)","W",2,0.0973149533800641
4,1,6.25,4,"iHOSVD","u",1,0.023221325998391
4,1,6.25,4,"iHOSVD","V",1,0.996277700065349
4,1,6.25,4,"iHOSVD","W",1,0.127128305179299
4,1,6.25,4,"iHOSVD","u",2,0.0599397493699273
4,1,6.25,4,"iHOSVD","V",2,0.996236065968916
4,1,6.25,4,"iHOSVD","W",2,0.14096387994529
4,1,6.25,4,"iHOOI","u",1,0.0233606888715219
4,1,6.25,4,"iHOOI","V",1,0.974221567568888
4,1,6.25,4,"iHOOI","W",1,0.127792954673979
