scenario,orthogonal,SNR,seed,method,factor name,factor number,err
4,0,8.5,5,JisstPCA0 (oracle),W,2,0.99254545411485
4,0,8.5,5,G-JisstPCA0 (BIC),u,1,0.0165080556997335
4,0,8.5,5,G-JisstPCA0 (BIC),V,1,0.063520583320502
4,0,8.5,5,G-JisstPCA0 (BIC),W,1,0.0540870027446774
4,0,8.5,5,G-JisstPCA0 (BIC),u,2,0.0441983621999886
4,0,8.5,5,G-JisstPCA0 (BIC),V,2,0.0837001406617205
4,0,8.5,5,G-JisstPCA0 (BIC),W,2,0.0796380210992515
4,0,8.5,5,G-JisstPCA0 (BIC top),u,1,0.0165080556997335
4,0,8.5,5,G-JisstPCA0 (BIC top),V,1,0.063520583320502
4,0,8.5,5,G-JisstPCA0 (BIC top),W,1,0.0540870027446774
4,0,8.5,5,G-JisstPCA0 (BIC top),u,2,0.0441983621999886
4,0,8.5,5,G-JisstPCA0 (BIC top),V,2,0.0837001406617205
4,0,8.5,5,G-JisstPCA0 (BIC top),W,2,0.0796380210992515
4,0,8.5,5,G-JisstPCA0 (oracle),u,1,0.0165080556997335
4,0,8.5,5,G-JisstPCA0 (oracle),V,1,0.063520583320502
4,0,8.5,5,G-JisstPCA0 (oracle),W,1,0.0540870027446774
4,0,8.5,5,G-JisstPCA0 (oracle),u,2,0.0441983621999886
4,0,8.5,5,G-JisstPCA0 (oracle),V,2,0.0837001406617205
4,0,8.5,5,G-JisstPCA0 (oracle),W,2,0.0796380210992515
4,0,8.5,5,JisstPCA1 (BIC),u,1,0.0193277454468274
4,0,8.5,5,JisstPCA1 (BIC),V,1,0.0636524196790308
4,0,8.5,5,JisstPCA1 (BIC),W,1,0.0548447514627811
4,0,8.5,5,JisstPCA1 (BIC),u,2,0.154587433596744
4,0,8.5,5,JisstPCA1 (BIC),V,2,0.240689224980715
4,0,8.5,5,JisstPCA1 (BIC),W,2,0.365631465265527
4,0,8.5,5,JisstPCA1 (BIC top),u,1,0.0193277454468274
4,0,8.5,5,JisstPCA1 (BIC top),V,1,0.0636524196790308
4,0,8.5,5,JisstPCA1 (BIC top),W,1,0.0548447514627811
4,0,8.5,5,JisstPCA1 (BIC top),u,2,0.154587433596744
4,0,8.5,5,JisstPCA1 (BIC top),V,2,0.240689224980715
4,0,8.5,5,JisstPCA1 (BIC top),W,2,0.365631465265527
4,0,8.5,5,JisstPCA1 (oracle),u,1,0.0193277454468274
4,0,8.5,5,JisstPCA1 (oracle),V,1,0.0636524196790308
4,0,8.5,5,JisstPCA1 (oracle),W,1,0.0548447514627811
4,0,8.5,5,JisstPCA1 (oracle),u,2,0.154587433596744
4,0,8.5,5,JisstPCA1 (oracle),V,2,0.240689224980715
4,0,8.5,5,JisstPCA1 (oracle),W,2,0.365631465265527
4,0,8.5,5,G-JisstPCA1 (BIC),u,1,0.0165080556997335
4,0,8.5,5,G-JisstPCA1 (BIC),V,1,0.063520583320502
4,0,8.5,5,G-JisstPCA1 (BIC),W,1,0.0540870027446774
4,0,8.5,5,G-JisstPCA1 (BIC),u,2,0.15119447090464
4,0,8.5,5,G-JisstPCA1 (BIC),V,2,0.240215283715733
4,0,8.5,5,G-JisstPCA1 (BIC),W,2,0.364708539515469
4,0,8.5,5,G-JisstPCA1 (BIC top),u,1,0.0165080556997335
4,0,8.5,5,G-JisstPCA1 (BIC top),V,1,0.063520583320502
4,0,8.5,5,G-JisstPCA1 (BIC top),W,1,0.0540870027446774
4,0,8.5,5,G-JisstPCA1 (BIC top),u,2,0.15119447090464
4,0,8.5,5,G-JisstPCA1 (BIC top),V,2,0.240215283715733
4,0,8.5,5,G-JisstPCA1 (BIC top),W,2,0.364708539515469
4,0,8.5,5,G-JisstPCA1 (oracle),u,1,0.0165080556997335
4,0,8.5,5,G-JisstPCA1 (oracle),V,1,0.063520583320502
4,0,8.5,5,G-JisstPCA1 (oracle),W,1,0.0540870027446774
4,0,8.5,5,G-JisstPCA1 (oracle),u,2,0.15119447090464
4,0,8.5,5,G-JisstPCA1 (oracle),V,2,0.240215283715733
4,0,8.5,5,G-JisstPCA1 (oracle),W,2,0.364708539515469
4,0,8.5,5,iHOSVD,u,1,0.0286818113859699
4,0,8.5,5,iHOSVD,V,1,0.207426882599749
4,0,8.5,5,iHOSVD,W,1,0.340740841162257
4,0,8.5,5,iHOSVD,u,2,0.168387396804246
4,0,8.5,5,iHOSVD,V,2,0.39393073989201
4,0,8.5,5,iHOSVD,W,2,0.603799349236843
4,0,8.5,5,iHOOI,u,1,0.0286768729927223
4,0,8.5,5,iHOOI,V,1,0.207635953682076
4,0,8.5,5,iHOOI,W,1,0.340084373377033
4,0,8.5,5,iHOOI,u,2,0.165696019651441
4,0,8.5,5,iHOOI,V,2,0.39416113575228
4,0,8.5,5,iHOOI,W,2,0.603210525160625
4,0,12.5,5,JisstPCA0 (BIC),u,1,0.0160274222106269
4,0,12.5,5,JisstPCA0 (BIC),V,1,0.0452738458019846
4,0,12.5,5,JisstPCA0 (BIC),W,1,0.0457964877601482
4,0,12.5,5,JisstPCA0 (BIC),u,2,0.476911633065067
4,0,12.5,5,JisstPCA0 (BIC),V,2,0.999999999999999
4,0,12.5,5,JisstPCA0 (BIC),W,2,1
4,0,12.5,5,JisstPCA0 (BIC top),u,1,0.0160274222106269
4,0,12.5,5,JisstPCA0 (BIC top),V,1,0.0452738458019846
4,0,12.5,5,JisstPCA0 (BIC top),W,1,0.0457964877601482
4,0,12.5,5,JisstPCA0 (BIC top),u,2,0.476911633065067
4,0,12.5,5,JisstPCA0 (BIC top),V,2,0.165628380555555
4,0,12.5,5,JisstPCA0 (BIC top),W,2,0.4134791085555
4,0,12.5,5,JisstPCA0 (oracle),u,1,0.0160274222106269
4,0,12.5,5,JisstPCA0 (oracle),V,1,0.0452738458019846
4,0,12.5,5,JisstPCA0 (oracle),W,1,0.0457964877601482
4,0,12.5,5,JisstPCA0 (oracle),u,2,0.99475669945212
4,0,12.5,5,JisstPCA0 (oracle),V,2,0.998185669698296
4,0,12.5,5,JisstPCA0 (oracle),W,2,0.992734684100412
4,0,12.5,5,G-JisstPCA0 (BIC),u,1,0.0127557740560849
4,0,12.5,5,G-JisstPCA0 (BIC),V,1,0.0450705337998709
4,0,12.5,5,G-JisstPCA0 (BIC),W,1,0.0449344974413324
4,0,12.5,5,G-JisstPCA0 (BIC),u,2,0.0303745028898193
4,0,12.5,5,G-JisstPCA0 (BIC),V,2,0.0569797728134271
4,0,12.5,5,G-JisstPCA0 (BIC),W,2,0.0537021928651232
4,0,12.5,5,G-JisstPCA0 (BIC top),u,1,0.0127557740560849
4,0,12.5,5,G-JisstPCA0 (BIC top),V,1,0.0450705337998709
4,0,12.5,5,G-JisstPCA0 (BIC top),W,1,0.0449344974413324
4,0,12.5,5,G-JisstPCA0 (BIC top),u,2,0.0303745028898193
4,0,12.5,5,G-JisstPCA0 (BIC top),V,2,0.0569797728134271
4,0,12.5,5,G-JisstPCA0 (BIC top),W,2,0.0537021928651232
4,0,12.5,5,G-JisstPCA0 (oracle),u,1,0.0127557740560849
4,0,12.5,5,G-JisstPCA0 (oracle),V,1,0.0450705337998709
4,0,12.5,5,G-JisstPCA0 (oracle),W,1,0.0449344974413324
4,0,12.5,5,G-JisstPCA0 (oracle),u,2,0.0303745028898193
4,0,12.5,5,G-JisstPCA0 (oracle),V,2,0.0569797728134271
4,0,12.5,5,G-JisstPCA0 (oracle),W,2,0.0537021928651232
4,0,12.5,5,JisstPCA1 (BIC),u,1,0.0160274222106269
4,0,12.5,5,JisstPCA1 (BIC),V,1,0.0452738458019846
4,0,12.5,5,JisstPCA1 (BIC),W,1,0.0457964877601482
4,0,12.5,5,JisstPCA1 (BIC),u,2,0.150971418274806
4,0,12.5,5,JisstPCA1 (BIC),V,2,0.234354047214044
4,0,12.5,5,JisstPCA1 (BIC),W,2,0.360826104529038
4,0,12.5,5,JisstPCA1 (BIC top),u,1,0.0160274222106269
4,0,12.5,5,JisstPCA1 (BIC top),V,1,0.0452738458019846
4,0,12.5,5,JisstPCA1 (BIC top),W,1,0.0457964877601482
4,0,12.5,5,JisstPCA1 (BIC top),u,2,0.150971418274806
4,0,12.5,5,JisstPCA1 (BIC top),V,2,0.234354047214044
4,0,12.5,5,JisstPCA1 (BIC top),W,2,0.360826104529038
4,0,12.5,5,JisstPCA1 (oracle),u,1,0.0160274222106269
4,0,12.5,5,JisstPCA1 (oracle),V,1,0.0452738458019846
4,0,12.5,5,JisstPCA1 (oracle),W,1,0.0457964877601482
4,0,12.5,5,JisstPCA1 (oracle),u,2,0.150971418274806
4,0,12.5,5,JisstPCA1 (oracle),V,2,0.234354047214044
4,0,12.5,5,JisstPCA1 (oracle),W,2,0.360826104529038
4,0,12.5,5,G-JisstPCA1 (BIC),u,1,0.0127557740560849
4,0,12.5,5,G-JisstPCA1 (BIC),V,1,0.0450705337998709
4,0,12.5,5,G-JisstPCA1 (BIC),W,1,0.0449344974413324
4,0,12.5,5,G-JisstPCA1 (BIC),u,2,0.147183890472934
4,0,12.5,5,G-JisstPCA1 (BIC),V,2,0.233808666660422
4,0,12.5,5,G-JisstPCA1 (BIC),W,2,0.359905771558917
4,0,12.5,5,G-JisstPCA1 (BIC top),u,1,0.0127557740560849
4,0,12.5,5,G-JisstPCA1 (BIC top),V,1,0.0450705337998709
4,0,12.5,5,G-JisstPCA1 (BIC top),W,1,0.0449344974413324
4,0,12.5,5,G-JisstPCA1 (BIC top),u,2,0.147183890472934
4,0,12.5,5,G-JisstPCA1 (BIC top),V,2,0.233808666660422
4,0,12.5,5,G-JisstPCA1 (BIC top),W,2,0.359905771558917
4,0,12.5,5,G-JisstPCA1 (oracle),u,1,0.0127557740560849
4,0,12.5,5,G-JisstPCA1 (oracle),V,1,0.0450705337998709
4,0,12.5,5,G-JisstPCA1 (oracle),W,1,0.0449344974413324
4,0,12.5,5,G-JisstPCA1 (oracle),u,2,0.147183890472934
4,0,12.5,5,G-JisstPCA1 (oracle),V,2,0.233808666660422
4,0,12.5,5,G-JisstPCA1 (oracle),W,2,0.359905771558917
4,0,12.5,5,iHOSVD,u,1,0.0265429815264384
4,0,12.5,5,iHOSVD,V,1,0.207516461443082
4,0,12.5,5,iHOSVD,W,1,0.336517524025259
4,0,12.5,5,iHOSVD,u,2,0.163149206649916
4,0,12.5,5,iHOSVD,V,2,0.393627935690022
4,0,12.5,5,iHOSVD,W,2,0.599738825013022
4,0,12.5,5,iHOOI,u,1,0.0265969674195101
4,0,12.5,5,iHOOI,V,1,0.207960492856353
4,0,12.5,5,iHOOI,W,1,0.336216121878568
4,0,12.5,5,iHOOI,u,2,0.162486056735431
4,0,12.5,5,iHOOI,V,2,0.394305332468244
4,0,12.5,5,iHOOI,W,2,0.599491913528205
4,0,25,5,JisstPCA0 (BIC),u,1,0.013745562747474
4,0,25,5,JisstPCA0 (BIC),V,1,0.0281149755717714
4,0,25,5,JisstPCA0 (BIC),W,1,0.0381976615061026
4,0,25,5,JisstPCA0 (BIC),u,2,0.476764152330528
4,0,25,5,JisstPCA0 (BIC),V,2,0.999999999999999
4,0,25,5,JisstPCA0 (BIC),W,2,1
4,0,25,5,JisstPCA0 (BIC top),u,1,0.013745562747474
4,0,25,5,JisstPCA0 (BIC top),V,1,0.0281149755717714
4,0,25,5,JisstPCA0 (BIC top),W,1,0.0381976615061026
4,0,25,5,JisstPCA0 (BIC top),u,2,0.476764152330528
4,0,25,5,JisstPCA0 (BIC top),V,2,0.150114526188279
4,0,25,5,JisstPCA0 (BIC top),W,2,0.418653390533932
4,0,25,5,JisstPCA0 (oracle),u,1,0.013745562747474
4,0,25,5,JisstPCA0 (oracle),V,1,0.0281149755717714
4,0,25,5,JisstPCA0 (oracle),W,1,0.0381976615061026
4,0,25,5,JisstPCA0 (oracle),u,2,0.994086903564455
4,0,25,5,JisstPCA0 (oracle),V,2,0.998160652599188
4,0,25,5,JisstPCA0 (oracle),W,2,0.99292032952514
4,0,25,5,G-JisstPCA0 (BIC),u,1,0.0244511427093721
4,0,25,5,G-JisstPCA0 (BIC),V,1,1
4,0,25,5,G-JisstPCA0 (BIC),W,1,1
4,0,25,5,G-JisstPCA0 (BIC),u,2,0.159526003412944
4,0,25,5,G-JisstPCA0 (BIC),V,2,0.0292183810651458
4,0,25,5,G-JisstPCA0 (BIC),W,2,0.999999999999999
4,0,25,5,G-JisstPCA0 (BIC top),u,1,0.0244511427093721
4,0,25,5,G-JisstPCA0 (BIC top),V,1,0.0292933087691633
4,0,25,5,G-JisstPCA0 (BIC top),W,1,0.0408412180227207
4,0,25,5,G-JisstPCA0 (BIC top),u,2,0.159526003412944
4,0,25,5,G-JisstPCA0 (BIC top),V,2,0.0292183810651458
4,0,25,5,G-JisstPCA0 (BIC top),W,2,0.0290314089149304
4,0,25,5,G-JisstPCA0 (oracle),u,1,0.00979557854957485
4,0,25,5,G-JisstPCA0 (oracle),V,1,0.0276930202863192
4,0,25,5,G-JisstPCA0 (oracle),W,1,0.0371975605692318
4,0,25,5,G-JisstPCA0 (oracle),u,2,0.0173203548737561
4,0,25,5,G-JisstPCA0 (oracle),V,2,0.0288129228338829
4,0,25,5,G-JisstPCA0 (oracle),W,2,0.027075327058338
4,0,25,5,JisstPCA1 (BIC),u,1,0.013745562747474
4,0,25,5,JisstPCA1 (BIC),V,1,0.0281149755717714
4,0,25,5,JisstPCA1 (BIC),W,1,0.0381976615061026
4,0,25,5,JisstPCA1 (BIC),u,2,0.148777249267736
4,0,25,5,JisstPCA1 (BIC),V,2,0.230834686207521
4,0,25,5,JisstPCA1 (BIC),W,2,0.35713391466257
4,0,25,5,JisstPCA1 (BIC top),u,1,0.013745562747474
4,0,25,5,JisstPCA1 (BIC top),V,1,0.0281149755717714
4,0,25,5,JisstPCA1 (BIC top),W,1,0.0381976615061026
4,0,25,5,JisstPCA1 (BIC top),u,2,0.148777249267736
4,0,25,5,JisstPCA1 (BIC top),V,2,0.230834686207521
4,0,25,5,JisstPCA1 (BIC top),W,2,0.35713391466257
4,0,25,5,JisstPCA1 (oracle),u,1,0.013745562747474
4,0,25,5,JisstPCA1 (oracle),V,1,0.0281149755717714
4,0,25,5,JisstPCA1 (oracle),W,1,0.0381976615061026
4,0,25,5,JisstPCA1 (oracle),u,2,0.148777249267736
4,0,25,5,JisstPCA1 (oracle),V,2,0.230834686207521
4,0,25,5,JisstPCA1 (oracle),W,2,0.35713391466257
4,0,25,5,G-JisstPCA1 (BIC),u,1,0.0244511427093721
4,0,25,5,G-JisstPCA1 (BIC),V,1,1
4,0,25,5,G-JisstPCA1 (BIC),W,1,1
4,0,25,5,G-JisstPCA1 (BIC),u,2,0.996474428023806
4,0,25,5,G-JisstPCA1 (BIC),V,2,1
4,0,25,5,G-JisstPCA1 (BIC),W,2,1
4,0,25,5,G-JisstPCA1 (BIC top),u,1,0.0244511427093721
4,0,25,5,G-JisstPCA1 (BIC top),V,1,0.0292933087691633
4,0,25,5,G-JisstPCA1 (BIC top),W,1,0.0408412180227207
4,0,25,5,G-JisstPCA1 (BIC top),u,2,0.996474428023806
4,0,25,5,G-JisstPCA1 (BIC top),V,2,1
4,0,25,5,G-JisstPCA1 (BIC top),W,2,1
4,0,25,5,G-JisstPCA1 (oracle),u,1,0.00979557854957485
4,0,25,5,G-JisstPCA1 (oracle),V,1,0.0276930202863192
4,0,25,5,G-JisstPCA1 (oracle),W,1,0.0371975605692318
4,0,25,5,G-JisstPCA1 (oracle),u,2,0.144644247431995
4,0,25,5,G-JisstPCA1 (oracle),V,2,0.230228053238264
4,0,25,5,G-JisstPCA1 (oracle),W,2,0.356190734530517
4,0,25,5,iHOSVD,u,1,0.025029061272515
4,0,25,5,iHOSVD,V,1,0.210252684579644
4,0,25,5,iHOSVD,W,1,0.333148849639494
4,0,25,5,iHOSVD,u,2,0.160297698008361
4,0,25,5,iHOSVD,V,2,0.396110193399133
4,0,25,5,iHOSVD,W,2,0.596801194115321
4,0,25,5,iHOOI,u,1,0.025055944966192
4,0,25,5,iHOOI,V,1,0.210422349254717
4,0,25,5,iHOOI,W,1,0.333066363802789
4,0,25,5,iHOOI,u,2,0.160253606258488
4,0,25,5,iHOOI,V,2,0.39633483483753
4,0,25,5,iHOOI,W,2,0.596733258614571
4,0,4,6,JisstPCA0 (BIC),u,1,0.0250146689638521
4,0,4,6,JisstPCA0 (BIC),V,1,1
4,0,4,6,JisstPCA0 (BIC),W,1,1
4,0,4,6,JisstPCA0 (BIC),u,2,0.984917740743884
4,0,4,6,JisstPCA0 (BIC),V,2,1
4,0,4,6,JisstPCA0 (BIC),W,2,1
4,0,4,6,JisstPCA0 (BIC top),u,1,0.0250146689638521
4,0,4,6,JisstPCA0 (BIC top),V,1,1
4,0,4,6,JisstPCA0 (BIC top),W,1,1
4,0,4,6,JisstPCA0 (BIC top),u,2,0.984917740743884
4,0,4,6,JisstPCA0 (BIC top),V,2,1
4,0,4,6,JisstPCA0 (BIC top),W,2,1
4,0,4,6,JisstPCA0 (oracle),u,1,0.0297036446583047
4,0,4,6,JisstPCA0 (oracle),V,1,0.13974353314138
4,0,4,6,JisstPCA0 (oracle),W,1,0.0980551271706138
4,0,4,6,JisstPCA0 (oracle),u,2,0.998905938456888
4,0,4,6,JisstPCA0 (oracle),V,2,0.999129710662245
4,0,4,6,JisstPCA0 (oracle),W,2,0.992583322744619
4,0,4,6,G-JisstPCA0 (BIC),u,1,0.0265729108362991
4,0,4,6,G-JisstPCA0 (BIC),V,1,0.139525719015835
4,0,4,6,G-JisstPCA0 (BIC),W,1,0.0977937782738914
4,0,4,6,G-JisstPCA0 (BIC),u,2,0.093385893030579
4,0,4,6,G-JisstPCA0 (BIC),V,2,0.19926711421671
4,0,4,6,G-JisstPCA0 (BIC),W,2,0.120531924640617
4,0,4,6,G-JisstPCA0 (BIC top),u,1,0.0265729108362991
4,0,4,6,G-JisstPCA0 (BIC top),V,1,0.139525719015835
4,0,4,6,G-JisstPCA0 (BIC top),W,1,0.0977937782738914
4,0,4,6,G-JisstPCA0 (BIC top),u,2,0.093385893030579
4,0,4,6,G-JisstPCA0 (BIC top),V,2,0.19926711421671
4,0,4,6,G-JisstPCA0 (BIC top),W,2,0.120531924640617
4,0,4,6,G-JisstPCA0 (oracle),u,1,0.0265729108362991
4,0,4,6,G-JisstPCA0 (oracle),V,1,0.139525719015835
4,0,4,6,G-JisstPCA0 (oracle),W,1,0.0977937782738914
4,0,4,6,G-JisstPCA0 (oracle),u,2,0.093385893030579
4,0,4,6,G-JisstPCA0 (oracle),V,2,0.19926711421671
4,0,4,6,G-JisstPCA0 (oracle),W,2,0.120531924640617
4,0,4,6,JisstPCA1 (BIC),u,1,0.0250146689638521
4,0,4,6,JisstPCA1 (BIC),V,1,1
4,0,4,6,JisstPCA1 (BIC),W,1,1
4,0,4,6,JisstPCA1 (BIC),u,2,0.169205808834569
4,0,4,6,JisstPCA1 (BIC),V,2,0.232201877207226
4,0,4,6,JisstPCA1 (BIC),W,2,0.25154440345626
4,0,4,6,JisstPCA1 (BIC top),u,1,0.0250146689638521
4,0,4,6,JisstPCA1 (BIC top),V,1,1
4,0,4,6,JisstPCA1 (BIC top),W,1,1
4,0,4,6,JisstPCA1 (BIC top),u,2,0.169205808834569
4,0,4,6,JisstPCA1 (BIC top),V,2,0.232201877207226
4,0,4,6,JisstPCA1 (BIC top),W,2,0.25154440345626
4,0,4,6,JisstPCA1 (oracle),u,1,0.0297036446583047
4,0,4,6,JisstPCA1 (oracle),V,1,0.13974353314138
4,0,4,6,JisstPCA1 (oracle),W,1,0.0980551271706138
4,0,4,6,JisstPCA1 (oracle),u,2,0.172785658430231
4,0,4,6,JisstPCA1 (oracle),V,2,0.287635949992958
4,0,4,6,JisstPCA1 (oracle),W,2,0.358786207534009
4,0,4,6,G-JisstPCA1 (BIC),u,1,0.0265729108362991
4,0,4,6,G-JisstPCA1 (BIC),V,1,0.139525719015835
4,0,4,6,G-JisstPCA1 (BIC),W,1,0.0977937782738914
4,0,4,6,G-JisstPCA1 (BIC),u,2,0.169628751801939
4,0,4,6,G-JisstPCA1 (BIC),V,2,0.286738148106468
4,0,4,6,G-JisstPCA1 (BIC),W,2,0.35742524340205
4,0,4,6,G-JisstPCA1 (BIC top),u,1,0.0265729108362991
4,0,4,6,G-JisstPCA1 (BIC top),V,1,0.139525719015835
4,0,4,6,G-JisstPCA1 (BIC top),W,1,0.0977937782738914
4,0,4,6,G-JisstPCA1 (BIC top),u,2,0.169628751801939
4,0,4,6,G-JisstPCA1 (BIC top),V,2,0.286738148106468
4,0,4,6,G-JisstPCA1 (BIC top),W,2,0.35742524340205
4,0,4,6,G-JisstPCA1 (oracle),u,1,0.0265729108362991
4,0,4,6,G-JisstPCA1 (oracle),V,1,0.139525719015835
4,0,4,6,G-JisstPCA1 (oracle),W,1,0.0977937782738914
4,0,4,6,G-JisstPCA1 (oracle),u,2,0.169628751801939
4,0,4,6,G-JisstPCA1 (oracle),V,2,0.286738148106468
4,0,4,6,G-JisstPCA1 (oracle),W,2,0.35742524340205
4,0,4,6,iHOSVD,u,1,0.0370094770557447
4,0,4,6,iHOSVD,V,1,0.292377644812056
4,0,4,6,iHOSVD,W,1,0.335598754414219
4,0,4,6,iHOSVD,u,2,0.189708001410545
4,0,4,6,iHOSVD,V,2,0.48439258464052
4,0,4,6,iHOSVD,W,2,0.599674263098785
4,0,4,6,iHOOI,u,1,0.0345982149277852
4,0,4,6,iHOOI,V,1,0.294820234836842
4,0,4,6,iHOOI,W,1,0.324021693529768
4,0,4,6,iHOOI,u,2,0.179339179754002
4,0,4,6,iHOOI,V,2,0.467126370892472
4,0,4,6,iHOOI,W,2,0.58586481977945
4,0,5,6,JisstPCA0 (BIC),u,1,0.0202630016572352
4,0,5,6,JisstPCA0 (BIC),V,1,1
4,0,5,6,JisstPCA0 (BIC),W,1,1
4,0,5,6,JisstPCA0 (BIC),u,2,0.508287254788152
4,0,5,6,JisstPCA0 (BIC),V,2,0.999999999999999
4,0,5,6,JisstPCA0 (BIC),W,2,0.999999999999999
4,0,5,6,JisstPCA0 (BIC top),u,1,0.0202630016572352
4,0,5,6,JisstPCA0 (BIC top),V,1,1
4,0,5,6,JisstPCA0 (BIC top),W,1,1
4,0,5,6,JisstPCA0 (BIC top),u,2,0.508287254788152
4,0,5,6,JisstPCA0 (BIC top),V,2,0.71190557405721
4,0,5,6,JisstPCA0 (BIC top),W,2,0.514169203740774
4,0,5,6,JisstPCA0 (oracle),u,1,0.0245266933503199
4,0,5,6,JisstPCA0 (oracle),V,1,0.111424804659445
4,0,5,6,JisstPCA0 (oracle),W,1,0.0794855446291438
4,0,5,6,JisstPCA0 (oracle),u,2,0.998347245768038
4,0,5,6,JisstPCA0 (oracle),V,2,0.998840539357965
4,0,5,6,JisstPCA0 (oracle),W,2,0.993299007502452
4,0,5,6,G-JisstPCA0 (BIC),u,1,0.0215224724696367
4,0,5,6,G-JisstPCA0 (BIC),V,1,0.111224745717499
4,0,5,6,G-JisstPCA0 (BIC),W,1,0.0791663679513601
4,0,5,6,G-JisstPCA0 (BIC),u,2,0.0742261761798294
4,0,5,6,G-JisstPCA0 (BIC),V,2,0.160062397661817
4,0,5,6,G-JisstPCA0 (BIC),W,2,0.0963036679086292
4,0,5,6,G-JisstPCA0 (BIC top),u,1,0.0215224724696367
4,0,5,6,G-JisstPCA0 (BIC top),V,1,0.111224745717499
4,0,5,6,G-JisstPCA0 (BIC top),W,1,0.0791663679513601
4,0,5,6,G-JisstPCA0 (BIC top),u,2,0.0742261761798294
4,0,5,6,G-JisstPCA0 (BIC top),V,2,0.160062397661817
4,0,5,6,G-JisstPCA0 (BIC top),W,2,0.0963036679086292
4,0,5,6,G-JisstPCA0 (oracle),u,1,0.0215224724696367
4,0,5,6,G-JisstPCA0 (oracle),V,1,0.111224745717499
4,0,5,6,G-JisstPCA0 (oracle),W,1,0.0791663679513601
4,0,5,6,G-JisstPCA0 (oracle),u,2,0.0742261761798294
4,0,5,6,G-JisstPCA0 (oracle),V,2,0.160062397661817
4,0,5,6,G-JisstPCA0 (oracle),W,2,0.0963036679086292
4,0,5,6,JisstPCA1 (BIC),u,1,0.0202630016572352
4,0,5,6,JisstPCA1 (BIC),V,1,1
4,0,5,6,JisstPCA1 (BIC),W,1,1
4,0,5,6,JisstPCA1 (BIC),u,2,0.159564887145339
4,0,5,6,JisstPCA1 (BIC),V,2,0.208130889472648
4,0,5,6,JisstPCA1 (BIC),W,2,0.245796898480439
4,0,5,6,JisstPCA1 (BIC top),u,1,0.0202630016572352
4,0,5,6,JisstPCA1 (BIC top),V,1,1
4,0,5,6,JisstPCA1 (BIC top),W,1,1
4,0,5,6,JisstPCA1 (BIC top),u,2,0.159564887145339
4,0,5,6,JisstPCA1 (BIC top),V,2,0.208130889472648
4,0,5,6,JisstPCA1 (BIC top),W,2,0.245796898480439
4,0,5,6,JisstPCA1 (oracle),u,1,0.0245266933503199
4,0,5,6,JisstPCA1 (oracle),V,1,0.111424804659445
4,0,5,6,JisstPCA1 (oracle),W,1,0.0794855446291438
4,0,5,6,JisstPCA1 (oracle),u,2,0.163600623281756
4,0,5,6,JisstPCA1 (oracle),V,2,0.268277857096532
4,0,5,6,JisstPCA1 (oracle),W,2,0.353854586243756
4,0,5,6,G-JisstPCA1 (BIC),u,1,0.0215224724696367
4,0,5,6,G-JisstPCA1 (BIC),V,1,0.111224745717499
4,0,5,6,G-JisstPCA1 (BIC),W,1,0.0791663679513601
4,0,5,6,G-JisstPCA1 (BIC),u,2,0.159980746618428
4,0,5,6,G-JisstPCA1 (BIC),V,2,0.267521476289692
4,0,5,6,G-JisstPCA1 (BIC),W,2,0.352618205089878
4,0,5,6,G-JisstPCA1 (BIC top),u,1,0.0215224724696367
4,0,5,6,G-JisstPCA1 (BIC top),V,1,0.111224745717499
4,0,5,6,G-JisstPCA1 (BIC top),W,1,0.0791663679513601
4,0,5,6,G-JisstPCA1 (BIC top),u,2,0.159980746618428
4,0,5,6,G-JisstPCA1 (BIC top),V,2,0.267521476289692
4,0,5,6,G-JisstPCA1 (BIC top),W,2,0.352618205089878
4,0,5,6,G-JisstPCA1 (oracle),u,1,0.0215224724696367
4,0,5,6,G-JisstPCA1 (oracle),V,1,0.111224745717499
4,0,5,6,G-JisstPCA1 (oracle),W,1,0.0791663679513601
4,0,5,6,G-JisstPCA1 (oracle),u,2,0.159980746618428
4,0,5,6,G-JisstPCA1 (oracle),V,2,0.267521476289692
4,0,5,6,G-JisstPCA1 (oracle),W,2,0.352618205089878
4,0,5,6,iHOSVD,u,1,0.032040007873585
4,0,5,6,iHOSVD,V,1,0.263338906810106
4,0,5,6,iHOSVD,W,1,0.329988013607807
4,0,5,6,iHOSVD,u,2,0.17559269447449
4,0,5,6,iHOSVD,V,2,0.449543286567374
4,0,5,6,iHOSVD,W,2,0.593484954417133
4,0,5,6,iHOOI,u,1,0.0309227024182146
4,0,5,6,iHOOI,V,1,0.270563966827543
4,0,5,6,iHOOI,W,1,0.323726494903782
4,0,5,6,iHOOI,u,2,0.171903172002752
4,0,5,6,iHOOI,V,2,0.446702723143726
4,0,5,6,iHOOI,W,2,0.586466662064101
4,0,6.25,6,JisstPCA0 (BIC),u,1,0.0183071010970928
4,0,6.25,6,JisstPCA0 (BIC),V,1,0.999999999999999
4,0,6.25,6,JisstPCA0 (BIC),W,1,0.0650209519193347
4,0,6.25,6,JisstPCA0 (BIC),u,2,0.151725847214882
4,0,6.25,6,JisstPCA0 (BIC),V,2,0.153858809402297
4,0,6.25,6,JisstPCA0 (BIC),W,2,1
4,0,6.25,6,JisstPCA0 (BIC top),u,1,0.0183071010970928
4,0,6.25,6,JisstPCA0 (BIC top),V,1,0.999999999999999
