diagonal,SNR,seed,method,factor name,factor number,err
0,6.25,3,JisstPCA0 (oracle),V,1,0.0567791785892472
0,6.25,3,JisstPCA0 (oracle),W,1,0.0519696565886352
0,6.25,3,JisstPCA0 (oracle),u,2,0.147642460030536
0,6.25,3,JisstPCA0 (oracle),V,2,0.121623466507468
0,6.25,3,JisstPCA0 (oracle),W,2,0.127346754761657
0,6.25,3,G-JisstPCA0 (BIC),u,1,0.0653839437137842
0,6.25,3,G-JisstPCA0 (BIC),V,1,0.0567805764356862
0,6.25,3,G-JisstPCA0 (BIC),W,1,0.0519717254390996
0,6.25,3,G-JisstPCA0 (BIC),u,2,0.148041286950702
0,6.25,3,G-JisstPCA0 (BIC),V,2,0.121702716871169
0,6.25,3,G-JisstPCA0 (BIC),W,2,0.127304252587991
0,6.25,3,G-JisstPCA0 (BIC top),u,1,0.0653839437137842
0,6.25,3,G-JisstPCA0 (BIC top),V,1,0.0567805764356862
0,6.25,3,G-JisstPCA0 (BIC top),W,1,0.0519717254390996
0,6.25,3,G-JisstPCA0 (BIC top),u,2,0.148041286950702
0,6.25,3,G-JisstPCA0 (BIC top),V,2,0.121702716871169
0,6.25,3,G-JisstPCA0 (BIC top),W,2,0.127304252587991
0,6.25,3,G-JisstPCA0 (oracle),u,1,0.0653839437137842
0,6.25,3,G-JisstPCA0 (oracle),V,1,0.0567805764356862
0,6.25,3,G-JisstPCA0 (oracle),W,1,0.0519717254390996
0,6.25,3,G-JisstPCA0 (oracle),u,2,0.148041286950702
0,6.25,3,G-JisstPCA0 (oracle),V,2,0.121702716871169
0,6.25,3,G-JisstPCA0 (oracle),W,2,0.127304252587991
0,6.25,3,JisstPCA1 (BIC),u,1,0.0654000718618773
0,6.25,3,JisstPCA1 (BIC),V,1,0.0567791785892472
0,6.25,3,JisstPCA1 (BIC),W,1,0.0519696565886352
0,6.25,3,JisstPCA1 (BIC),u,2,0.16331197349964
0,6.25,3,JisstPCA1 (BIC),V,2,0.455536539963109
0,6.25,3,JisstPCA1 (BIC),W,2,0.187100701902915
0,6.25,3,JisstPCA1 (BIC top),u,1,0.0654000718618773
0,6.25,3,JisstPCA1 (BIC top),V,1,0.0567791785892472
0,6.25,3,JisstPCA1 (BIC top),W,1,0.0519696565886352
0,6.25,3,JisstPCA1 (BIC top),u,2,0.16331197349964
0,6.25,3,JisstPCA1 (BIC top),V,2,0.455536539963109
0,6.25,3,JisstPCA1 (BIC top),W,2,0.187100701902915
0,6.25,3,JisstPCA1 (oracle),u,1,0.0654000718618773
0,6.25,3,JisstPCA1 (oracle),V,1,0.0567791785892472
0,6.25,3,JisstPCA1 (oracle),W,1,0.0519696565886352
0,6.25,3,JisstPCA1 (oracle),u,2,0.16331197349964
0,6.25,3,JisstPCA1 (oracle),V,2,0.455536539963109
0,6.25,3,JisstPCA1 (oracle),W,2,0.187100701902915
0,6.25,3,G-JisstPCA1 (BIC),u,1,0.0653839437137842
0,6.25,3,G-JisstPCA1 (BIC),V,1,0.0567805764356862
0,6.25,3,G-JisstPCA1 (BIC),W,1,0.0519717254390996
0,6.25,3,G-JisstPCA1 (BIC),u,2,0.162805816960228
0,6.25,3,G-JisstPCA1 (BIC),V,2,0.455518135249239
0,6.25,3,G-JisstPCA1 (BIC),W,2,0.187198910433064
0,6.25,3,G-JisstPCA1 (BIC top),u,1,0.0653839437137842
0,6.25,3,G-JisstPCA1 (BIC top),V,1,0.0567805764356862
0,6.25,3,G-JisstPCA1 (BIC top),W,1,0.0519717254390996
0,6.25,3,G-JisstPCA1 (BIC top),u,2,0.162805816960228
0,6.25,3,G-JisstPCA1 (BIC top),V,2,0.455518135249239
0,6.25,3,G-JisstPCA1 (BIC top),W,2,0.187198910433064
0,6.25,3,G-JisstPCA1 (oracle),u,1,0.0653839437137842
0,6.25,3,G-JisstPCA1 (oracle),V,1,0.0567805764356862
0,6.25,3,G-JisstPCA1 (oracle),W,1,0.0519717254390996
0,6.25,3,G-JisstPCA1 (oracle),u,2,0.162805816960228
0,6.25,3,G-JisstPCA1 (oracle),V,2,0.455518135249239
0,6.25,3,G-JisstPCA1 (oracle),W,2,0.187198910433064
0,6.25,3,iHOSVD,u,1,0.0658730783435749
0,6.25,3,iHOSVD,V,1,0.129013525962512
0,6.25,3,iHOSVD,W,1,0.0811870912050819
0,6.25,3,iHOSVD,u,2,0.161276855633479
0,6.25,3,iHOSVD,V,2,0.566191773855332
0,6.25,3,iHOSVD,W,2,0.270546709564331
0,6.25,3,iHOOI,u,1,0.0663547917832083
0,6.25,3,iHOOI,V,1,0.125659801135576
0,6.25,3,iHOOI,W,1,0.0629055854117945
0,6.25,3,iHOOI,u,2,0.150036643773966
0,6.25,3,iHOOI,V,2,0.543050989669845
0,6.25,3,iHOOI,W,2,0.21674791118851
0,8.5,3,JisstPCA0 (BIC),u,1,0.0500417792854169
0,8.5,3,JisstPCA0 (BIC),V,1,0.0418614531471708
0,8.5,3,JisstPCA0 (BIC),W,1,0.0383558793036494
0,8.5,3,JisstPCA0 (BIC),u,2,0.108488886213907
0,8.5,3,JisstPCA0 (BIC),V,2,0.0881378515762311
0,8.5,3,JisstPCA0 (BIC),W,2,0.0926663415413706
0,8.5,3,JisstPCA0 (BIC top),u,1,0.0500417792854169
0,8.5,3,JisstPCA0 (BIC top),V,1,0.0418614531471708
0,8.5,3,JisstPCA0 (BIC top),W,1,0.0383558793036494
0,8.5,3,JisstPCA0 (BIC top),u,2,0.108488886213907
0,8.5,3,JisstPCA0 (BIC top),V,2,0.0881378515762311
0,8.5,3,JisstPCA0 (BIC top),W,2,0.0926663415413706
0,8.5,3,JisstPCA0 (oracle),u,1,0.0500417792854169
0,8.5,3,JisstPCA0 (oracle),V,1,0.0418614531471708
0,8.5,3,JisstPCA0 (oracle),W,1,0.0383558793036494
0,8.5,3,JisstPCA0 (oracle),u,2,0.108488886213907
0,8.5,3,JisstPCA0 (oracle),V,2,0.0881378515762311
0,8.5,3,JisstPCA0 (oracle),W,2,0.0926663415413706
0,8.5,3,G-JisstPCA0 (BIC),u,1,0.0500210847384547
0,8.5,3,G-JisstPCA0 (BIC),V,1,0.0418613331395872
0,8.5,3,G-JisstPCA0 (BIC),W,1,0.0383572357513399
0,8.5,3,G-JisstPCA0 (BIC),u,2,0.10872313979453
0,8.5,3,G-JisstPCA0 (BIC),V,2,0.0881697040075602
0,8.5,3,G-JisstPCA0 (BIC),W,2,0.0926499394018307
0,8.5,3,G-JisstPCA0 (BIC top),u,1,0.0500210847384547
0,8.5,3,G-JisstPCA0 (BIC top),V,1,0.0418613331395872
0,8.5,3,G-JisstPCA0 (BIC top),W,1,0.0383572357513399
0,8.5,3,G-JisstPCA0 (BIC top),u,2,0.10872313979453
0,8.5,3,G-JisstPCA0 (BIC top),V,2,0.0881697040075602
0,8.5,3,G-JisstPCA0 (BIC top),W,2,0.0926499394018307
0,8.5,3,G-JisstPCA0 (oracle),u,1,0.0500210847384547
0,8.5,3,G-JisstPCA0 (oracle),V,1,0.0418613331395872
0,8.5,3,G-JisstPCA0 (oracle),W,1,0.0383572357513399
0,8.5,3,G-JisstPCA0 (oracle),u,2,0.10872313979453
0,8.5,3,G-JisstPCA0 (oracle),V,2,0.0881697040075602
0,8.5,3,G-JisstPCA0 (oracle),W,2,0.0926499394018307
0,8.5,3,JisstPCA1 (BIC),u,1,0.0500417792854169
0,8.5,3,JisstPCA1 (BIC),V,1,0.0418614531471708
0,8.5,3,JisstPCA1 (BIC),W,1,0.0383558793036494
0,8.5,3,JisstPCA1 (BIC),u,2,0.120839054082133
0,8.5,3,JisstPCA1 (BIC),V,2,0.447797659946764
0,8.5,3,JisstPCA1 (BIC),W,2,0.168031269751922
0,8.5,3,JisstPCA1 (BIC top),u,1,0.0500417792854169
0,8.5,3,JisstPCA1 (BIC top),V,1,0.0418614531471708
0,8.5,3,JisstPCA1 (BIC top),W,1,0.0383558793036494
0,8.5,3,JisstPCA1 (BIC top),u,2,0.120839054082133
0,8.5,3,JisstPCA1 (BIC top),V,2,0.447797659946764
0,8.5,3,JisstPCA1 (BIC top),W,2,0.168031269751922
0,8.5,3,JisstPCA1 (oracle),u,1,0.0500417792854169
0,8.5,3,JisstPCA1 (oracle),V,1,0.0418614531471708
0,8.5,3,JisstPCA1 (oracle),W,1,0.0383558793036494
0,8.5,3,JisstPCA1 (oracle),u,2,0.120839054082133
0,8.5,3,JisstPCA1 (oracle),V,2,0.447797659946764
0,8.5,3,JisstPCA1 (oracle),W,2,0.168031269751922
0,8.5,3,G-JisstPCA1 (BIC),u,1,0.0500210847384547
0,8.5,3,G-JisstPCA1 (BIC),V,1,0.0418613331395872
0,8.5,3,G-JisstPCA1 (BIC),W,1,0.0383572357513399
0,8.5,3,G-JisstPCA1 (BIC),u,2,0.12040490972485
0,8.5,3,G-JisstPCA1 (BIC),V,2,0.447787468614776
0,8.5,3,G-JisstPCA1 (BIC),W,2,0.168079712619226
0,8.5,3,G-JisstPCA1 (BIC top),u,1,0.0500210847384547
0,8.5,3,G-JisstPCA1 (BIC top),V,1,0.0418613331395872
0,8.5,3,G-JisstPCA1 (BIC top),W,1,0.0383572357513399
0,8.5,3,G-JisstPCA1 (BIC top),u,2,0.12040490972485
0,8.5,3,G-JisstPCA1 (BIC top),V,2,0.447787468614776
0,8.5,3,G-JisstPCA1 (BIC top),W,2,0.168079712619226
0,8.5,3,G-JisstPCA1 (oracle),u,1,0.0500210847384547
0,8.5,3,G-JisstPCA1 (oracle),V,1,0.0418613331395872
0,8.5,3,G-JisstPCA1 (oracle),W,1,0.0383572357513399
0,8.5,3,G-JisstPCA1 (oracle),u,2,0.12040490972485
0,8.5,3,G-JisstPCA1 (oracle),V,2,0.447787468614776
0,8.5,3,G-JisstPCA1 (oracle),W,2,0.168079712619226
0,8.5,3,iHOSVD,u,1,0.0509849838689706
0,8.5,3,iHOSVD,V,1,0.120030590268748
0,8.5,3,iHOSVD,W,1,0.0592265434728694
0,8.5,3,iHOSVD,u,2,0.114544136719293
0,8.5,3,iHOSVD,V,2,0.542883445572596
0,8.5,3,iHOSVD,W,2,0.218300309922733
0,8.5,3,iHOOI,u,1,0.0514368813518427
0,8.5,3,iHOOI,V,1,0.120037006057075
0,8.5,3,iHOOI,W,1,0.0533152319205255
0,8.5,3,iHOOI,u,2,0.111357622428953
0,8.5,3,iHOOI,V,2,0.539101673608941
0,8.5,3,iHOOI,W,2,0.20150166293255
0,12.5,3,JisstPCA0 (BIC),u,1,0.0369465456428438
0,12.5,3,JisstPCA0 (BIC),V,1,0.0286209278979088
0,12.5,3,JisstPCA0 (BIC),W,1,0.026206822750556
0,12.5,3,JisstPCA0 (BIC),u,2,0.0737257840830263
0,12.5,3,JisstPCA0 (BIC),V,2,0.0597485398963297
0,12.5,3,JisstPCA0 (BIC),W,2,0.0626589667256119
0,12.5,3,JisstPCA0 (BIC top),u,1,0.0369465456428438
0,12.5,3,JisstPCA0 (BIC top),V,1,0.0286209278979088
0,12.5,3,JisstPCA0 (BIC top),W,1,0.026206822750556
0,12.5,3,JisstPCA0 (BIC top),u,2,0.0737257840830263
0,12.5,3,JisstPCA0 (BIC top),V,2,0.0597485398963297
0,12.5,3,JisstPCA0 (BIC top),W,2,0.0626589667256119
0,12.5,3,JisstPCA0 (oracle),u,1,0.0369465456428438
0,12.5,3,JisstPCA0 (oracle),V,1,0.0286209278979088
0,12.5,3,JisstPCA0 (oracle),W,1,0.026206822750556
0,12.5,3,JisstPCA0 (oracle),u,2,0.0737257840830263
0,12.5,3,JisstPCA0 (oracle),V,2,0.0597485398963297
0,12.5,3,JisstPCA0 (oracle),W,2,0.0626589667256119
0,12.5,3,G-JisstPCA0 (BIC),u,1,0.0369281742259532
0,12.5,3,G-JisstPCA0 (BIC),V,1,0.0286202328791014
0,12.5,3,G-JisstPCA0 (BIC),W,1,0.0262072048952718
0,12.5,3,G-JisstPCA0 (BIC),u,2,0.073843603691236
0,12.5,3,G-JisstPCA0 (BIC),V,2,0.0597576137854344
0,12.5,3,G-JisstPCA0 (BIC),W,2,0.0626538876933199
0,12.5,3,G-JisstPCA0 (BIC top),u,1,0.0369281742259532
0,12.5,3,G-JisstPCA0 (BIC top),V,1,0.0286202328791014
0,12.5,3,G-JisstPCA0 (BIC top),W,1,0.0262072048952718
0,12.5,3,G-JisstPCA0 (BIC top),u,2,0.073843603691236
0,12.5,3,G-JisstPCA0 (BIC top),V,2,0.0597576137854344
0,12.5,3,G-JisstPCA0 (BIC top),W,2,0.0626538876933199
0,12.5,3,G-JisstPCA0 (oracle),u,1,0.0369281742259532
0,12.5,3,G-JisstPCA0 (oracle),V,1,0.0286202328791014
0,12.5,3,G-JisstPCA0 (oracle),W,1,0.0262072048952718
0,12.5,3,G-JisstPCA0 (oracle),u,2,0.073843603691236
0,12.5,3,G-JisstPCA0 (oracle),V,2,0.0597576137854344
0,12.5,3,G-JisstPCA0 (oracle),W,2,0.0626538876933199
0,12.5,3,JisstPCA1 (BIC),u,1,0.0369465456428438
0,12.5,3,JisstPCA1 (BIC),V,1,0.0286209278979088
0,12.5,3,JisstPCA1 (BIC),W,1,0.026206822750556
0,12.5,3,JisstPCA1 (BIC),u,2,0.0833670328474522
0,12.5,3,JisstPCA1 (BIC),V,2,0.44297632219216
0,12.5,3,JisstPCA1 (BIC),W,2,0.155584692109088
0,12.5,3,JisstPCA1 (BIC top),u,1,0.0369465456428438
0,12.5,3,JisstPCA1 (BIC top),V,1,0.0286209278979088
0,12.5,3,JisstPCA1 (BIC top),W,1,0.026206822750556
0,12.5,3,JisstPCA1 (BIC top),u,2,0.0833670328474522
0,12.5,3,JisstPCA1 (BIC top),V,2,0.44297632219216
0,12.5,3,JisstPCA1 (BIC top),W,2,0.155584692109088
0,12.5,3,JisstPCA1 (oracle),u,1,0.0369465456428438
0,12.5,3,JisstPCA1 (oracle),V,1,0.0286209278979088
0,12.5,3,JisstPCA1 (oracle),W,1,0.026206822750556
0,12.5,3,JisstPCA1 (oracle),u,2,0.0833670328474522
0,12.5,3,JisstPCA1 (oracle),V,2,0.44297632219216
0,12.5,3,JisstPCA1 (oracle),W,2,0.155584692109088
0,12.5,3,G-JisstPCA1 (BIC),u,1,0.0369281742259532
0,12.5,3,G-JisstPCA1 (BIC),V,1,0.0286202328791014
0,12.5,3,G-JisstPCA1 (BIC),W,1,0.0262072048952718
0,12.5,3,G-JisstPCA1 (BIC),u,2,0.0830283557507944
0,12.5,3,G-JisstPCA1 (BIC),V,2,0.442970237415015
0,12.5,3,G-JisstPCA1 (BIC),W,2,0.15560190550043
0,12.5,3,G-JisstPCA1 (BIC top),u,1,0.0369281742259532
0,12.5,3,G-JisstPCA1 (BIC top),V,1,0.0286202328791014
0,12.5,3,G-JisstPCA1 (BIC top),W,1,0.0262072048952718
0,12.5,3,G-JisstPCA1 (BIC top),u,2,0.0830283557507944
0,12.5,3,G-JisstPCA1 (BIC top),V,2,0.442970237415015
0,12.5,3,G-JisstPCA1 (BIC top),W,2,0.15560190550043
0,12.5,3,G-JisstPCA1 (oracle),u,1,0.0369281742259532
0,12.5,3,G-JisstPCA1 (oracle),V,1,0.0286202328791014
0,12.5,3,G-JisstPCA1 (oracle),W,1,0.0262072048952718
0,12.5,3,G-JisstPCA1 (oracle),u,2,0.0830283557507944
0,12.5,3,G-JisstPCA1 (oracle),V,2,0.442970237415015
0,12.5,3,G-JisstPCA1 (oracle),W,2,0.15560190550043
0,12.5,3,iHOSVD,u,1,0.0385924498245185
0,12.5,3,iHOSVD,V,1,0.115860021504386
0,12.5,3,iHOSVD,W,1,0.0491705392314984
0,12.5,3,iHOSVD,u,2,0.077730032932912
0,12.5,3,iHOSVD,V,2,0.536402687255239
0,12.5,3,iHOSVD,W,2,0.196516692109992
0,12.5,3,iHOOI,u,1,0.0388656949014029
0,12.5,3,iHOOI,V,1,0.116428155942075
0,12.5,3,iHOOI,W,1,0.0473372074011902
0,12.5,3,iHOOI,u,2,0.0774867514417249
0,12.5,3,iHOOI,V,2,0.53665625021683
0,12.5,3,iHOOI,W,2,0.192903998882379
0,4,4,JisstPCA0 (BIC),u,1,0.0944060458726727
0,4,4,JisstPCA0 (BIC),V,1,0.0951762629013647
0,4,4,JisstPCA0 (BIC),W,1,0.0899840984431296
0,4,4,JisstPCA0 (BIC),u,2,0.223285091380508
0,4,4,JisstPCA0 (BIC),V,2,0.162544735765028
0,4,4,JisstPCA0 (BIC),W,2,0.170943195442032
0,4,4,JisstPCA0 (BIC top),u,1,0.0944060458726727
0,4,4,JisstPCA0 (BIC top),V,1,0.0951762629013647
0,4,4,JisstPCA0 (BIC top),W,1,0.0899840984431296
0,4,4,JisstPCA0 (BIC top),u,2,0.223285091380508
0,4,4,JisstPCA0 (BIC top),V,2,0.162544735765028
0,4,4,JisstPCA0 (BIC top),W,2,0.170943195442032
0,4,4,JisstPCA0 (oracle),u,1,0.0944060458726727
0,4,4,JisstPCA0 (oracle),V,1,0.0951762629013647
0,4,4,JisstPCA0 (oracle),W,1,0.0899840984431296
0,4,4,JisstPCA0 (oracle),u,2,0.223285091380508
0,4,4,JisstPCA0 (oracle),V,2,0.162544735765028
0,4,4,JisstPCA0 (oracle),W,2,0.170943195442032
0,4,4,G-JisstPCA0 (BIC),u,1,0.0944358587337171
0,4,4,G-JisstPCA0 (BIC),V,1,0.0951552293283093
0,4,4,G-JisstPCA0 (BIC),W,1,0.0899972282446958
0,4,4,G-JisstPCA0 (BIC),u,2,0.224262416288527
0,4,4,G-JisstPCA0 (BIC),V,2,0.162737749728824
0,4,4,G-JisstPCA0 (BIC),W,2,0.171223144374475
0,4,4,G-JisstPCA0 (BIC top),u,1,0.0944358587337171
0,4,4,G-JisstPCA0 (BIC top),V,1,0.0951552293283093
0,4,4,G-JisstPCA0 (BIC top),W,1,0.0899972282446958
0,4,4,G-JisstPCA0 (BIC top),u,2,0.224262416288527
0,4,4,G-JisstPCA0 (BIC top),V,2,0.162737749728824
0,4,4,G-JisstPCA0 (BIC top),W,2,0.171223144374475
0,4,4,G-JisstPCA0 (oracle),u,1,0.0944358587337171
0,4,4,G-JisstPCA0 (oracle),V,1,0.0951552293283093
0,4,4,G-JisstPCA0 (oracle),W,1,0.0899972282446958
0,4,4,G-JisstPCA0 (oracle),u,2,0.224262416288527
0,4,4,G-JisstPCA0 (oracle),V,2,0.162737749728824
0,4,4,G-JisstPCA0 (oracle),W,2,0.171223144374475
0,4,4,JisstPCA1 (BIC),u,1,0.0944060458726727
0,4,4,JisstPCA1 (BIC),V,1,0.0951762629013647
0,4,4,JisstPCA1 (BIC),W,1,0.0899840984431296
0,4,4,JisstPCA1 (BIC),u,2,0.243864129126289
0,4,4,JisstPCA1 (BIC),V,2,0.455290477523565
0,4,4,JisstPCA1 (BIC),W,2,0.220550660153333
0,4,4,JisstPCA1 (BIC top),u,1,0.0944060458726727
0,4,4,JisstPCA1 (BIC top),V,1,0.0951762629013647
0,4,4,JisstPCA1 (BIC top),W,1,0.0899840984431296
0,4,4,JisstPCA1 (BIC top),u,2,0.243864129126289
0,4,4,JisstPCA1 (BIC top),V,2,0.455290477523565
0,4,4,JisstPCA1 (BIC top),W,2,0.220550660153333
0,4,4,JisstPCA1 (oracle),u,1,0.0944060458726727
0,4,4,JisstPCA1 (oracle),V,1,0.0951762629013647
0,4,4,JisstPCA1 (oracle),W,1,0.0899840984431296
0,4,4,JisstPCA1 (oracle),u,2,0.243864129126289
0,4,4,JisstPCA1 (oracle),V,2,0.455290477523565
0,4,4,JisstPCA1 (oracle),W,2,0.220550660153333
0,4,4,G-JisstPCA1 (BIC),u,1,0.0944358587337171
0,4,4,G-JisstPCA1 (BIC),V,1,0.0951552293283093
0,4,4,G-JisstPCA1 (BIC),W,1,0.0899972282446958
0,4,4,G-JisstPCA1 (BIC),u,2,0.243944797699877
0,4,4,G-JisstPCA1 (BIC),V,2,0.455096669931569
0,4,4,G-JisstPCA1 (BIC),W,2,0.21987815263624
0,4,4,G-JisstPCA1 (BIC top),u,1,0.0944358587337171
0,4,4,G-JisstPCA1 (BIC top),V,1,0.0951552293283093
0,4,4,G-JisstPCA1 (BIC top),W,1,0.0899972282446958
0,4,4,G-JisstPCA1 (BIC top),u,2,0.243944797699877
0,4,4,G-JisstPCA1 (BIC top),V,2,0.455096669931569
0,4,4,G-JisstPCA1 (BIC top),W,2,0.21987815263624
0,4,4,G-JisstPCA1 (oracle),u,1,0.0944358587337171
0,4,4,G-JisstPCA1 (oracle),V,1,0.0951552293283093
0,4,4,G-JisstPCA1 (oracle),W,1,0.0899972282446958
0,4,4,G-JisstPCA1 (oracle),u,2,0.243944797699877
0,4,4,G-JisstPCA1 (oracle),V,2,0.455096669931569
0,4,4,G-JisstPCA1 (oracle),W,2,0.21987815263624
0,4,4,iHOSVD,u,1,0.0932090838211148
0,4,4,iHOSVD,V,1,0.173202286765953
0,4,4,iHOSVD,W,1,0.129111576064713
0,4,4,iHOSVD,u,2,0.28778598090569
0,4,4,iHOSVD,V,2,0.719997065177346
0,4,4,iHOSVD,W,2,0.471476190337669
0,4,4,iHOOI,u,1,0.0949236156048227
0,4,4,iHOOI,V,1,0.147402214655239
0,4,4,iHOOI,W,1,0.0984262394936047
0,4,4,iHOOI,u,2,0.224013154916788
0,4,4,iHOOI,V,2,0.550731901342998
0,4,4,iHOOI,W,2,0.244959100832596
0,5,4,JisstPCA0 (BIC),u,1,0.0763287301282307
0,5,4,JisstPCA0 (BIC),V,1,0.0753904595006932
0,5,4,JisstPCA0 (BIC),W,1,0.0726088453796957
0,5,4,JisstPCA0 (BIC),u,2,0.178527378630872
0,5,4,JisstPCA0 (BIC),V,2,0.128952646598965
0,5,4,JisstPCA0 (BIC),W,2,0.13488596352347
0,5,4,JisstPCA0 (BIC top),u,1,0.0763287301282307
0,5,4,JisstPCA0 (BIC top),V,1,0.0753904595006932
0,5,4,JisstPCA0 (BIC top),W,1,0.0726088453796957
0,5,4,JisstPCA0 (BIC top),u,2,0.178527378630872
0,5,4,JisstPCA0 (BIC top),V,2,0.128952646598965
0,5,4,JisstPCA0 (BIC top),W,2,0.13488596352347
0,5,4,JisstPCA0 (oracle),u,1,0.0763287301282307
0,5,4,JisstPCA0 (oracle),V,1,0.0753904595006932
0,5,4,JisstPCA0 (oracle),W,1,0.0726088453796957
0,5,4,JisstPCA0 (oracle),u,2,0.178527378630872
0,5,4,JisstPCA0 (oracle),V,2,0.128952646598965
0,5,4,JisstPCA0 (oracle),W,2,0.13488596352347
0,5,4,G-JisstPCA0 (BIC),u,1,0.0763507211512436
0,5,4,G-JisstPCA0 (BIC),V,1,0.0753802050582964
0,5,4,G-JisstPCA0 (BIC),W,1,0.0726154261506636
0,5,4,G-JisstPCA0 (BIC),u,2,0.179124213693418
0,5,4,G-JisstPCA0 (BIC),V,2,0.129051285299764
0,5,4,G-JisstPCA0 (BIC),W,2,0.134965238247535
0,5,4,G-JisstPCA0 (BIC top),u,1,0.0763507211512436
0,5,4,G-JisstPCA0 (BIC top),V,1,0.0753802050582964
0,5,4,G-JisstPCA0 (BIC top),W,1,0.0726154261506636
0,5,4,G-JisstPCA0 (BIC top),u,2,0.179124213693418
0,5,4,G-JisstPCA0 (BIC top),V,2,0.129051285299764
0,5,4,G-JisstPCA0 (BIC top),W,2,0.134965238247535
0,5,4,G-JisstPCA0 (oracle),u,1,0.0763507211512436
0,5,4,G-JisstPCA0 (oracle),V,1,0.0753802050582964
0,5,4,G-JisstPCA0 (oracle),W,1,0.0726154261506636
0,5,4,G-JisstPCA0 (oracle),u,2,0.179124213693418
0,5,4,G-JisstPCA0 (oracle),V,2,0.129051285299764
0,5,4,G-JisstPCA0 (oracle),W,2,0.134965238247535
0,5,4,JisstPCA1 (BIC),u,1,0.0763287301282307
0,5,4,JisstPCA1 (BIC),V,1,0.0753904595006932
0,5,4,JisstPCA1 (BIC),W,1,0.0726088453796957
0,5,4,JisstPCA1 (BIC),u,2,0.195328341505361
0,5,4,JisstPCA1 (BIC),V,2,0.445639516097933
0,5,4,JisstPCA1 (BIC),W,2,0.193407702863549
0,5,4,JisstPCA1 (BIC top),u,1,0.0763287301282307
0,5,4,JisstPCA1 (BIC top),V,1,0.0753904595006932
0,5,4,JisstPCA1 (BIC top),W,1,0.0726088453796957
0,5,4,JisstPCA1 (BIC top),u,2,0.195328341505361
0,5,4,JisstPCA1 (BIC top),V,2,0.445639516097933
0,5,4,JisstPCA1 (BIC top),W,2,0.193407702863549
0,5,4,JisstPCA1 (oracle),u,1,0.0763287301282307
0,5,4,JisstPCA1 (oracle),V,1,0.0753904595006932
0,5,4,JisstPCA1 (oracle),W,1,0.0726088453796957
0,5,4,JisstPCA1 (oracle),u,2,0.195328341505361
0,5,4,JisstPCA1 (oracle),V,2,0.445639516097933
0,5,4,JisstPCA1 (oracle),W,2,0.193407702863549
0,5,4,G-JisstPCA1 (BIC),u,1,0.0763507211512436
0,5,4,G-JisstPCA1 (BIC),V,1,0.0753802050582964
0,5,4,G-JisstPCA1 (BIC),W,1,0.0726154261506636
0,5,4,G-JisstPCA1 (BIC),u,2,0.195392129064274
0,5,4,G-JisstPCA1 (BIC),V,2,0.445569195711289
0,5,4,G-JisstPCA1 (BIC),W,2,0.193036261006212
0,5,4,G-JisstPCA1 (BIC top),u,1,0.0763507211512436
0,5,4,G-JisstPCA1 (BIC top),V,1,0.0753802050582964
0,5,4,G-JisstPCA1 (BIC top),W,1,0.0726154261506636
0,5,4,G-JisstPCA1 (BIC top),u,2,0.195392129064274
0,5,4,G-JisstPCA1 (BIC top),V,2,0.445569195711289
0,5,4,G-JisstPCA1 (BIC top),W,2,0.193036261006212
0,5,4,G-JisstPCA1 (oracle),u,1,0.0763507211512436
0,5,4,G-JisstPCA1 (oracle),V,1,0.0753802050582964
0,5,4,G-JisstPCA1 (oracle),W,1,0.0726154261506636
0,5,4,G-JisstPCA1 (oracle),u,2,0.195392129064274
0,5,4,G-JisstPCA1 (oracle),V,2,0.445569195711289
0,5,4,G-JisstPCA1 (oracle),W,2,0.193036261006212
0,5,4,iHOSVD,u,1,0.0751487759713809
0,5,4,iHOSVD,V,1,0.145223372878935
0,5,4,iHOSVD,W,1,0.0954105458831204
0,5,4,iHOSVD,u,2,0.214162504036634
0,5,4,iHOSVD,V,2,0.6070315706013
0,5,4,iHOSVD,W,2,0.345484418826724
0,5,4,iHOOI,u,1,0.0769893788013507
0,5,4,iHOOI,V,1,0.133695349225064
0,5,4,iHOOI,W,1,0.0822417537213325
0,5,4,iHOOI,u,2,0.179256031548823
0,5,4,iHOOI,V,2,0.542514871191756
0,5,4,iHOOI,W,2,0.223416704198593
0,6.25,4,JisstPCA0 (BIC),u,1,0.0619353709495772
0,6.25,4,JisstPCA0 (BIC),V,1,0.0599141386091228
0,6.25,4,JisstPCA0 (BIC),W,1,0.0584925757188033
0,6.25,4,JisstPCA0 (BIC),u,2,0.142863691860686
0,6.25,4,JisstPCA0 (BIC),V,2,0.103076313082743
0,6.25,4,JisstPCA0 (BIC),W,2,0.107559238613216
0,6.25,4,JisstPCA0 (BIC top),u,1,0.0619353709495772
0,6.25,4,JisstPCA0 (BIC top),V,1,0.0599141386091228
0,6.25,4,JisstPCA0 (BIC top),W,1,0.0584925757188033
0,6.25,4,JisstPCA0 (BIC top),u,2,0.142863691860686
0,6.25,4,JisstPCA0 (BIC top),V,2,0.103076313082743
0,6.25,4,JisstPCA0 (BIC top),W,2,0.107559238613216
0,6.25,4,JisstPCA0 (oracle),u,1,0.0619353709495772
0,6.25,4,JisstPCA0 (oracle),V,1,0.0599141386091228
0,6.25,4,JisstPCA0 (oracle),W,1,0.0584925757188033
0,6.25,4,JisstPCA0 (oracle),u,2,0.142863691860686
0,6.25,4,JisstPCA0 (oracle),V,2,0.103076313082743
